 temperature liquidVolume vaporVolume pressure
 350.0 0.022054823136848756 75.10548584884002 38595.05980155376
 359.9046666666667 0.022239797104563277 51.254062370294925 58064.820824627386
 369.8093333333333 0.022435330647092674 35.83939588375395 85151.77141141634
 379.714 0.02264232345054976 25.62083118418647 121992.40047717279
 389.6186666666667 0.022861785809284108 18.687217867655356 171077.3665323901
 399.5233333333333 0.02309485627939144 13.880876607305071 235260.93424181797
 409.428 0.023342822942357764 10.482996628371808 317764.85080729926
 419.3326666666667 0.023607149196166882 8.036946786986096 422177.37192247773
 429.2373333333333 0.023889505270413884 6.246440568929342 552448.3429880983
 439.142 0.024191807041890515 4.915415793701534 712881.3389427863
 449.0466666666666 0.024516264253919003 3.911738999236362 908123.8815268959
 458.9513333333333 0.024865440977918266 3.1448317894098756 1143156.7067904281
 468.856 0.02524233220245707 2.5516080916742756 1423282.9694301665
 478.7606666666667 0.025650461945558478 2.087472806296652 1754118.1631155736
 488.6653333333333 0.026094010507423795 1.7204610756163479 2141581.4227119884
 498.57 0.026577981811993768 1.427360823829951 2591888.7665811293
 508.4746666666666 0.027108426892408548 1.1911085266445445 3111548.7425550264
 518.3793333333333 0.027692747599930373 0.9990151390720261 3707360.86429804
 528.284 0.028340117581040585 0.8415412348953717 4386417.167869144
 538.1886666666667 0.029062079190590635 0.7114404862863626 5156107.182134484
 548.0933333333332 0.029873412409933034 0.6031533342931491 6024126.5911562275
 557.998 0.030793439329147264 0.5123725639007645 6998489.871374754
 567.9026666666666 0.031848055768457825 0.43572812982562026 8087547.2109729005
 577.8073333333333 0.03307303938476372 0.37055516041014575 9300006.063344775
 587.712 0.03451974197715146 0.31471965411141933 1.0644957751847712E7
 597.6166666666667 0.036265599326735114 0.26648252253950516 1.2131909630673341E7
 607.5213333333334 0.038435437695328645 0.2243841449403179 1.3770823419580031E7
 617.4259999999999 0.04125072372475949 0.18712389373566912 1.5572160472711982E7
 627.3306666666666 0.045168760899606426 0.1533666293504021 1.7546934920022715E7
 637.2353333333333 0.05144987519188546 0.12113379602108172 1.9706775842945993E7
