 x1 x2 y1 y2 pressure y1calc calcpressure error 
 9.3607E-4 0.99906393 0.4769 0.5231 3078496.68 0.43921047350262127 2993150.2377571263 -0.027723415392110744
 0.001478 0.998522 0.5971 0.40290000000000004 4070985.1875 0.546177316443993 3864173.166536257 -0.05080146732018608
 0.0021025 0.9978975 0.6742 0.3258 5097620.220000001 0.6235291257865838 4910509.99607789 -0.03670540680688666
 0.0026353 0.9973647 0.7292 0.27080000000000004 6124376.8425 0.6683058529646627 5843243.574570527 -0.045903979320565946
 0.0036826 0.9963174 0.7966 0.20340000000000003 8160766.1625 0.7253797630195171 7800602.252035887 -0.044133590313998
 0.004739 0.995261 0.8423 0.15769999999999995 1.0145773575E7 0.7597278149769989 9974102.1706177 -0.016920484486792783
 0.0057313 0.9942687 0.8755 0.12450000000000006 1.21736617275E7 0.7798426286354019 1.2242465603313183E7 0.005651863617810084
 0.006577 0.993423 0.8859 0.11409999999999998 1.421881566E7 0.7908459881362974 1.4390152887854714E7 0.012050035105013367
 0.0073311 0.9926689 0.9003 0.09970000000000001 1.6238395162500001E7 0.79710884702219 1.6507443940405298E7 0.01656868029216471
