 x1 x2 y1 y2 pressure y1calc calcpressure error 
 9.3607E-4 0.99906393 0.4769 0.5231 3078496.68 0.4422708494169906 3012240.5683269696 -0.021522229373666414
 0.001478 0.998522 0.5971 0.40290000000000004 4070985.1875 0.5492061815001235 3895695.911679591 -0.04305819543599333
 0.0021025 0.9978975 0.6742 0.3258 5097620.220000001 0.6263312716970959 4957861.963308825 -0.027416372868039097
 0.0026353 0.9973647 0.7292 0.27080000000000004 6124376.8425 0.6708888630928551 5905581.14015705 -0.03572538202166481
 0.0036826 0.9963174 0.7966 0.20340000000000003 8160766.1625 0.7275586337504796 7897283.902766277 -0.03228646115905941
 0.004739 0.995261 0.8423 0.15769999999999995 1.0145773575E7 0.761546183964009 1.0113921781800373E7 -0.003139414945954649
 0.0057313 0.9942687 0.8755 0.12450000000000006 1.21736617275E7 0.781345186621282 1.2433383204184985E7 0.021334704585907898
 0.006577 0.993423 0.8859 0.11409999999999998 1.421881566E7 0.7920883128053914 1.4635441427081998E7 0.029301017542131796
 0.0073311 0.9926689 0.9003 0.09970000000000001 1.6238395162500001E7 0.7981234451464293 1.6812087493055116E7 0.03532937367357375
