 temperature exppressure calcpressure error
 182.57 0.10309006354939752 1792.5104473521026 17386.810091834774
 186.1463 0.18649872911891108 2202.2667045123685 11807.481027815527
 189.7226 0.32861177047991014 2684.6590098991614 8168.698261198741
 193.2989 0.5648314603216776 3248.705553429838 5750.637048651052
 196.8752 0.9484461721811026 3904.008777726573 4115.215439774178
 200.4515 1.5579296530602638 4660.742246423895 2990.6256085560294
 204.0278 2.506487480022785 5529.634473697889 2205.128902605818
 207.6041 3.9542903598700314 6521.9500874787755 1648.3351509202619
 211.1804 6.123850320420025 7649.468704101442 1248.1273143293904
 214.7567 9.318995832042047 8924.461888815236 956.6634703633774
 218.333 13.947883178234582 10359.668566065695 741.7412772019607
 221.9093 20.550442574656117 11968.269227190549 581.3849867812796
 225.4856 29.830598295712544 13763.85926248165 460.4007109760144
 229.0619 42.69352321895982 15760.42172067228 368.1525208599607
 232.6382 60.2880916670562 17972.299772904626 297.10696069395414
 236.2145 84.05458315662456 20414.169131062084 241.8680074829827
 239.7908 115.77756744151615 23101.010642806745 198.52924520094086
 243.3671 157.64377247913416 26048.083258404524 164.23382337765526
 246.9434 212.30460644041986 29270.89753715528 136.87217351484892
 250.5197 282.9428775228924 32785.189841274434 114.87211570159367
 254.096 373.3431358584047 36606.8973265738 97.05161474954089
 257.6723 487.9649545967912 40752.133840278715 82.51446852152013
 261.2486 632.0183760772912 45237.166794424535 70.57571442019648
 264.8249 811.5406769250275 50078.39507720694 60.7078065229666
 268.4012 1033.473555152701 55292.32804431842 52.50144449138681
 271.9775 1305.739814250658 60895.56561820133 45.63682990561812
 275.5538 1637.318614273212 66904.77951030183 39.86240694209668
 279.1301 2038.3183776987273 73336.69557022702 34.97901896612665
 282.70640000000003 2520.046477215404 80208.07725610878 30.828015070871604
 286.28270000000003 3095.074891768815 87535.71021232031 27.282259161197295
 289.85900000000004 3777.30109386961 95336.38793386809 24.23928740777238
 293.4353 4582.003522569942 103626.89849115502 21.616066963002474
 297.01160000000004 5525.891099674967 112424.01228427241 19.34495618107371
 300.5879 6627.146358529958 121744.47079239486 17.370572220076994
 304.16420000000005 7905.46187196505 131604.97628112562 15.647348176813452
 307.7405 9382.069785631189 142022.18242865423 14.137617356690713
 311.31680000000006 11079.764382150239 153012.68583025393 12.810102864349803
 314.8931 13022.917717618155 164593.01833985807 11.638720593096211
 318.4694 15237.488482717044 176779.64020717665 10.60162584586607
 322.0457 17751.024344080346 189588.93396887704 9.680450338749134
 325.622 20592.65811597468 203037.19905283104 8.859688725435872
 329.1983 23793.09819664902 217140.64705511415 8.12620312245405
 332.7746 27384.61377691656 231915.39765040058 7.468821197905304
 336.3509 31401.015390253826 247377.4750975154 6.87800878484636
 339.9272 35877.63142364039 263542.8053031694 6.345602116016959
 343.50350000000003 40851.281246664665 280427.21340826445 5.864587960289744
 347.07980000000003 46360.24564341152 298046.4218626122 5.42892240380027
 350.65610000000004 52444.23524786115 316416.0489554056 5.033380932336317
 354.23240000000004 59144.357689688106 335551.60777028685 4.673433965262094
 357.80870000000004 66503.0841543168 355468.5055354291 4.3451431622416745
 361.385 74564.21604983041 376182.04334055574 4.04507474589631
 364.96130000000005 83372.85245476087 397707.416194341 3.770226812260525
 368.5376 92975.35899610393 420059.71339713765 3.517968179232736
 372.11390000000006 103419.33877701273 443253.9192054328 3.285986783972322
 375.6902 114753.60593962624 467304.91376582795 3.0722460086499135
 379.26650000000006 127028.16241135962 492227.4742977439 2.87494760967845
 382.8428 140294.17834365703 518036.27650533384 2.692500163737231
 386.41910000000007 154603.97671157387 544745.8962003874 2.523492136406391
 389.9954 170011.02250136898 572370.8111191972 2.3666688353373573
 393.5717 186569.9168723805 600925.4029175444 2.2209126368888055
 397.148 204336.3966392695 630423.9593290419 2.085225978815595
 400.7243 223367.33938205204 660880.6764731286 1.9587166964582268
 404.30060000000003 243720.7744544549 692309.6613000318 1.8405853495652935
 407.87690000000003 265455.90012660227 724724.9341609111 1.730114244269095
 411.45320000000004 288633.1070660125 758140.4314923396 1.6266579021336847
 415.02950000000004 313314.0083317274 792570.00860509 1.5296347674501065
 418.60580000000004 339561.4760303249 828027.4425679877 1.4385199765536414
 422.18210000000005 367439.6847596147 864526.4351783871 1.3528390400834767
