 liquidFraction vaporFraction temperature pressure
 0.7999999999999999 0.9141750035757518 354.0 163266.11305811664
 0.8999999999999999 0.957784085268247 354.0 174181.26231858644
 0.9999999999999999 1.0 354.0 185293.22632656305

 0.0 0.0 355.6 48583.86362348603
 0.1 0.4780056905658472 355.6 85962.56130898878
 0.2 0.5977711324391629 355.6 104287.42836788636
 0.30000000000000004 0.6674374767607035 355.6 117279.68906104987
 0.4 0.7231114024196907 355.6 128670.76408046378
 0.5 0.7736510726408938 355.6 139648.56586441403
 0.6 0.8217767390676203 355.6 150626.76743276452
 0.7 0.8683481799895999 355.6 161752.88459332945
 0.7999999999999999 0.9135859258368237 355.6 173075.71097521964
 0.8999999999999999 0.957490281302948 355.6 184606.3161821681
 0.9999999999999999 1.0 355.6 196341.95909377257

 0.0 0.0 357.2 51874.046359036205
 0.1 0.4749730218287843 357.2 91262.55519629415
 0.2 0.595153720711371 357.2 110630.95669922468
 0.30000000000000004 0.6652340748091802 357.2 124379.06288534001
 0.4 0.7212719656825214 357.2 136432.03048393966
 0.5 0.772143892415733 357.2 148041.93632822137
 0.6 0.8205836809629309 357.2 159645.87538527427
 0.7 0.8674591472220378 357.2 171400.42530571847
 0.7999999999999999 0.912995462307805 357.2 183357.99442029404
 0.8999999999999999 0.9571956244352716 357.2 195531.13413361678
 0.9999999999999999 1.0 357.2 207917.7782144528

 0.0 0.0 358.8 55348.99379794696
 0.1 0.47195449676249845 358.8 96829.07494026177
 0.2 0.5925415688679138 358.8 117287.19840137885
 0.30000000000000004 0.663032440246335 358.8 131825.636544035
 0.4 0.7194325336396947 358.8 144570.69841603792
 0.5 0.7706357386427968 358.8 156841.24440879413
 0.6 0.8193891535364289 358.8 169098.82092090294
 0.7 0.8665685214377497 358.8 181509.51516128588
 0.7999999999999999 0.9124036135482991 358.8 194129.57005682043
 0.8999999999999999 0.9569001114041106 358.8 206973.14667687647
 0.9999999999999999 1.0 358.8 220038.94569068745

 0.0 0.0 360.4 59016.74363027507
 0.1 0.4689502230098885 360.4 102672.21707716447
 0.2 0.5899348021304199 360.4 124267.62369618868
 0.30000000000000004 0.6608326671991323 360.4 139631.9651960855
 0.4 0.7175931716917877 360.4 153100.27841864628
 0.5 0.7691266533093479 360.4 166060.89238372416
 0.6 0.8181931800294494 360.4 179000.8648130623
 0.7 0.8656763116061629 360.4 192096.25646428615
 0.7999999999999999 0.9118103791722907 360.4 205407.37515222398
 0.8999999999999999 0.9566037383609542 360.4 218950.12740896115
 0.9999999999999999 1.0 360.4 232724.07983064497

 0.0 0.0 362.0 62885.56503154452
 0.1 0.4659603029502118 362.0 108802.31529492603
 0.2 0.5873335425986279 362.0 131583.9549143634
 0.30000000000000004 0.6586348476310915 362.0 147810.87107319848
 0.4 0.7157539435341237 362.0 162034.56196576962
 0.5 0.7676166769063533 362.0 175715.57636374177
 0.6 0.8169957823269617 362.0 189367.5739453785
 0.7 0.8647825254847974 362.0 203177.06963343217
 0.7999999999999999 0.911215757803622 362.0 217208.6771666824
 0.8999999999999999 0.9563065008418903 362.0 231480.1926214749
 0.9999999999999999 1.0 362.0 245992.1549304405

 0.0 0.0 363.6 66963.96070843864
 0.1 0.4629848337154159 363.6 115229.9413001809
 0.2 0.5847379092094909 363.6 139248.1668568449
 0.30000000000000004 0.6564390713156553 363.6 156375.44355744708
 0.4 0.7139149110956665 363.6 171387.62134597643
 0.5 0.7661058483747856 363.6 185820.28602454573
 0.6 0.8157969809016882 363.6 200214.8209291801
 0.7 0.8638871695648359 363.6 214768.69274289437
 0.7999999999999999 0.9106197470304916 363.6 229551.07326220203
 0.8999999999999999 0.956008393738994 363.6 244581.80083406373
 0.9999999999999999 1.0 363.6 259862.50090309113

 0.0 0.0 365.2 71260.6688329033
 0.1 0.46002390723659037 365.2 121965.90559474082
 0.2 0.5821480176952163 365.2 147272.4870599041
 0.30000000000000004 0.6542454257705667 365.2 165339.03916243173
 0.4 0.7120761344806082 365.2 181173.8094472365
 0.5 0.7645942050425009 365.2 196390.304244406
 0.6 0.8145967947515196 365.2 211558.78363149604
 0.7 0.862990249016086 365.2 226888.18098052495
 0.7999999999999999 0.910022343358896 365.2 242452.4897385571
 0.8999999999999999 0.9557094112706582 365.2 258273.75226690405
 0.9999999999999999 1.0 365.2 274354.80286268727

 0.0 0.0 366.8 75784.66486425234
 0.1 0.4570776102556674 366.8 129021.25815251998
 0.2 0.5795639805502252 366.8 155669.39596888327
 0.30000000000000004 0.6520539962156489 366.8 174715.28142100407
 0.4 0.710237671908419 366.8 191407.75945029018
 0.5 0.7630817825659076 366.8 207441.20665285474
 0.6 0.8133952413417315 366.8 223415.94461923683
 0.7 0.862091767629292 366.8 239552.90602959163
 0.7999999999999999 0.9094235421650064 366.8 255931.1814024982
 0.8999999999999999 0.955409546951249 366.8 272575.188259591
 0.9999999999999999 1.0 366.8 289489.10067185084

 0.0 0.0 368.4 80545.16325907852
 0.1 0.45414602437374035 368.4 136407.28901042923
 0.2 0.5769859069891702 368.4 164451.62701926465
 0.30000000000000004 0.6498648655060651 368.4 184518.0606831047
 0.4 0.7083995796568189 368.4 202104.38443319596
 0.5 0.7615686148693539 368.4 218988.86109437817
 0.6 0.8121923365440881 368.4 235803.09052460417
 0.7 0.8611917277601596 368.4 252780.55537975195
 0.7999999999999999 0.9088233376460833 368.4 270005.7308767174
 0.8999999999999999 0.9551087935596339 368.4 287505.5906434402
 0.9999999999999999 1.0 368.4 305285.7884604939

