 liquidFraction vaporFraction temperature pressure
 0.0 0.0 330.0 15369.835263910098
 0.1 0.5283433760143108 330.0 30071.765632573948
 0.2 0.6402514801976332 330.0 36926.268242670325
 0.30000000000000004 0.7028480353067577 330.0 41692.04016565101
 0.4 0.7524839456479934 330.0 45877.338048172365
 0.5 0.797594419076457 330.0 49947.080261501054
 0.6 0.8406425004561658 330.0 54056.84169204585
 0.7 0.8823448388287921 330.0 58258.09575237911
 0.7999999999999999 0.9228420841906168 330.0 62564.461503860424
 0.8999999999999999 0.9620895148389687 330.0 66975.41714124779
 0.9999999999999999 1.0 330.0 71485.43777981272

 0.0 0.0 331.6 16617.613375818208
 0.1 0.5251034177452525 331.6 32291.864088161397
 0.2 0.6375693108333583 331.6 39623.62249944823
 0.30000000000000004 0.7006306856512159 331.6 44727.762404788606
 0.4 0.7506544954423618 331.6 49209.619312862094
 0.5 0.7961095165251247 331.6 53565.05256904647
 0.6 0.8394769999536276 331.6 57960.41031326714
 0.7 0.8814833042574556 331.6 62450.99699209931
 0.7999999999999999 0.9222743773754407 331.6 67051.68504380697
 0.8999999999999999 0.9618084348696434 331.6 71762.220105306
 0.9999999999999999 1.0 331.6 76576.98305044415

 0.0 0.0 333.2 17950.952468834643
 0.1 0.5218751505857595 333.2 34648.10171364712
 0.2 0.6348900113423579 333.2 42483.752280036584
 0.30000000000000004 0.698413352304081 333.2 47945.63643331895
 0.4 0.7488238190295203 333.2 52741.003663758645
 0.5 0.7946228132745672 333.2 57398.27264201676
 0.6 0.8383095195561445 333.2 62095.16139632378
 0.7 0.8806199097372625 333.2 66891.03924175478
 0.7999999999999999 0.9217051905547872 333.2 71802.12731670827
 0.8999999999999999 0.9615264974015192 333.2 76828.47938677896
 0.9999999999999999 1.0 333.2 81964.40182287699

 0.0 0.0 334.8 19374.55050244509
 0.1 0.5186587684428917 334.8 37146.98036553434
 0.2 0.6322137503250788 334.8 45514.229857669336
 0.30000000000000004 0.6961961558774246 334.8 51354.045720677546
 0.4 0.7469920011690278 334.8 56480.583921011814
 0.5 0.7931343673138709 334.8 61456.49876713914
 0.6 0.8371400966873603 334.8 66471.49853835489
 0.7 0.8797546768539133 334.8 71589.26212248178
 0.7999999999999999 0.9211345336990914 334.8 76827.46040814379
 0.8999999999999999 0.961243705068286 334.8 82186.49957118966
 0.9999999999999999 1.0 334.8 87660.63394900756

 0.0 0.0 336.4 20893.290261087233
 0.1 0.5154544598120372 336.4 39795.211477419965
 0.2 0.6295406940950287 336.4 48722.85910581695
 0.30000000000000004 0.6939792157668425 336.4 54961.623983446676
 0.4 0.7451591258360426 336.4 60437.71962413166
 0.5 0.7916442360491324 336.4 65749.77104070308
 0.6 0.8359687682723617 336.4 71100.1213354855
 0.7 0.8788876267510578 336.4 76557.01486695015
 0.7999999999999999 0.9205624164037909 336.4 82139.67929658869
 0.8999999999999999 0.9609600602617535 336.4 87848.92129869411
 0.9999999999999999 1.0 336.4 93678.96857258942

 0.0 0.0 338.0 22512.24293744143
 0.1 0.5122624077423266 338.0 42599.71854362877
 0.2 0.6268710065861561 338.0 52117.67764705466
 0.30000000000000004 0.6917626501231661 338.0 58777.25718765361
 0.4 0.7433252761838737 338.0 64622.03892978319
 0.5 0.7901524762591191 338.0 70288.41317023897
 0.6 0.834795570691551 338.0 75992.02708801579
 0.7 0.8780187800827197 338.0 81805.95793117871
 0.7999999999999999 0.919988847856569 338.0 87751.10338245325
 0.8999999999999999 0.9606755651124786 338.0 93828.72272653566
 0.9999999999999999 1.0 338.0 100033.04554992437

 0.0 0.0 339.6 24236.671642603087
 0.1 0.5090827898773658 339.6 45567.63950836512
 0.2 0.6242048493161868 339.6 55706.95888711349
 0.30000000000000004 0.6895465757428099 339.6 62810.08541752954
 0.4 0.741490534477852 339.6 69043.44036404687
 0.5 0.7886591440265954 339.6 75083.03412038898
 0.6 0.833620539731441 339.6 81158.51234499441
 0.7 0.8771481569745582 339.6 87348.0644425002
 0.7999999999999999 0.91941383680359 339.6 93674.37784971876
 0.8999999999999999 0.96039022146949 339.6 100139.22082336487
 0.9999999999999999 1.0 339.6 106736.85670426408

 0.0 0.0 341.2 26072.034839039974
 0.1 0.5059157783998803 341.2 48706.32904777724
 0.2 0.6215423813322644 341.2 59499.21392828666
 0.30000000000000004 0.6873311080528032 341.2 67069.5046096237
 0.4 0.739654982041036 341.2 73712.09443222512
 0.5 0.7871642946931089 341.2 80144.5296088732
 0.6 0.8324437105328123 341.2 86611.17429116159
 0.7 0.8762757769777575 341.2 93195.62148547414
 0.7999999999999999 0.9188373915146882 341.2 99922.47486437095
 0.8999999999999999 0.9601040308802583 341.2 106794.07250089462
 0.9999999999999999 1.0 341.2 113804.74692010756

 0.0 0.0 342.8 28023.98969244257
 0.1 0.5027615400784886 342.8 52023.36075764201
 0.2 0.6188837591427105 342.8 63503.1933622007
 0.30000000000000004 0.6851163609901231 342.8 71565.16815753971
 0.4 0.7378186991880479 342.8 78638.4450845277
 0.5 0.7856679828046099 342.8 85484.08345249489
 0.6 0.8312651175403425 342.8 92361.9119798778
 0.7 0.8754016590247417 342.8 99361.2312307753
 0.7999999999999999 0.9182595197489994 342.8 106508.69461458056
 0.8999999999999999 0.9598169945697388 342.8 113807.27558828452
 0.9999999999999999 1.0 342.8 121251.41508391906

 0.0 0.0 344.4 30098.395338780327
 0.1 0.49962023624578855 344.4 55526.52923389766
 0.2 0.6162291366726885 344.4 67727.88894628336
 0.30000000000000004 0.6829024470198174 344.4 76306.98838264952
 0.4 0.7359817651790713 344.4 83833.21104326242
 0.5 0.7841702620488783 344.4 91113.16876672553
 0.6 0.8300847944506664 344.4 98422.92741482043
 0.7 0.8745258213833681 344.4 105857.81191077697
 0.7999999999999999 0.9176802287181708 344.4 113446.66619734676
 0.8999999999999999 0.9595291134188901 344.4 121193.1696552088
 0.9999999999999999 1.0 344.4 129091.91487804991

 0.0 0.0 346.0 32301.316063104237
 0.1 0.49649202282531374 346.0 59223.852054250856
 0.2 0.6135786651942926 346.0 72182.53515939231
 0.30000000000000004 0.6806894770225828 346.0 81305.13787779676
 0.4 0.7341442581562767 346.0 89307.38699236662
 0.5 0.782671185202859 346.0 97043.5490215472
 0.6 0.8289027741602905 346.0 104806.72648508569
 0.7 0.8736482816111507 346.0 112698.59864664373
 0.7999999999999999 0.9170995250509102 346.0 120750.34835737545
 0.8999999999999999 0.9592403879431252 346.0 128966.43668981173
 0.9999999999999999 1.0 346.0 137341.65543494382

 0.0 0.0 347.6 34639.02438684802
 0.1 0.49337705030237733 347.6 63123.57165169269
 0.2 0.6109324932889816 347.6 76876.61064402133
 0.30000000000000004 0.6784775602433859 347.6 86570.05072287605
 0.4 0.7323062550743725 347.6 95072.24463096353
 0.5 0.7811708040769854 347.6 103287.27895799774
 0.6 0.8277190887118485 347.6 111526.11975657726
 0.7 0.8727690565085038 347.6 119897.14413143603
 0.7999999999999999 0.9165174147549575 347.6 128434.03008312103
 0.8999999999999999 0.9589508182697487 347.6 137142.10163778017
 0.9999999999999999 1.0 347.6 146016.40185890024

 0.0 0.0 349.2 37118.00406061786
 0.1 0.4902754637669777 349.2 67234.15709114283
 0.2 0.6082907667901418 349.2 81819.83953035685
 0.30000000000000004 0.6762668042357771 349.2 92112.42357308399
 0.4 0.7304678316557177 349.2 101139.33359507752
 0.5 0.7796691694571961 349.2 109856.7053666345
 0.6 0.8265337692415637 349.2 118594.22312489044
 0.7 0.8718881620709208 349.2 127467.31917422933
 0.7999999999999999 0.9159339031796735 349.2 136512.33106629457
 0.8999999999999999 0.958660404115125 349.2 145735.53280922817
 0.9999999999999999 1.0 349.2 155132.2756228914

 0.0 0.0 350.8 39744.95295969308
 0.1 0.4871874029002104 350.8 71564.30573764155
 0.2 0.6056536287293852 350.8 87022.19264599882
 0.30000000000000004 0.6740573148177035 350.8 97943.21662716666
 0.4 0.7286290623249283 350.8 107520.4822504345
 0.5 0.7781663310467812 350.8 116764.46773380256
 0.6 0.8253468459236001 350.8 126024.45833336755
 0.7 0.8710056134409486 350.8 135423.31311050674
 0.7999999999999999 0.9153489949771482 350.8 145000.2020303691
 0.8999999999999999 0.9583691447612828 350.8 154762.44216010332
 0.9999999999999999 1.0 350.8 164705.75484809576

 0.0 0.0 352.4 42526.78587968646
 0.1 0.484113002015805 352.4 76122.94482713408
 0.2 0.6030212192857135 352.4 92493.88861281078
 0.30000000000000004 0.6718491959946389 352.4 104073.65447138554
 0.4 0.7267900201516378 352.4 114227.79835741836
 0.5 0.7766623374068041 352.4 124023.49875832684
 0.6 0.8241583479180021 352.4 133830.55336157515
 0.7 0.8701214248587863 352.4 143779.6340839047
 0.7999999999999999 0.9147626940629459 352.4 153912.9249343782
 0.8999999999999999 0.9580770390319983 352.4 164238.88545502684
 0.9999999999999999 1.0 352.4 174753.67447393597

 0.0 0.0 354.0 45470.63723006949
 0.1 0.48105239004531775 354.0 80919.23292867238
 0.2 0.6003936757442481 354.0 98245.39483379568
 0.30000000000000004 0.6696425499004898 354.0 110515.22680694138
 0.4 0.7249507767901247 354.0 121273.66961423396
 0.5 0.7751572359022897 354.0 131647.02474284562
 0.6 0.8229683033120173 354.0 142026.5426879384
 0.7 0.8692356096127051 354.0 152551.10920511003
