 liquidfug vaporfug temperature pressure
 979481.2723295775 979481.2720135071 454.3968665372253 1032179.0718750001
 1191559.8595544307 982341.3930502513 463.48480386796984 1032179.0718750001
 1434986.5267534906 985010.9543755774 472.57274119871437 1032179.0718750001
 1711731.0416279142 987505.6037102864 481.6606785294589 1032179.0718750001
 2023489.7223162267 989839.4476883356 490.74861586020336 1032179.0718750001

 10228.095057701497 994808.2381334986 321.78099337209244 1165158.225
 16236.324238894895 1006966.3448100883 330.9747360398665 1165158.225
 25028.29452229038 1017983.5348244786 340.1684787076406 1165158.225
 37555.8632147502 1027999.9123188944 349.36222137541466 1165158.225
 54975.28875033565 1037133.1382202547 358.55596404318874 1165158.225
 78658.03755247407 1045483.1239081748 367.7497067109628 1165158.225
 110194.87204896909 1053135.464588604 376.9434493787369 1165158.225
 151392.3448255205 1060164.0292952885 386.1371920465109 1165158.225
 204261.17542320877 1066632.962811628 395.33093471428504 1165158.225
 270996.35217294237 1072598.2635741942 404.52467738205905 1165158.225
 353949.1536957282 1078109.0473383325 413.7184200498332 1165158.225
 455591.59962940525 1083208.572610841 422.9121627176072 1165158.225
 578474.0995126629 1087935.0820138066 432.1059053853813 1165158.225
 725177.2598383361 1092322.4991411916 441.29964805315535 1165158.225
 898258.9242586299 1096401.010419474 450.4933907209294 1165158.225
 1100197.5566069568 1100197.5543887808 459.6871333887035 1165158.225
 1333333.0284047795 1103736.235700097 468.8808760564776 1165158.225
 1599805.73868934 1107038.6773554122 478.07461872425165 1165158.225
 1901494.766748145 1110124.3218961423 487.2683613920257 1165158.225
 2239955.419957705 1113010.6901006703 496.4621040597998 1165158.225

 12182.459721186931 1092140.1817365992 325.16742223492207 1298137.378125
 19212.58146123896 1106936.097061484 334.4579200130627 1298137.378125
 29433.327928932875 1120325.0573995437 343.74841779120334 1298137.378125
 43907.18189494896 1132484.9895977818 353.038915569344 1298137.378125
 63915.05767236075 1143563.713251036 362.3294133474846 1298137.378125
 90965.0240931331 1153685.7653093517 371.6199111256252 1298137.378125
 126793.45491759476 1162957.2133439826 380.91040890376587 1298137.378125
 173357.81482508613 1171469.1855887126 390.20090668190653 1298137.378125
 232820.6817723937 1179300.5401070537 399.49140446004714 1298137.378125
 307525.0016690484 1186519.9324959337 408.78190223818774 1298137.378125
 399960.93973505835 1193187.449196394 418.0724000163284 1298137.378125
 512725.0108280778 1199355.9183817892 427.36289779446906 1298137.378125
 648472.4209394343 1205071.9760385964 436.65339557260967 1298137.378125
 809863.7224393646 1210376.9426069914 445.9438933507503 1298137.378125
 999506.9699256402 1215307.550659164 455.23439112889093 1298137.378125
 1219896.558333056 1219896.5538383294 464.5248889070316 1298137.378125
 1473349.8277041747 1224173.2400381183 473.8153866851722 1298137.378125
 1761942.3244890827 1228163.8665715794 483.1058844633128 1298137.378125
 2087442.30452391 1231892.0312277635 492.39638224145347 1298137.378125
 2451244.618950017 1235378.9902289554 501.6868800195941 1298137.378125

 14264.033892310452 1186604.3606779028 328.2935048501906 1431116.53125
 22362.50169991385 1204288.2328419655 337.67331927448174 1431116.53125
 34067.39762303507 1220264.21312916 347.0531336987729 1431116.53125
 50550.58536083977 1234756.0096812935 356.4329481230641 1431116.53125
 73215.08713977186 1247946.972301462 365.8127625473552 1431116.53125
 103701.48702352862 1259990.0881962243 375.19257697164636 1431116.53125
 143885.9580980598 1271014.738228256 384.57239139593753 1431116.53125
 195869.2201629286 1281131.4928076027 393.9522058202287 1431116.53125
 261956.16357474405 1290435.6473739664 403.33202024451987 1431116.53125
 344626.29393001954 1299009.9072218237 412.711834668811 1431116.53125
 446495.53131175577 1306926.475136402 422.0916490931022 1431116.53125
 570270.2134046513 1314248.7060012633 431.4714635173933 1431116.53125
 718694.3873953182 1321032.4388941547 440.8512779416845 1431116.53125
 894491.620990859 1327327.0835620426 450.23109236597566 1431116.53125
 1100302.6126767357 1333176.5162972768 459.6109067902668 1431116.53125
 1338619.8325936839 1338619.825549635 468.990721214558 1431116.53125
 1611720.2746478398 1343691.93746368 478.3705356388491 1431116.53125
 1921597.1391191313 1348424.1443472689 487.75035006314033 1431116.53125
 2269890.87248661 1352844.5538784566 497.13016448743144 1431116.53125
 2657819.42260805 1356978.4730228453 506.5099789117226 1431116.53125

 16467.82980854874 1278248.4794953777 331.20138360666033 1564095.6843750002
 25678.158417038576 1299079.391033918 340.66428028113637 1564095.6843750002
 38918.62277850137 1317861.3176857117 350.12717695561236 1564095.6843750002
 57469.14125839013 1334874.1417876119 359.59007363008834 1564095.6843750002
 82852.3120271389 1350343.3732365635 369.0529703045644 1564095.6843750002
 116837.29974677092 1364454.9660229022 378.5158669790404 1564095.6843750002
 161434.59197004375 1377364.8527572148 387.9787636535164 1564095.6843750002
 218881.04281333805 1389205.4645643088 397.4416603279924 1564095.6843750002
 291615.08229879424 1400090.4007016981 406.90455700246844 1564095.6843750002
 382242.40769053926 1410117.895482333 416.3674536769445 1564095.6843750002
 493492.85780562036 1419373.4664440504 425.83035035142046 1564095.6843750002
 628169.4798285825 1427931.9836895806 435.29324702589645 1564095.6843750002
 789091.0152708812 1435859.3170684935 444.7561437003725 1564095.6843750002
 979029.1484811075 1443213.6673913707 454.21904037484853 1564095.6843750002
 1200641.8730547868 1450046.6559756806 463.6819370493245 1564095.6843750002
 1456404.23573304 1456404.225946675 473.1448337238005 1564095.6843750002
 1748537.508673009 1462327.3946192388 482.60773039827654 1564095.6843750002
 2078937.5058680347 1467852.8865030014 492.0706270727526 1564095.6843750002
 2449102.2667504265 1473013.6695177064 501.53352374722857 1564095.6843750002
 2860058.6130953413 1477839.411954534 510.99642042170456 1564095.6843750002

 18789.427362707636 1367102.1461396315 333.9234286578937 1697074.8375000001
 29152.57449885806 1391352.94084547 343.46409804811924 1697074.8375000001
 43976.61138209062 1413166.0298283275 353.00476743834474 1697074.8375000001
 64648.127252947845 1432891.4881551282 362.5454368285703 1697074.8375000001
 92806.79214931613 1450805.3739772742 372.0861062187958 1697074.8375000001
 130346.56158111335 1467132.0486821935 381.62677560902137 1697074.8375000001
 179407.0448966878 1482057.749418535 391.16744499924687 1697074.8375000001
 242354.57593556616 1495739.484836985 400.7081143894724 1697074.8375000001
 321753.01287281065 1508311.202420611 410.248783779698 1697074.8375000001
 420324.74636571476 1519888.2528900905 419.7894531699235 1697074.8375000001
 540902.7808757589 1530570.7330251108 429.330122560149 1697074.8375000001
 686375.0513996462 1540446.0568521365 438.87079195037455 1697074.8375000001
 859622.3327769071 1549590.9765933284 448.4114613406001 1697074.8375000001
 1063451.1836046998 1558073.1994225169 457.9521307308256 1697074.8375000001
 1300523.3378185208 1565952.6998572936 467.4928001210512 1697074.8375000001
 1573282.8107947232 1573282.7981361179 477.03346951127673 1697074.8375000001
 1883881.7154076742 1580111.0554726906 486.57413890150224 1697074.8375000001
 2234105.366636083 1586480.0238487679 496.11480829172774 1697074.8375000001
 2625296.6456050784 1592427.8787687486 505.6554776819533 1697074.8375000001
 3058278.699753702 1597988.9567973898 515.1961470721789 1697074.8375000001

 21224.86781158272 1453175.5171963417 336.48508102296046 1830053.990625
 32779.54020757888 1481139.3177657225 346.0989404807593 1830053.990625
 49232.168361169504 1506218.2495265384 355.7127999385582 1830053.990625
 72074.58868239901 1528852.1635187708 365.3266593963571 1830053.990625
 103061.07445156861 1549378.550278833 374.940518854156 1830053.990625
 144206.7191299008 1568066.8617116876 384.55437831195485 1830053.990625
 197775.3239520423 1585138.0576614982 394.1682377697537 1830053.990625
 266256.4575993007 1600776.8165810276 403.7820972275526 1830053.990625
 352331.867418076 1615139.6985382657 413.3959566853515 1830053.990625
 458831.88386870606 1628360.8902291723 423.0098161431504 1830053.990625
 588682.8426751432 1640556.4127899318 432.62367560094924 1830053.990625
 744846.8316157656 1651827.302259784 442.2375350587481 1830053.990625
 930255.2383913087 1662262.074821513 451.851394516547 1830053.990625
 1147737.6260500066 1671938.6770338195 461.46525397434584 1830053.990625
 1399947.389673654 1680926.0546568462 471.0791134321447 1830053.990625
 1689285.4478921127 1689285.4322814508 480.69297288994363 1830053.990625
 2017822.8833984903 1697071.3692792992 490.3068323477425 1830053.990625
 2387222.9388450147 1704332.6398069356 499.92069180554137 1830053.990625
 2798662.0342554804 1711112.9724047005 509.5345512633403 1830053.990625
 3252748.365349606 1717451.676158618 519.1484107211392 1830053.990625

 23770.574052283755 1536455.9393093914 338.9067246847955 1963033.1437500003
 36553.477295514036 1568455.5428311725 348.58977396150397 1963033.1437500003
 54677.07875205234 1597048.533574719 358.27282323821237 1963033.1437500003
 79737.01144905975 1622793.0110237766 367.9558725149208 1963033.1437500003
 113599.7234655941 1646102.4034841824 377.6389217916293 1963033.1437500003
 158397.92225899533 1667299.6260111786 387.32197106833775 1963033.1437500003
 216514.90879653714 1686645.6436545637 397.0050203450462 1963033.1437500003
 290557.605056774 1704356.36901667 406.6880696217546 1963033.1437500003
 383318.6095856406 1720613.5093552393 416.37111889846307 1963033.1437500003
 497728.08408965514 1735571.9668630243 426.0541681751715 1963033.1437500003
 636796.6501489317 1749365.1289343706 435.7372174518799 1963033.1437500003
 803550.7393903291 1762108.790960922 445.4202667285884 1963033.1437500003
 1000961.9815994303 1773904.1509641893 455.10331600529685 1963033.1437500003
 1231872.2278060731 1784840.1498376331 464.7863652820053 1963033.1437500003
 1498915.686001263 1794995.3354217052 474.46941455871377 1963033.1437500003
 1804439.3894243946 1804439.3708218685 484.15246383542217 1963033.1437500003
 2150422.804136775 1813234.270953605 493.8355131121306 1963033.1437500003
 2538396.7731772666 1821435.4275255848 503.5185623888391 1963033.1437500003
 2969361.100977376 1829092.4666703537 513.2016116655475 1963033.1437500003
 3443698.719682046 1836249.9723632098 522.884660942256 1963033.1437500003

 26423.289405422078 1616901.3288509527 341.20496190124345 2096012.2968750002
 40469.33513305724 1653303.7550669906 350.95367509842185 2096012.2968750002
 60303.942681582055 1685678.05561528 360.70238829560026 2096012.2968750002
 87625.0741399629 1714744.0234934308 370.4511014927786 2096012.2968750002
 124408.96696914578 1741010.9349121097 380.199814689957 2096012.2968750002
 172902.5400476012 1764865.8737875575 389.9485278871354 2096012.2968750002
 235604.11823613854 1786616.2242914066 399.6972410843138 2096012.2968750002
 315232.4200012357 1806513.2923341072 409.4459542814922 2096012.2968750002
 414684.2995281373 1824766.7982917132 419.19466747867057 2096012.2968750002
 536982.2054833467 1841554.4317682132 428.94338067584897 2096012.2968750002
 685212.6846242619 1857028.5033251026 438.6920938730274 2096012.2968750002
 862457.5015015568 1871320.7750581848 448.4408070702058 2096012.2968750002
 1071719.055637487 1884546.0876568905 458.1895202673842 2096012.2968750002
 1315841.7501427638 1896805.1575395467 467.9382334645626 2096012.2968750002
 1597430.7969843175 1908186.781175127 477.686946661741 2096012.2968750002
 1918769.6249263147 1918769.6033241304 487.43565985891934 2096012.2968750002
 2281736.5625446695 1928623.556466294 497.18437305609774 2096012.2968750002
 2687720.7453236757 1937811.047062505 506.93308625327614 2096012.2968750002
 3137536.1242317217 1946387.9434025926 516.6817994504545 2096012.2968750002
 3631330.7842419026 1954404.4055721003 526.4305126476329 2096012.2968750002

 29180.029662852998 1694427.2642444794 343.3935073553696 2228991.45
 44522.509687496815 1735668.3330173746 353.2047504226659 2228991.45
 66106.04718144964 1772118.0668790417 363.01599348996217 2228991.45
 95729.45624477523 1804728.5009605829 372.8272365572584 2228991.45
 135476.42289996773 1834133.0337320883 382.6384796245547 2228991.45
 187704.78914516626 1860796.9098278577 392.449722691851 2228991.45
 255023.6256750656 1885081.8432396664 402.26096575914727 2228991.45
 340258.1828492693 1907279.4453886377 412.07220882644356 2228991.45
 446403.36867447774 1927630.7221153993 421.8834518937398 2228991.45
 576566.8723485251 1946338.4530682308 431.6946949610361 2228991.45
 733903.4048026864 1963575.5646770403 441.50593802833237 2228991.45
 921541.7467951281 1979491.0749935089 451.31718109562865 2228991.45
 1142506.371824086 1994214.4782929174 461.12842416292494 2228991.45
 1399635.3413686543 2007859.0784358985 470.9396672302212 2228991.45
 1695495.9490330948 2020524.5857276001 480.7509102975175 2228991.45
 2032299.205309977 2032299.1807259773 490.56215336481375 2228991.45
 2411813.6732569626 2043261.1815780897 500.37339643211004 2228991.45
 2835278.3137712213 2053480.4095977861 510.18463949940633 2228991.45
 3303312.7205610084 2063019.320638087 519.9958825667026 2228991.45
 3815821.0869848635 2071933.9516321812 529.8071256339989 2228991.45

 32038.04487657102 1768879.584483165 345.4838307676423 2361970.6031250004
 48708.779218038144 1815510.6901169068 355.35479736100353 2361970.6031250004
 72077.26484439756 1856368.7249465464 365.2257639543647 2361970.6031250004
 104041.68710295494 1892762.943605249 375.09673054772594 2361970.6031250004
 146790.88505044684 1925492.7048531428 384.96769714108717 2361970.6031250004
 202790.44315833124 1955120.1501794232 394.83866373444835 2361970.6031250004
 274756.08153196384 1982071.241318692 404.7096303278096 2361970.6031250004
 365614.582355877 2006683.7674781538 414.5805969211708 2361970.6031250004
 478453.05847892095 2029233.7921332866 424.45156351453204 2361970.6031250004
 616457.8357528894 2049951.7640741258 434.3225301078932 2361970.6031250004
 782844.5576454018 2069033.0780399567 444.19349670125445 2361970.6031250004
 980781.3133457385 2086645.392459071 454.0644632946156 2361970.6031250004
 1213306.6316330617 2102933.923934434 463.93542988797685 2361970.6031250004
 1483244.0683911392 2118025.411141074 473.8063964813381 2361970.6031250004
 1793114.8396454304 2132031.1651105485 483.6773630746993 2361970.6031250004
 2145049.4968908504 2145049.4693634403 493.54832966806055 2361970.6031250004
 2540698.963918419 2157167.5033102157 503.4192962614217 2361970.6031250004
 2981144.258113889 2168462.9071451407 513.2902628547829 2361970.6031250004
 3466802.69964276 2179005.071307386 523.1612294481441 2361970.6031250004
 3997325.9305003695 2188856.210439925 533.0321960415054 2361970.6031250004

 34994.78845300263 1839964.017731567 347.4856287633803 2494949.75625
 53024.2524615319 1892759.6960908712 357.4137895851912 2494949.75625
 78211.97246537001 1938417.0149393205 367.34195040700206 2494949.75625
 112554.02506962484 1978856.645638866 377.27011122881294 2494949.75625
 158342.15222583796 2015109.1477051813 387.1982720506238 2494949.75625
 218146.6017547036 2047859.3587575392 397.12643287243463 2494949.75625
 294785.814229861 2077610.1433374032 407.05459369424557 2494949.75625
 391283.34432609135 2104752.575907818 416.9827545160564 2494949.75625
 510812.97885754064 2129602.1671000323 426.91091533786727 2494949.75625
 656633.4724357834 2152419.945528557 436.83907615967814 2494949.75625
 832014.6399975027 2173425.814253911 446.767236981489 2494949.75625
 1040156.7094433712 2192807.56661141 456.6953978032999 2494949.75625
 1284104.840913428 2210727.2765585934 466.6235586251108 2494949.75625
 1566660.5579691988 2227326.005443092 476.55171944692165 2494949.75625
 1890291.5018433034 2242727.376729479 486.4798802687325 2494949.75625
 2257040.3895467347 2257040.3591307234 496.4080410905434 2494949.75625
 2668433.2735237274 2270361.4778003385 506.3362019123542 2494949.75625
 3125386.0408447585 2282776.600755989 516.2643627341652 2494949.75625
 3628106.289614174 2294362.4023956726 526.192523555976 2494949.75625
 4175984.706140871 2305187.5766230486 536.1206843777868 2494949.75625

 38047.89182721315 1906961.688114308 349.4071779546918 2627928.9093750003
 57465.32632579795 1967292.5708533349 359.3902401819687 2627928.9093750003
 84504.98484316866 2018233.216641498 369.37330240924564 2627928.9093750003
 121259.35952958991 2063010.911040316 379.3563646365225 2627928.9093750003
 170120.89015948054 2102996.6825871016 389.3394268637995 2627928.9093750003
 233761.50463234153 2139034.7939316146 399.32248909107636 2627928.9093750003
 315098.5900386327 2171721.4765853477 409.3055513183533 2627928.9093750003
 417247.93432688067 2201509.804755279 419.2886135456302 2627928.9093750003
 543464.7557319517 2228759.8927230607 429.2716757729071 2627928.9093750003
 697074.3861197085 2253766.6582185407 439.25473800018403 2627928.9093750003
 881394.4717294382 2276776.7728058477 449.237800227461 2627928.9093750003
 1099650.6879636033 2297999.786317397 459.22086245473787 2627928.9093750003
 1354887.9283976317 2317615.8407053594 469.20392468201476 2627928.9093750003
 1649878.7178188893 2335781.25373521 479.1869869092917 2627928.9093750003
 1987030.2036972123 2352632.7011064943 489.1700491365686 2627928.9093750003
 2368290.469339671 2368290.4361028993 499.1531113638455 2627928.9093750003
 2795054.012757898 2382860.8243698175 509.13617359112243 2627928.9093750003
 3268064.8905309285 2396438.3765699198 519.1192358183994 2627928.9093750003
 3787313.8984527397 2409107.403481331 529.1022980456762 2627928.9093750003
 4351922.50738127 2420943.381036263 539.0853602729532 2627928.9093750003

