 liquidfug vaporfug temperature pressure
 198.96141651519963 99162.96488528581 262.20501242786855 101325.0
 364.25093059767295 99309.4491123028 269.69658421152195 101325.0
 642.5641283957104 99442.9843782783 277.18815599517535 101325.0
 1095.5832139625743 99564.99875692016 284.67972777882875 101325.0
 1810.4063449439177 99676.73198183351 292.17129956248215 101325.0
 2906.5297563562576 99779.26423101721 299.6628713461355 101325.0
 4543.603590578569 99873.53993017087 307.1544431297889 101325.0
 6929.752208403134 99960.38753394528 314.6460149134423 101325.0
 10330.186080196636 100040.53604153321 322.1375866970957 101325.0
 15075.781188948966 100114.62884679987 329.6291584807491 101325.0
 21571.267150117026 100183.23540200174 337.1207302644025 101325.0
 30302.6493535756 100246.86107955765 344.6123020480559 101325.0
 41843.494122136464 100305.95554204924 352.1038738317093 101325.0
 56859.7283931191 100360.91987194399 359.5954456153627 101325.0
 76112.64470337963 100412.1126659249 367.0870173990161 101325.0
 100459.85525364328 100459.85526148528 374.5785891826695 101325.0
 130854.00187501257 100504.43623359462 382.0701609663229 101325.0
 168339.09786248356 100546.11527515641 389.5617327499763 101325.0
 214044.44893811745 100585.12655548498 397.05330453362967 101325.0
 269176.1703847096 100621.681635169 404.544876317283 101325.0

 765.3196922402205 224461.87525138573 279.57595023666516 234304.153125
 1335.6099340788467 225136.05291396476 287.56383452914133 234304.153125
 2251.843189389989 225750.27312575228 295.55171882161744 234304.153125
 3678.3636411605125 226311.18607727013 303.5396031140936 234304.153125
 5836.260178121488 226824.55843049163 311.5274874065698 234304.153125
 9015.076084047536 227295.40978383343 319.51537169904594 234304.153125
 13584.70620483005 227728.12515740618 327.5032559915221 234304.153125
 20006.941138451435 228126.54821726683 335.4911402839982 234304.153125
 28846.07816123481 228494.05892970948 343.4790245764744 234304.153125
 40778.013362466576 228833.63855444145 351.46690886895055 234304.153125
 56597.25834674867 229147.924284959 359.45479316142666 234304.153125
 77221.38463372078 229439.2553796372 367.44267745390283 234304.153125
 103692.48414412625 229709.71226463676 375.430561746379 234304.153125
 137175.3381090645 229961.14980522598 383.41844603885517 234304.153125
 178952.10191174303 230195.2257173287 391.40633033133133 234304.153125
 230413.43230438203 230413.42491245954 399.39421462380744 234304.153125
 293046.09920604405 230617.08042642084 407.3820989162836 234304.153125
 368417.23085851624 230807.39146741712 415.3699832087598 234304.153125
 458155.4336016477 230985.43902661733 423.3578675012359 234304.153125
 563929.1022248769 231152.199419045 431.34575179371205 234304.153125

 1580.4142180644 345252.01555538666 290.0650689336284 367283.30625
 2686.9907428076212 346772.0878343273 298.3526423317321 367283.30625
 4419.784701029485 348156.2611775269 306.64021572983575 367283.30625
 7052.796877934755 349419.71237046033 314.92778912793943 367283.30625
 10944.778175559311 350575.579999762 323.2153625260431 367283.30625
 16553.440480540383 351635.2847004363 331.5029359241468 367283.30625
 24448.92101244027 352608.791636406 339.7905093222505 367283.30625
 35325.74115890964 353504.82702257845 348.07808272035413 367283.30625
 50012.51532896015 354331.0577864229 356.3656561184578 367283.30625
 69478.72560418252 355094.2414502308 364.6532295165615 367283.30625
 94837.97758992888 355800.35179539945 372.94080291466514 367283.30625
 127347.28286375936 356454.68471197103 381.22837631276883 367283.30625
 168402.06330477752 357061.9477453832 389.5159497108725 367283.30625
 219526.73149524862 357626.3361604047 397.8035231089762 367283.30625
 282360.8589708534 358151.59780053905 406.0910965070799 367283.30625
 358641.0912113639 358641.0885940995 414.37866990518353 367283.30625
 450179.09737533604 359097.8202191168 422.6662433032872 367283.30625
 558835.9481356331 359524.5011684128 430.9538167013909 367283.30625
 686493.3925406692 359923.5722386124 439.24139009949454 367283.30625
 835022.5520705436 360297.2372911092 447.5289634975982 367283.30625

 2603.954493407957 462045.1753087365 297.8289160816316 500262.45937500003
 4347.600426590081 464697.93033261073 306.3383136839639 500262.45937500003
 7029.6464519804085 467112.1958253358 314.84771128629626 500262.45937500003
 11036.602223148044 469314.838797704 323.35710888862855 500262.45937500003
 16864.899471666973 471329.06372397265 331.8665064909609 500262.45937500003
 25136.2522562723 473175.00240814826 340.37590409329323 500262.45937500003
 36611.23630409962 474870.193304401 348.88530169562557 500262.45937500003
 52200.19362807976 476429.97416250175 357.3946992979579 500262.45937500003
 72970.64534140572 477867.8059769182 365.90409690029026 500262.45937500003
 100150.521643865 479195.54197389586 374.4134945026226 500262.45937500003
 135126.68144132744 480423.6522580389 382.92289210495494 500262.45937500003
 179438.3812407836 481561.41242117464 391.4322897072872 500262.45937500003
 234765.54972778252 482617.06266546494 399.94168730961957 500262.45937500003
 302911.91751055326 483597.94265487394 408.4510849119519 500262.45937500003
 385783.22934599384 484510.606275942 416.96048251428425 500262.45937500003
 485360.9194063922 485360.9196834765 425.4698801166166 500262.45937500003
 603671.7518462684 486154.1453736148 433.9792777189489 500262.45937500003
 742754.014382188 486895.01452516794 442.4886753212812 500262.45937500003
 904620.8989668436 487587.78945004795 450.99807292361356 500262.45937500003
 1091221.709340221 488236.31767238 459.5074705259459 500262.45937500003

 3812.567517667009 575165.3401824385 304.08593579311156 633241.6125
 6277.348173557288 579218.8812709737 312.77410538720045 633241.6125
 10016.837369715002 582905.7065690976 321.4622749812894 633241.6125
 15531.167582568682 586267.585107199 330.1504445753783 633241.6125
 23453.12788878838 589340.4781602513 338.8386141694672 633241.6125
 34563.73486087311 592155.5061789454 347.52678376355607 633241.6125
 49804.97083329516 594739.7250710292 356.21495335764496 633241.6125
 70288.72305305288 597116.7559912946 364.9031229517339 633241.6125
 97301.09650084526 599307.3009066227 373.5912925458228 633241.6125
 132301.46019807959 601329.5679784787 382.2794621399117 633241.6125
 176915.8049433874 603199.6249775513 390.96763173400063 633241.6125
 232924.2222607257 604931.69472817 399.6558013280895 633241.6125
 302242.5433793703 606538.4034728534 408.3439709221784 633241.6125
 386898.3888444433 608030.9907215495 417.0321405162673 633241.6125
 489002.06216299563 609419.4873851676 425.7203101103562 633241.6125
 610712.8660060125 610712.8676374509 434.40847970444514 633241.6125
 754201.521037137 611919.1788968955 443.09664929853403 633241.6125
 921609.4219109451 613045.6534956957 451.7848188926229 633241.6125
 1115005.4704497852 614098.8049508252 460.47298848671187 633241.6125
 1336341.1810521272 615084.5112331251 469.16115808080076 633241.6125

 5190.176939047348 684844.2049384548 309.3735632142766 766220.765625
 8449.125395133686 690554.6040968477 318.21280787754165 766220.765625
 13338.38991613046 695744.659105085 327.0520525408067 766220.765625
 20471.913225935954 700474.4521444899 335.89129720407175 766220.765625
 30616.89439087739 704795.4973604932 344.7305418673368 766220.765625
 44708.87341156239 708752.229152895 353.56978653060185 766220.765625
 63862.95016749397 712383.1779442029 362.4090311938669 766220.765625
 89380.14594088563 715721.9119970088 371.24827585713194 766220.765625
 122748.11477333392 718797.8006078069 380.087520520397 766220.765625
 165635.65352482276 721636.6386587761 388.92676518366204 766220.765625
 219880.72310514125 724261.1620572113 397.7660098469271 766220.765625
 287471.9588634624 726691.4762808983 406.6052545101921 766220.765625
 370523.8976201215 728945.4150136008 415.44449917345713 766220.765625
 471246.3675253666 731038.8420323717 424.2837438367222 766220.765625
 591908.6636432608 732985.9066678641 433.12298849998723 766220.765625
 734799.2592120881 734799.2610158124 441.9622331632523 766220.765625
 902181.8752609591 736490.2454393916 450.8014778265173 766220.765625
 1096248.7471294801 738069.0476347705 459.6407224897824 766220.765625
 1319071.883789454 739544.8395414634 468.4799671530474 766220.765625
 1572553.0122362257 740925.8955975387 477.3192118163125 766220.765625

 6724.719109586896 791257.4906472923 313.9797051981874 899199.9187500001
 10842.864868781146 798873.2094232931 322.9505539181356 899199.9187500001
 16962.906181359125 805789.1483100387 331.9214026380838 899199.9187500001
 25812.22816861251 812087.4724769886 340.892251358032 899199.9187500001
 38290.17447699607 817838.254767398 349.8631000779802 899199.9187500001
 55482.10675027863 823101.6885335236 358.83394879792843 899199.9187500001
 78668.60146899406 827929.8001669653 367.80479751787664 899199.9187500001
 109328.80401397475 832367.7988746146 376.7756462378249 899199.9187500001
 149137.21444712192 836455.1565338456 385.7464949577731 899199.9187500001
 199953.46899087084 840226.4823737148 394.7173436777213 899199.9187500001
 263804.98176416074 843712.2389054842 403.6881923976695 899199.9187500001
 342862.6010761181 846939.3331753777 412.65904111761773 899199.9187500001
 439409.6948991389 849931.6088500005 421.62988983756594 899199.9187500001
 555805.2965584345 852710.2585618702 430.60073855751415 899199.9187500001
 694442.1039334942 855294.1715282319 439.57158727746236 899199.9187500001
 857700.2271123225 857700.2281933008 448.5424359974106 899199.9187500001
 1047897.6169039077 859943.5511926702 457.51328471735883 899199.9187500001
 1267238.077880381 862037.7200706673 466.48413343730704 899199.9187500001
 1517757.6723818732 863994.9557401367 475.45498215725524 899199.9187500001
 1801270.1509990862 865826.2795496725 484.42583087720345 899199.9187500001

 8406.64106615831 894542.585991792 318.0778065760577 1032179.0718750001
 13442.856928476991 904307.9166897712 327.1657439068022 1032179.0718750001
 20866.071427328046 913167.189574476 336.25368123754674 1032179.0718750001
 31516.38763095008 921228.9748583626 345.3416185682912 1032179.0718750001
 46422.86286816311 928585.2371937328 354.42955589903573 1032179.0718750001
 66816.11511811956 935314.5686426722 363.51749322978026 1032179.0718750001
 94135.11436522259 941484.6276264071 372.6054305605247 1032179.0718750001
 130027.21963593215 947154.0233401132 381.69336789126925 1032179.0718750001
 176340.82796134808 952373.7998729803 390.78130522201377 1032179.0718750001
 235110.33230798648 957188.6234568321 399.8692425527583 1032179.0718750001
 308533.4153796315 961637.744580277 408.9571798835028 1032179.0718750001
 398941.0120391282 965755.7861704495 418.0451172142473 1032179.0718750001
 508760.5362776124 969573.3952856559 427.1330545449918 1032179.0718750001
 640473.175418969 973117.7862735145 436.22099187573633 1032179.0718750001
 796566.1955064073 976413.1966386918 445.3089292064808 1032179.0718750001
