 x1 x2 x3 y1 y2 y3 
 0.08547985055082401 0.0 0.914520149449176 0.08547803542517024 0.0 0.9145219645748297
 0.17315293145661848 0.0 0.8268470685433815 0.17314929958699107 0.0 0.8268507004130089
 0.26090044616000097 0.0 0.7390995538399989 0.2608931959599219 0.0 0.7391068040400781
 0.3474652200420116 0.0 0.6525347799579885 0.3474450195000076 0.0 0.6525549804999924
 0.433263830314744 0.0 0.566736169685256 0.43317731390413367 0.0 0.5668226860958664
 0.0 0.08734728207911213 0.9126527179208879 0.0 0.08734846141047663 0.9126515385895233
 0.1052994244360633 -0.06960770774004409 0.9643082833039807 0.10529781808662406 -0.06955629663879917 0.9642584785521751
 0.1602178113731867 -0.05017391437696936 0.8899561030037826 0.16021824330480372 -0.05017345033457378 0.88995520702977
 0.4407869959997562 0.1961549198898379 0.36305808411040597 0.24419777329983902 0.5153925819385022 0.24040964476165885
 0.0 0.6522527469745706 0.34774725302542947 0.0 0.652273804806813 0.347726195193187
 0.05629106522981026 0.6508105243974354 0.29289841037275427 0.05628844527995199 0.6508375463547472 0.2928740083653008
 0.11320561168776214 0.6339200918362541 0.25287429647598375 0.11320221777774575 0.6339370593588629 0.2528607228633914
 0.2638515493085241 0.2957089021575553 0.44043954853392075 0.1966622357386948 0.47360353707214303 0.3297342271891621
 0.3867512513069775 0.22434242863097353 0.38890632006204884 0.23406568791266236 0.5048774071428352 0.2610569049445023
 0.5394215646747207 0.14705613959082028 0.31352229573445906 0.25428446696568896 0.5300003180664702 0.21571521496784085
 0.0 0.5705819896535769 0.4294180103464231 0.0 0.570667245016561 0.4293327549834389
 0.0819572208583366 0.4582948514962771 0.4597479276453863 0.08192200372085261 0.4586038222764647 0.45947417400268276
 0.18349958740064484 0.36096963992565456 0.4555307726737006 0.1634547761415648 0.4350359650847947 0.4015092587736404
 0.31649977743751667 0.2632920956040162 0.42020812695846715 0.21518042450595987 0.48870247674151507 0.29611709875252507
 0.4850019392121313 0.17382058711524476 0.341177473672624 0.24996435354272492 0.5227173868882965 0.22731825956897864
 0.9434255447526293 0.00909570967723703 0.047478745570133644 0.26835494717028646 0.4519681048997734 0.2796769479299401
 0.0 0.4511441694458305 0.5488558305541694 0.0 0.4513941547648256 0.5486058452351743
 0.09710400676676094 0.4202984092174776 0.48259758401576147 0.09701925918868214 0.4208924164825116 0.48208832432880616
 0.22494890940240675 0.3232214845641767 0.4518296060334165 0.18083232346092915 0.45898717756704627 0.3601804989720245
 0.4056849854001549 0.214409651568821 0.3799053630310242 0.23807478037156332 0.5087450884721607 0.25318013115627597
 0.951189223053878 0.008383309565221568 0.04042746738090041 0.25415718900252826 0.5036204566012569 0.24222235439621495
 0.9733021036016576 0.0067236508305359086 0.019974245567806567 0.23626519444025154 0.6191426167138909 0.14459218884585742
 0.0 0.4486723897976501 0.5513276102023499 0.0 0.4489289415667636 0.5510710584332364
 0.11462646171631995 0.41432439901754947 0.4710491392661306 0.11449018097812659 0.41512267370444933 0.4703871453174241
 0.29292732268864125 0.277338582931712 0.4297340943796467 0.20734039200847848 0.4824118242175039 0.31024778377401757
 0.9585185368726674 0.007771916803222255 0.03370954632411032 0.24736689980529267 0.5393420816133445 0.21329101858136276
 0.9769744140299723 0.006499714156444402 0.01652587181358341 0.23363030435524698 0.6423000576107453 0.12406963803400786
 0.994380415542087 0.005619584457912967 0.0 0.22045403941974867 0.7795459605802514 0.0
