 p z rt vr
 3.4249999999999976 0.6594851632629966 1.0 0.737461541362026
 3.4899999999999975 0.669786741966814 1.0 0.7350316549451845
 3.5549999999999975 0.6800701502079243 1.0 0.7326710492538255
 3.6199999999999974 0.6903355800093044 1.0 0.7303761954757976
 3.6849999999999974 0.7005832327470414 1.0 0.7281438234999678
 3.7499999999999973 0.7108133170512169 1.0 0.7259708973515892
 3.8149999999999973 0.7210260470374812 1.0 0.7238545934708495
 3.8799999999999972 0.7312216408163047 1.0 0.7217922814488581
 3.944999999999997 0.7414003192360121 1.0 0.7197815068950265
 4.009999999999997 0.7515623048231356 1.0 0.7178199761591728
 4.0749999999999975 0.7617078208896784 1.0 0.7159055426726789
 4.139999999999998 0.7718370907818723 1.0 0.7140361947072499
 4.204999999999998 0.7819503372490859 1.0 0.712210044378441
 4.269999999999999 0.7920477819149574 1.0 0.7104253177452372
 4.334999999999999 0.8021296448356005 1.0 0.7086803458772579
 4.3999999999999995 0.8121961441321043 1.0 0.7069735567783998
 4.465 0.8222474956864645 1.0 0.7053034680703275
 4.53 0.8322839128917382 1.0 0.7036686803517078
 4.595000000000001 0.8423056064485832 1.0 0.7020678711597372
 4.660000000000001 0.8523127842014793 1.0 0.7004997894696527
 4.725000000000001 0.8623056510089261 1.0 0.6989632506757887
 4.790000000000002 0.8722844086427176 1.0 0.6974571320045236
 4.855000000000002 0.8822492557120993 1.0 0.6959803683153345
 4.920000000000003 0.8922003876092065 1.0 0.6945319482512572
 4.985000000000003 0.9021379964726908 1.0 0.6931109107044913
 5.050000000000003 0.91206227116686 1.0 0.6917163415667217
 5.115000000000004 0.9219733972740475 1.0 0.6903473707371233
 5.180000000000004 0.9318715570982207 1.0 0.6890031693639417
 5.2450000000000045 0.9417569296781242 1.0 0.6876829472981416
 5.310000000000005 0.9516296908084746 1.0 0.6863859507398841
 5.375000000000005 0.9614900130679418 1.0 0.685111460060606
 5.440000000000006 0.9713380658527966 1.0 0.6838587877852274
 5.505000000000006 0.9811740154152911 1.0 0.6826272767205998
 5.5700000000000065 0.9909980249059208 1.0 0.6814162982176677
 5.635000000000007 1.0008102544188773 1.0 0.680225250556074
 5.700000000000007 1.0106108610400608 1.0 0.6790535574410119
 5.765000000000008 1.0203999988971209 1.0 0.677900666603113
 5.830000000000008 1.0301778192110675 1.0 0.6767660484930264
 5.8950000000000085 1.03994447034905 1.0 0.6756491950631218
 5.960000000000009 1.0497000978779643 1.0 0.6745496186294453
 6.025000000000009 1.0594448446185913 1.0 0.6734668508076777
 6.09000000000001 1.06917885070001 1.0 0.6724004415174064
 6.15500000000001 1.0789022536140762 1.0 0.6713499580495332
 6.22000000000001 1.0886151882697725 1.0 0.670314984192073
 6.285000000000011 1.0983177870472718 1.0 0.6692951194100275
 6.350000000000011 1.108010179851584 1.0 0.6682899780753767
 6.415000000000012 1.1176924941656712 1.0 0.6672991887435639
 6.480000000000012 1.1273648551029318 1.0 0.6663223934731568
 6.545000000000012 1.1370273854589805 1.0 0.665359247185631
 6.610000000000013 1.1466802057626533 1.0 0.6644094170624819
 6.675000000000013 1.1563234343261841 1.0 0.663472581977086
 6.7400000000000135 1.1659571872945127 1.0 0.6625484319589408
 6.805000000000014 1.1755815786936927 1.0 0.6616366676881047
 6.870000000000014 1.1851967204783591 1.0 0.6607370000178127
 6.935000000000015 1.1948027225782578 1.0 0.6598491495234198

 0.5 0.8694083485300267 1.1 7.325569789430498
 0.565 0.8499423323897193 1.1 6.337655390954265
 0.6299999999999999 0.8296932290966414 1.1 5.54835965101821
 0.6949999999999998 0.8085610343572189 1.1 4.901348824631833
 0.7599999999999998 0.7864238721545309 1.1 4.359439994362669
 0.8249999999999997 0.7631313037168105 1.1 3.897022636370094
 0.8899999999999997 0.7384952221807157 1.1 3.495789644718975
 0.9549999999999996 0.7122777136518101 1.1 3.1421983243450944
 1.0199999999999996 0.6841760989771962 1.1 2.825890536166759
 1.0849999999999995 0.6538095314836135 1.1 2.5386867579852033
 1.1499999999999995 0.620728738757228 1.1 2.274006076891017
 1.2149999999999994 0.5845380057381001 1.1 2.026861549100481
 1.2799999999999994 0.5454545454545465 1.1 1.7952965812384936
 1.3449999999999993 0.5060401868013974 1.1 1.5850768798092196
 1.4099999999999993 0.4728710513644736 1.1 1.412899343840255
 1.4749999999999992 0.4513234549723382 1.1 1.2890907499303637
 1.5399999999999991 0.440108279990628 1.1 1.203999833054364
 1.604999999999999 0.43563824416129016 1.1 1.143506323325545
 1.669999999999999 0.4353179027336423 1.1 1.0981904565685643
 1.734999999999999 0.43762526717594447 1.1 1.0626506643636615
 1.799999999999999 0.4416746244237526 1.1 1.0337548297155943
 1.8649999999999989 0.4469294160004895 1.1 1.0095962113151349
 1.9299999999999988 0.4530490065428977 1.1 0.9889526116343534
 1.9949999999999988 0.45980762628914684 1.1 0.9710036856992824
 2.0599999999999987 0.46704995938085975 1.1 0.9551767144372157
 2.1249999999999987 0.4746657188564991 1.1 0.9410583256080077
 2.1899999999999986 0.48257445585425884 1.1 0.9283416234929611
 2.2549999999999986 0.49071612411353077 1.1 0.9167932149381456
 2.3199999999999985 0.4990450136634005 1.1 0.9062318966486622
 2.3849999999999985 0.5075257302309452 1.1 0.896514441223516
 2.4499999999999984 0.516130458101573 1.1 0.8875258528157525
 2.5149999999999983 0.5248370520448941 1.1 0.8791725226393823
 2.5799999999999983 0.5336276789144142 1.1 0.8713773166885427
 2.6449999999999982 0.5424878322662301 1.1 0.8640759819083222
 2.709999999999998 0.5514056054574517 1.1 0.8572144713909788
 2.774999999999998 0.560371147255705 1.1 0.8507469225760622
 2.839999999999998 0.5693762485282848 1.1 0.844634107540544
 2.904999999999998 0.578414024536492 1.1 0.8388422299904705
 2.969999999999998 0.5874786679480468 1.1 0.8333419805374186
 3.034999999999998 0.5965652548350785 1.1 0.828107786923365
 3.099999999999998 0.6056695908420198 1.1 0.8231172131638175
 3.164999999999998 0.6147880881393128 1.1 0.8183504737094783
 3.2299999999999978 0.6239176662081504 1.1 0.8137900373528626
 3.2949999999999977 0.6330556712441096 1.1 0.809420301822968
 3.3599999999999977 0.642199810232873 1.1 0.8052273245469157
 3.4249999999999976 0.6513480966805296 1.1 0.8011985984052493
 3.4899999999999975 0.6604988056706655 1.1 0.797322863804954
 3.5549999999999975 0.6696504364374252 1.1 0.7935899502759723
 3.6199999999999974 0.6788016810348261 1.1 0.7899906422281191
 3.6849999999999974 0.6879513979810234 1.1 0.7865165646032692
 3.7499999999999973 0.6970985899858013 1.1 0.7831600850070466
 3.8149999999999973 0.7062423850474975 1.1 0.779914229566316
 3.8799999999999972 0.7153820203445296 1.1 0.7767726102787186
 3.944999999999997 0.7245168284558832 1.1 0.7737293620315394
 4.009999999999997 0.7336462255313251 1.1 0.7707790877943281
 4.0749999999999975 0.7427697011008842 1.1 0.7679168107516585
 4.139999999999998 0.7518868092681746 1.1 0.7651379323533487
 4.204999999999998 0.7609971610764583 1.1 0.7624381954303482
 4.269999999999999 0.7701004178721949 1.1 0.7598136516635937
 4.334999999999999 0.7791962855199621 1.1 0.7572606328069459
 4.3999999999999995 0.7882845093464681 1.1 0.7547757251589194
 4.465 0.7973648697108882 1.1 0.7523557468551757
 4.53 0.8064371781148836 1.1 0.7499977276178794
 4.595000000000001 0.8155012737789764 1.1 0.7476988906514068
 4.660000000000001 0.8245570206230217 1.1 0.7454566364185522
 4.725000000000001 0.8336043045977537 1.1 0.7432685280688708
 4.790000000000002 0.8426430313221026 1.1 0.741132278322375
 4.855000000000002 0.8516731239874625 1.1 0.7390457376385071
 4.920000000000003 0.860694521495557 1.1 0.7370068835229645
 4.985000000000003 0.8697071768011713 1.1 0.7350138108442411
 5.050000000000003 0.878711055434918 1.1 0.7330647230481947
 5.115000000000004 0.8877061341845561 1.1 0.7311579241730605
 5.180000000000004 0.8966923999161921 1.1 0.729291811579421
 5.2450000000000045 0.905669848519141 1.1 0.7274648693200785
 5.310000000000005 0.9146384839602941 1.1 0.7256756620837668
 5.375000000000005 0.9235983174356186 1.1 0.7239228296544301
 5.440000000000006 0.9325493666079733 1.1 0.7222050818345694
 5.505000000000006 0.941491654921733 1.1 0.7205211937870233
 5.5700000000000065 0.9504252109858742 1.1 0.7188700017546907
 5.635000000000007 0.9593500680181677 1.1 0.7172503991221792
 5.700000000000007 0.9682662633440029 1.1 0.7156613327872963
 5.765000000000008 0.9771738379440871 1.1 0.7141017998137289
 5.830000000000008 0.9860728360459793 1.1 0.7125708443393146
 5.8950000000000085 0.9949633047549291 1.1 0.7110675547169502
 5.960000000000009 1.0038452937200517 1.1 0.7095910608675607
 6.025000000000009 1.0127188548322716 1.1 0.7081405318266317
 6.09000000000001 1.0215840419508748 1.1 0.7067151734676456
 6.15500000000001 1.0304409106558574 1.1 0.7053142263874291
 6.22000000000001 1.0392895180235429 1.1 0.7039369639398502
 6.285000000000011 1.048129922423214 1.1 0.702582690405616
 6.350000000000011 1.0569621833327534 1.1 0.7012507392870883
 6.415000000000012 1.0657863611714764 1.1 0.6999404717180551
 6.480000000000012 1.0746025171485314 1.1 0.6986512749793357
 6.545000000000012 1.083410713125422 1.1 0.6973825611119219
 6.610000000000013 1.0922110114913262 1.1 0.6961337656201059
 6.675000000000013 1.1010034750500417 1.1 0.694904346257717
 6.7400000000000135 1.1097881669174838 1.1 0.6936937818911881
 6.805000000000014 1.1185651504287875 1.1 0.6925015714337248
 6.870000000000014 1.1273344890541337 1.1 0.6913272328453317
 6.935000000000015 1.1360962463225217 1.1 0.6901703021939013

 0.5 0.8985019978680062 1.2000000000000002 8.258957132842923
 0.565 0.8840887793280632 1.2000000000000002 7.191568144035028
 0.6299999999999999 0.869341434938697 1.2000000000000002 6.341996519921391
 0.6949999999999998 0.8542402185903262 1.2000000000000002 5.648997457005149
 0.7599999999999998 0.8387643897170538 1.2000000000000002 5.072272307616386
 0.8249999999999997 0.8228925362051569 1.2000000000000002 4.584218862858203
 0.8899999999999997 0.8066031689810551 1.2000000000000002 4.165298083057099
 0.9549999999999996 0.7898757533387439 1.2000000000000002 3.8012950505810372
 1.0199999999999996 0.772692438735147 1.2000000000000002 3.4816303525899057
 1.0849999999999995 0.7550408993640586 1.2000000000000002 3.198283137353211
 1.1499999999999995 0.7369189250499044 1.2000000000000002 2.9450863900761846
 1.2149999999999994 0.7183417225828086 1.2000000000000002 2.7172586692243144
 1.2799999999999994 0.6993532746786144 1.2000000000000002 2.5110930862169174
 1.3449999999999993 0.6800433807289776 1.2000000000000002 2.3237558845222983
 1.4099999999999993 0.660571600375018 1.2000000000000002 2.153163230986
 1.4749999999999992 0.6411968795629658 1.2000000000000002 1.997908290438821
 1.5399999999999991 0.6223049350456393 1.2000000000000002 1.8572000787537069
 1.604999999999999 0.6044135686068017 1.2000000000000002 1.730753975225734
 1.669999999999999 0.5881264330089522 1.2000000000000002 1.6185659393792913
 1.734999999999999 0.5740200130245383 1.2000000000000002 1.52056056909527
 1.799999999999999 0.5625000000000007 1.2000000000000002 1.4362372649907933
 1.8649999999999989 0.5537086820110197 1.2000000000000002 1.3645161060429605
 1.9299999999999988 0.5475359158824069 1.2000000000000002 1.3038615317076498
 1.9949999999999988 0.543706527761199 1.2000000000000002 1.2525579170155543
 2.0599999999999987 0.5418792510834403 1.2000000000000002 1.2089587161651865
 2.1249999999999987 0.5417162118900354 1.2000000000000002 1.171626180617211
 2.1899999999999986 0.5429174989703051 1.2000000000000002 1.1393729225011902
 2.2549999999999986 0.5452317476501849 1.2000000000000002 1.1112474026164094
 2.3199999999999985 0.5484544336205207 1.2000000000000002 1.0864975113313249
 2.3849999999999985 0.5524214208580602 1.2000000000000002 1.0645309593164043
 2.4499999999999984 0.5570015794808891 1.2000000000000002 1.0448802287140355
 2.5149999999999983 0.562090055348544 1.2000000000000002 1.0271741503266043
 2.5799999999999983 0.5676026694285317 1.2000000000000002 1.0111157898189234
 2.6449999999999982 0.5734714542841508 1.2000000000000002 0.9964655704213059
 2.709999999999998 0.5796411699852964 1.2000000000000002 0.9830284854975584
 2.774999999999998 0.5860666087137482 1.2000000000000002 0.9706444145025869
 2.839999999999998 0.5927105141611775 1.2000000000000002 0.9591807637071952
 2.904999999999998 0.5995419727583413 1.2000000000000002 0.9485268413924947
 2.969999999999998 0.6065351647233639 1.2000000000000002 0.9385895284611703
 3.034999999999998 0.6136683892271215 1.2000000000000002 0.9292899204795948
 3.099999999999998 0.6209232988375961 1.2000000000000002 0.9205607024429101
 3.164999999999998 0.6282842943949913 1.2000000000000002 0.9123440799934603
 3.2299999999999978 0.6357380435160911 1.2000000000000002 0.9045901363419421
 3.2949999999999977 0.6432730949309795 1.2000000000000002 0.8972555173349506
 3.3599999999999977 0.650879567569442 1.2000000000000002 0.8903023713945949
 3.4249999999999976 0.6585488983248984 1.2000000000000002 0.8836974889042697
 3.4899999999999975 0.6662736361736852 1.2000000000000002 0.8774115988112904
 3.5549999999999975 0.6740472731458592 1.2000000000000002 0.8714187900377026
 3.6199999999999974 0.6818641047724843 1.2000000000000002 0.8656960326486874
 3.6849999999999974 0.6897191142511654 1.2000000000000002 0.8602227792794271
 3.7499999999999973 0.6976078758066022 1.2000000000000002 0.8549806315387822
 3.8149999999999973 0.7055264736718955 1.2000000000000002 0.8499530593343086
 3.8799999999999972 0.7134714338497794 1.2000000000000002 0.8451251635476008
 3.944999999999997 0.721439666383181 1.2000000000000002 0.8404834744148435
 4.009999999999997 0.7294284163103627 1.2000000000000002 0.8360157794698535
 4.0749999999999975 0.737435221830498 1.2000000000000002 0.8317109760861544
 4.139999999999998 0.7454578784827244 1.2000000000000002 0.82755894458579
 4.204999999999998 0.7534944083620452 1.2000000000000002 0.8235504386220278
 4.269999999999999 0.7615430335714831 1.2000000000000002 0.8196769901335811
 4.334999999999999 0.7696021532512202 1.2000000000000002 0.8159308266419792
 4.3999999999999995 0.7776703236395074 1.2000000000000002 0.8123047990461887
 4.465 0.7857462407125466 1.2000000000000002 0.8087923183787027
 4.53 0.7938287250258013 1.2000000000000002 0.8053873002399529
 4.595000000000001 0.8019167084407344 1.2000000000000002 0.802084115834664
 4.660000000000001 0.8100092224714965 1.2000000000000002 0.7988775487037109
 4.725000000000001 0.8181053880277422 1.2000000000000002 0.7957627563853165
 4.790000000000002 0.8262044063642181 1.2000000000000002 0.7927352363556637
 4.855000000000002 0.8343055510764211 1.2000000000000002 0.7897907956957416
 4.920000000000003 0.8424081610054734 1.2000000000000002 0.786925524011982
 4.985000000000003 0.8505116339353522 1.2000000000000002 0.7841357692059593
 5.050000000000003 0.8586154209823628 1.2000000000000002 0.7814181157453461
 5.115000000000004 0.8667190215908658 1.2000000000000002 0.778769365136365
 5.180000000000004 0.8748219790611842 1.2000000000000002 0.7761865183386348
 5.2450000000000045 0.8829238765457297 1.2000000000000002 0.7736667598978711
 5.310000000000005 0.8910243334579564 1.2000000000000002 0.7712074436012936
 5.375000000000005 0.8991230022460794 1.2000000000000002 0.7688060794857475
 5.440000000000006 0.9072195654897264 1.2000000000000002 0.766460322050057
 5.505000000000006 0.9153137332830644 1.2000000000000002 0.7641679595416397
 5.5700000000000065 0.9234052408725237 1.2000000000000002 0.7619269042033261
 5.635000000000007 0.9314938465212048 1.2000000000000002 0.7597351833800832
 5.700000000000007 0.9395793295754755 1.2000000000000002 0.7575909313972549
 5.765000000000008 0.9476614887122103 1.2000000000000002 0.755492382132246
 5.830000000000008 0.9557401403476962 1.2000000000000002 0.7534378622105732
 5.8950000000000085 0.9638151171914356 1.2000000000000002 0.7514257847650168
 5.960000000000009 0.9718862669300498 1.2000000000000002 0.7494546437034751
 6.025000000000009 0.9799534510281245 1.2000000000000002 0.7475230084370686
 6.09000000000001 0.9880165436343733 1.2000000000000002 0.7456295190253318
 6.15500000000001 0.9960754305827433 1.2000000000000002 0.7437728816999155
 6.22000000000001 1.004130008479248 1.2000000000000002 0.741951864732302
 6.285000000000011 1.0121801838663012 1.2000000000000002 0.7401652946146112
 6.350000000000011 1.0202258724572069 1.2000000000000002 0.7384120525257473
 6.415000000000012 1.0282669984342339 1.2000000000000002 0.7366910710579434
 6.480000000000012 1.0363034938043885 1.2000000000000002 0.735001331181241
 6.545000000000012 1.04433529780761 1.2000000000000002 0.7333418594256585
 6.610000000000013 1.0523623563726408 1.2000000000000002 0.7317117252627668
 6.675000000000013 1.06038462161631 1.2000000000000002 0.7301100386701426
 6.7400000000000135 1.0684020513823884 1.2000000000000002 0.7285359478637334
 6.805000000000014 1.0764146088165507 1.2000000000000002 0.7269886371845697
 6.870000000000014 1.084422261974317 1.2000000000000002 0.725467325127507
 6.935000000000015 1.0924249834591468 1.2000000000000002 0.7239712625008088

 0.5 0.9194216314972179 1.3000000000000003 9.155519425138218
 0.565 0.9083403085323993 1.3000000000000003 8.004577512824563
 0.6299999999999999 0.8971102403521894 1.3000000000000003 7.0899560016857475
 0.6949999999999998 0.8857296856553389 1.3000000000000003 6.345336693029489
 0.7599999999999998 0.8741977350525678 1.3000000000000003 5.727094643048976
 0.8249999999999997 0.8625145959259941 1.3000000000000003 5.205360114901346
 0.8899999999999997 0.850681957818727 1.3000000000000003 4.758997653983385
 0.9549999999999996 0.8387034595801559 1.3000000000000003 4.372636123709413
 1.0199999999999996 0.8265852839630483 1.3000000000000003 4.034834937978935
 1.0849999999999995 0.8143369097799487 1.3000000000000003 3.7369101589147244
 1.1499999999999995 0.8019720550661409 1.3000000000000003 3.4721595275534156
 1.2149999999999994 0.7895098450327264 1.3000000000000003 3.235337171285682
 1.2799999999999994 0.7769762325327803 1.3000000000000003 3.0222893436009346
 1.3449999999999993 0.7644056807854916 1.3000000000000003 2.82969675659819
 1.4099999999999993 0.7518430800004837 1.3000000000000003 2.654889009170293
 1.4749999999999992 0.7393458006178801 1.3000000000000003 2.4957085427894365
 1.5399999999999991 0.7269856752650924 1.3000000000000003 2.35040881958318
 1.604999999999999 0.7148505449239464 1.3000000000000003 2.2175758903000955
 1.669999999999999 0.7030448179324504 1.3000000000000003 2.0960653355931775
 1.734999999999999 0.6916883285257429 1.3000000000000003 1.9849485020468396
 1.799999999999999 0.6809127541683773 1.3000000000000003 1.8834636344701907
 1.8649999999999989 0.6708551054631348 1.3000000000000003 1.7909694118865078
 1.9299999999999988 0.6616484441606767 1.3000000000000003 1.7069007217613346
 1.9949999999999988 0.6534109372430815 1.3000000000000003 1.630728927181147
 2.0599999999999987 0.646235262004389 1.3000000000000003 1.5619305046140182
 2.1249999999999987 0.6401807127868 1.3000000000000003 1.4999677676456158
 2.1899999999999986 0.6352697848853852 1.3000000000000003 1.4442832022984435
 2.2549999999999986 0.6314897048467457 1.3000000000000003 1.3943057035052324
 2.3199999999999985 0.6287979785989226 1.3000000000000003 1.3494643858839674
 2.3849999999999985 0.6271301833423633 1.3000000000000003 1.3092048202508488
 2.4499999999999984 0.6264081632694722 1.3000000000000003 1.2730035062167813
 2.5149999999999983 0.6265472852727845 1.3000000000000003 1.2403782395799776
 2.5799999999999983 0.6274620818772343 1.3000000000000003 1.2108938001747014
 2.6449999999999982 0.6290701642401253 1.3000000000000003 1.1841635446283147
 2.709999999999998 0.6312946202056238 1.3000000000000003 1.1598479865641167
 2.774999999999998 0.6340652442062137 1.3000000000000003 1.1376514804216564
 2.839999999999998 0.6373189492989965 1.3000000000000003 1.1173179268247837
 2.904999999999998 0.6409996543019985 1.3000000000000003 1.0986261548696905
 2.969999999999998 0.64505786522559 1.3000000000000003 1.0813853982905683
 3.034999999999998 0.6494501025007428 1.3000000000000003 1.06543109996947
 3.099999999999998 0.6541382720236862 1.3000000000000003 1.050621154028587
 3.164999999999998 0.6590890393883 1.3000000000000003 1.0368326159969654
 3.2299999999999978 0.664273240443525 1.3000000000000003 1.0239588661956927
 3.2949999999999977 0.6696653443842863 1.3000000000000003 1.0119071882495783
 3.3599999999999977 0.6752429751713205 1.3000000000000003 1.00059671509809
 3.4249999999999976 0.6809864910099199 1.3000000000000003 0.989956693291985
 3.4899999999999975 0.6868786183430862 1.3000000000000003 0.9799250190232258
 3.5549999999999975 0.6929041352685795 1.3000000000000003 0.9704470039798525
 3.6199999999999974 0.6990495987730538 1.3000000000000003 0.9614743344273575
 3.6849999999999974 0.7053031102435475 1.3000000000000003 0.9529641921732425
 3.7499999999999973 0.711654114089703 1.3000000000000003 0.9448785109130896
 3.8149999999999973 0.7180932248217591 1.3000000000000003 0.937183345736547
 3.8799999999999972 0.7246120784819321 1.3000000000000003 0.929848337258858
 3.944999999999997 0.7312032048662204 1.3000000000000003 0.9228462549674225
 4.009999999999997 0.7378599174723388 1.3000000000000003 0.9161526069904202
 4.0749999999999975 0.7445762185555795 1.3000000000000003 0.9097453056720407
 4.139999999999998 0.7513467170651094 1.3000000000000003 0.9036043801421089
 4.204999999999998 0.758166557570598 1.3000000000000003 0.897711728557104
 4.269999999999999 0.7650313585777 1.3000000000000003 0.8920509039179223
 4.334999999999999 0.7719371588761781 1.3000000000000003 0.8866069283825047
 4.3999999999999995 0.7788803707720399 1.3000000000000003 0.8813661318269349
 4.465 0.7858577392302314 1.3000000000000003 0.876316011098491
 4.53 0.7928663061020709 1.3000000000000003 0.8714451069746616
 4.595000000000001 0.7999033787359142 1.3000000000000003 0.8667428963147368
 4.660000000000001 0.8069665023742322 1.3000000000000003 0.8621996972829168
 4.725000000000001 0.8140534358284766 1.3000000000000003 0.8578065858482351
 4.790000000000002 0.8211621299974923 1.3000000000000003 0.8535553220387435
 4.855000000000002 0.8282907088580066 1.3000000000000003 0.8494382846548623
 4.920000000000003 0.8354374526088248 1.3000000000000003 0.8454484133374
 4.985000000000003 0.8426007826952883 1.3000000000000003 0.8415791570458544
 5.050000000000003 0.8497792484786819 1.3000000000000003 0.8378244281374188
 5.115000000000004 0.8569715153476694 1.3000000000000003 0.8341785613509726
 5.180000000000004 0.8641763540963956 1.3000000000000003 0.8306362770966567
 5.2450000000000045 0.8713926314174302 1.3000000000000003 0.8271926485333977
 5.310000000000005 0.8786193013778041 1.3000000000000003 0.8238430719862742
 5.375000000000005 0.8858553977636161 1.3000000000000003 0.8205832403149134
 5.440000000000006 0.893100027193438 1.3000000000000003 0.8174091188947814
 5.505000000000006 0.9003523629134433 1.3000000000000003 0.8143169239166518
 5.5700000000000065 0.9076116391981124 1.3000000000000003 0.8113031027468175
 5.635000000000007 0.9148771462898053 1.3000000000000003 0.8083643161227104
 5.700000000000007 0.9221482258186443 1.3000000000000003 0.8054974219862653
 5.765000000000008 0.9294242666512202 1.3000000000000003 0.802699460781305
 5.830000000000008 0.9367047011227658 1.3000000000000003 0.7999676420619547
 5.8950000000000085 0.9439890016127724 1.3000000000000003 0.7972993322770836
 5.960000000000009 0.9512766774286807 1.3000000000000003 0.7946920436114547
 6.025000000000009 0.9585672719663159 1.3000000000000003 0.7921434237778846
 6.09000000000001 0.965860360119296 1.3000000000000003 0.7896512466666592
 6.15500000000001 0.9731555459127442 1.3000000000000003 0.787213403768877
 6.22000000000001 0.9804524603393479 1.3000000000000003 0.7848278962995314
 6.285000000000011 0.9877507593782184 1.3000000000000003 0.78249282795419
 6.350000000000011 0.9950501221790968 1.3000000000000003 0.7802063982401819
 6.415000000000012 1.0023502493963161 1.3000000000000003 0.7779668963294525
 6.480000000000012 1.009650861658564 1.3000000000000003 0.7757726953857266
 6.545000000000012 1.0169516981619475 1.3000000000000003 0.7736222473234975
 6.610000000000013 1.0242525153751356 1.3000000000000003 0.7715140779606724
 6.675000000000013 1.031553085846503 1.3000000000000003 0.7694467825305111
 6.7400000000000135 1.0388531971042023 1.3000000000000003 0.7674190215219143
 6.805000000000014 1.0461526506410004 1.3000000000000003 0.7654295168201194
 6.870000000000014 1.053451260976505 1.3000000000000003 0.7634770481225774
 6.935000000000015 1.0607488547901336 1.3000000000000003 0.7615604496071748

 0.5 0.9350402199440923 1.4000000000000004 10.027282407511718
 0.565 0.9263097779185403 1.4000000000000004 8.790847767602276
 0.6299999999999999 0.9175177223127037 1.4000000000000004 7.809026038962832
 0.6949999999999998 0.9086666550120622 1.4000000000000004 7.010399140282003
 0.7599999999999998 0.8997598921202974 1.4000000000000004 6.347986530702356
 0.8249999999999997 0.8908015898011811 1.4000000000000004 5.789619117833361
 0.8899999999999997 0.8817968897786665 1.4000000000000004 5.312531459338841
 0.9549999999999996 0.8727520866769798 1.4000000000000004 4.9001625074416255
 1.0199999999999996 0.8636748191693205 1.4000000000000004 4.5401797233339245
 1.0849999999999995 0.8545742864060785 1.4000000000000004 4.223213542672942
 1.1499999999999995 0.8454614902778159 1.4000000000000004 3.942021142799556
 1.2149999999999994 0.8363495025623178 1.4000000000000004 3.6909187401725485
 1.2799999999999994 0.8272537536979163 1.4000000000000004 3.4653869502713457
 1.3449999999999993 0.8181923365787316 1.4000000000000004 3.2617906383424393
 1.4099999999999993 0.8091863141458938 1.4000000000000004 3.077176272672585
 1.4749999999999992 0.8002600134802168 1.4000000000000004 2.909122809960224
