 p z
 0.1 0.9895389502272597
 0.169 0.9822769047458105
 0.23800000000000002 0.97498056290361
 0.30700000000000005 0.9676515801562241
 0.37600000000000006 0.960291911659327
 0.44500000000000006 0.9529038513144383
 0.514 0.9454900754393553
 0.583 0.9380536914768574
 0.6519999999999999 0.930598292139874
 0.7209999999999999 0.9231280153514292
 0.7899999999999998 0.915647610263906
 0.8589999999999998 0.9081625095225762
 0.9279999999999997 0.900678907758319
 0.9969999999999997 0.8932038460364377
 1.0659999999999996 0.8857453016322194
 1.1349999999999996 0.878312282027164
 1.2039999999999995 0.8709149214000239
 1.2729999999999995 0.8635645771038296
 1.3419999999999994 0.8562739226609315
 1.4109999999999994 0.849057032673586
 1.4799999999999993 0.8419294537618299
 1.5489999999999993 0.8349082542621169
 1.6179999999999992 0.8280120440561705
 1.6869999999999992 0.82126095471645
 1.7559999999999991 0.8146765693866527
 1.824999999999999 0.8082817917603855
 1.893999999999999 0.802100644517602
 1.962999999999999 0.7961579899590491
 2.031999999999999 0.7904791695923594
 2.100999999999999 0.7850895651330051
 2.169999999999999 0.7800140905595738
 2.238999999999999 0.7752766329033052
 2.307999999999999 0.7708994673709167
 2.376999999999999 0.7669026789276955
 2.445999999999999 0.7633036262722588
 2.514999999999999 0.7601164841320269
 2.5839999999999987 0.7573518954857803
 2.6529999999999987 0.7550167569530517
 2.7219999999999986 0.7531141492624118
 2.7909999999999986 0.7516434121274134
 2.8599999999999985 0.7506003508844443
 2.9289999999999985 0.7499775526365112
 2.9979999999999984 0.7497647834267678
 3.0669999999999984 0.7499494355770886
 3.1359999999999983 0.7505169954091242
 3.2049999999999983 0.7514515053186442
 3.2739999999999982 0.7527359995562343
 3.342999999999998 0.7543528990625475
 3.411999999999998 0.7562843564899264
 3.480999999999998 0.7585125475601824
 3.549999999999998 0.7610199088764388
 3.618999999999998 0.7637893251609104
 3.687999999999998 0.7668042707175253
 3.756999999999998 0.7700489108886519
 3.825999999999998 0.7735081695893617
 3.894999999999998 0.7771677688543354
 3.9639999999999977 0.7810142458888285
 4.032999999999998 0.7850349525081525
 4.101999999999998 0.7892180411770494
 4.170999999999998 0.7935524411873935
 4.2399999999999975 0.7980278278813577
 4.3089999999999975 0.802634587260371
 4.3779999999999974 0.8073637778276319
 4.446999999999997 0.8122070910947365
 4.515999999999997 0.8171568118368895
 4.584999999999997 0.8222057788992538
 4.653999999999997 0.827347347130894
 4.722999999999997 0.832575350844186
 4.791999999999997 0.837884069058477
 4.860999999999997 0.8432681926800869
 4.929999999999997 0.8487227936901812
 4.998999999999997 0.8542432963523559
 5.067999999999997 0.8598254504085163
 5.136999999999997 0.865465306201221
 5.205999999999997 0.8711591916401257
 5.274999999999997 0.8769036909172053
 5.343999999999997 0.8826956248681249
 5.412999999999997 0.8885320328740637
 5.481999999999997 0.8944101561982852
 5.550999999999997 0.9003274226539497
 5.6199999999999966 0.9062814325033093
 5.6889999999999965 0.9122699454931575
 5.7579999999999965 0.9182908689366404
 5.826999999999996 0.9243422467571527
 5.895999999999996 0.9304222494157269
 5.964999999999996 0.9365291646489731
 6.033999999999996 0.942661388950113
 6.102999999999996 0.9488174197309149
 6.171999999999996 0.9549958481073314
 6.240999999999996 0.9611953522563296
 6.309999999999996 0.9674146912957898
 6.378999999999996 0.9736526996434172
 6.447999999999996 0.9799082818143854
 6.516999999999996 0.9861804076208862
 6.585999999999996 0.9924681077399727
 6.654999999999996 0.998770469618986
 6.723999999999996 1.0050866336905497
 6.792999999999996 1.0114157898715541
 6.861999999999996 1.0177571743227878
 6.930999999999996 1.0241100664479141
 6.999999999999996 1.0304737861123394
