 p z rt
 4.032999999999998 0.7551541279212823 1.0
 4.101999999999998 0.7659173236003142 1.0
 4.170999999999998 0.7766623164250714 1.0
 4.2399999999999975 0.7873893723119798 1.0
 4.3089999999999975 0.7980987554698622 1.0
 4.3779999999999974 0.8087907278568226 1.0
 4.446999999999997 0.8194655487348301 1.0
 4.515999999999997 0.8301234743069769 1.0
 4.584999999999997 0.8407647574247583 1.0
 4.653999999999997 0.8513896473546891 1.0
 4.722999999999997 0.8619983895952292 1.0
 4.791999999999997 0.8725912257363527 1.0
 4.860999999999997 0.8831683933552728 1.0
 4.929999999999997 0.8937301259427805 1.0
 4.998999999999997 0.9042766528555088 1.0
 5.067999999999997 0.9148081992900857 1.0
 5.136999999999997 0.9253249862757645 1.0
 5.205999999999997 0.9358272306825948 1.0
 5.274999999999997 0.9463151452426288 1.0
 5.343999999999997 0.9567889385820096 1.0
 5.412999999999997 0.9672488152621167 1.0
 5.481999999999997 0.9776949758281746 1.0
 5.550999999999997 0.9881276168639925 1.0
 5.6199999999999966 0.9985469310516568 1.0
 5.6889999999999965 1.0089531072352007 1.0
 5.7579999999999965 1.0193463304873907 1.0
 5.826999999999996 1.0297267821788996 1.0
 5.895999999999996 1.0400946400492548 1.0
 5.964999999999996 1.0504500782790136 1.0
 6.033999999999996 1.0607932675627227 1.0
 6.102999999999996 1.0711243751822717 1.0
 6.171999999999996 1.0814435650803103 1.0
 6.240999999999996 1.0917509979334532 1.0
 6.309999999999996 1.1020468312250393 1.0
 6.378999999999996 1.112331219317248 1.0
 6.447999999999996 1.1226043135224009 1.0
 6.516999999999996 1.1328662621733285 1.0
 6.585999999999996 1.1431172106926752 1.0
 6.654999999999996 1.1533573016610568 1.0
 6.723999999999996 1.163586674884001 1.0
 6.792999999999996 1.173805467457611 1.0
 6.861999999999996 1.1840138138329093 1.0
 6.930999999999996 1.1942118458788227 1.0
 6.999999999999996 1.2043996929438021 1.0

 0.1 0.976058601414223 1.1
 0.169 0.9589923232336282 1.1
 0.23800000000000002 0.9414351847174137 1.1
 0.30700000000000005 0.9233420782880387 1.1
 0.37600000000000006 0.904660701599098 1.1
 0.44500000000000006 0.8853298902479707 1.1
 0.514 0.8652774375554615 1.1
 0.583 0.8444172046703834 1.1
 0.6519999999999999 0.8226452359920138 1.1
 0.7209999999999999 0.799834465269583 1.1
 0.7899999999999998 0.7758274142500641 1.1
 0.8589999999999998 0.7504260551197037 1.1
 0.9279999999999997 0.7233778360721443 1.1
 0.9969999999999997 0.6943572803020606 1.1
 1.0659999999999996 0.6629457969286738 1.1
 1.1349999999999996 0.6286277468509753 1.1
 1.2039999999999995 0.5908876566721455 1.1
 1.2729999999999995 0.5497579274993564 1.1
 1.3419999999999994 0.5077833938934726 1.1
 1.4109999999999994 0.4724468773863696 1.1
 1.4799999999999993 0.45014053126147524 1.1
 1.5489999999999993 0.43915975268717944 1.1
 1.6179999999999992 0.4353033208150673 1.1
 1.6869999999999992 0.4357118845420232 1.1
 1.7559999999999991 0.4387741176172078 1.1
 1.824999999999999 0.44357488944664253 1.1
 1.893999999999999 0.44956832806549185 1.1
 1.962999999999999 0.45641148776258983 1.1
 2.031999999999999 0.46387877181149745 1.1
 2.100999999999999 0.4718158732261958 1.1
 2.169999999999999 0.4801137276741952 1.1
 2.238999999999999 0.4886930883439138 1.1
 2.307999999999999 0.49749500874764296 1.1
 2.376999999999999 0.5064747557717556 1.1
 2.445999999999999 0.5155977923488593 1.1
 2.514999999999999 0.5248370520448942 1.1
 2.5839999999999987 0.5341710447550225 1.1
 2.6529999999999987 0.5435825115446613 1.1
 2.7219999999999986 0.5530574510688735 1.1
 2.7909999999999986 0.5625844028271375 1.1
 2.8599999999999985 0.5721539113685595 1.1
 2.9289999999999985 0.5817581202007972 1.1
 2.9979999999999984 0.5913904601329725 1.1
 3.0669999999999984 0.6010454073572298 1.1
 3.1359999999999983 0.6107182937038602 1.1
 3.2049999999999983 0.6204051563954899 1.1
 3.2739999999999982 0.6301026180331157 1.1
 3.342999999999998 0.6398077899551209 1.1
 3.411999999999998 0.6495181938354512 1.1
 3.480999999999998 0.6592316976380681 1.1
 3.549999999999998 0.6689464629623696 1.1
 3.618999999999998 0.6786609014944812 1.1
 3.687999999999998 0.6883736387886581 1.1
 3.756999999999998 0.6980834839879139 1.1
 3.825999999999998 0.7077894043864182 1.1
 3.894999999999998 0.7174905039616976 1.1
 3.9639999999999977 0.727186005179315 1.1
 4.032999999999998 0.7368752335089415 1.1
 4.101999999999998 0.7465576041977267 1.1
 4.170999999999998 0.7562326109314569 1.1
 4.2399999999999975 0.765899816081253 1.1
 4.3089999999999975 0.7755588422873609 1.1
 4.3779999999999974 0.7852093651748744 1.1
 4.446999999999997 0.7948511070312017 1.1
 4.515999999999997 0.804483831303525 1.1
 4.584999999999997 0.8141073377976997 1.1
 4.653999999999997 0.8237214584790682 1.1
 4.722999999999997 0.8333260537913332 1.1
 4.791999999999997 0.8429210094225961 1.1
 4.860999999999997 0.8525062334584087 1.1
 4.929999999999997 0.8620816538706613 1.1
 4.998999999999997 0.8716472162986175 1.1
 5.067999999999997 0.8812028820846891 1.1
 5.136999999999997 0.8907486265328523 1.1
 5.205999999999997 0.9002844373620553 1.1
 5.274999999999997 0.9098103133307787 1.1
 5.343999999999997 0.9193262630121023 1.1
 5.412999999999997 0.9288323037013951 1.1
 5.481999999999997 0.9383284604410671 1.1
 5.550999999999997 0.9478147651488419 1.1
 5.6199999999999966 0.9572912558377228 1.1
 5.6889999999999965 0.9667579759173052 1.1
 5.7579999999999965 0.9762149735673782 1.1
 5.826999999999996 0.9856623011758447 1.1
 5.895999999999996 0.9951000148339668 1.1
 5.964999999999996 1.0045281738827616 1.1
 6.033999999999996 1.013946840505104 1.1
 6.102999999999996 1.023356079358716 1.1
 6.171999999999996 1.0327559572457852 1.1
 6.240999999999996 1.042146542815422 1.1
 6.309999999999996 1.0515279062956049 1.1
 6.378999999999996 1.060900119251618 1.1
 6.447999999999996 1.0702632543683253 1.1
 6.516999999999996 1.0796173852539037 1.1
 6.585999999999996 1.0889625862629198 1.1
 6.654999999999996 1.0982989323368477 1.1
 6.723999999999996 1.1076264988603441 1.1
 6.792999999999996 1.1169453615317395 1.1
 6.861999999999996 1.126255596246406 1.1
 6.930999999999996 1.135557278991755 1.1
 6.999999999999996 1.1448504857527757 1.1

 0.1 0.9808654726246211 1.2000000000000002
 0.169 0.9673529199400179 1.2000000000000002
 0.23800000000000002 0.9535712309572804 1.2000000000000002
 0.30700000000000005 0.9395049877417041 1.2000000000000002
 0.37600000000000006 0.9251374860207013 1.2000000000000002
 0.44500000000000006 0.9104506385758434 1.2000000000000002
 0.514 0.8954248919843768 1.2000000000000002
 0.583 0.8800391726535919 1.2000000000000002
 0.6519999999999999 0.8642708884904314 1.2000000000000002
 0.7209999999999999 0.8480960294098046 1.2000000000000002
 0.7899999999999998 0.8314894373236903 1.2000000000000002
 0.8589999999999998 0.8144253610561836 1.2000000000000002
 0.9279999999999997 0.7968784849084147 1.2000000000000002
 0.9969999999999997 0.7788257391779259 1.2000000000000002
 1.0659999999999996 0.7602493941261845 1.2000000000000002
 1.1349999999999996 0.7411422432817241 1.2000000000000002
 1.2039999999999995 0.7215161356288751 1.2000000000000002
 1.2729999999999995 0.7014157107745206 1.2000000000000002
 1.3419999999999994 0.680939719456935 1.2000000000000002
 1.4109999999999994 0.6602719763835101 1.2000000000000002
 1.4799999999999993 0.6397206861689155 1.2000000000000002
 1.5489999999999993 0.6197548607365534 1.2000000000000002
 1.6179999999999992 0.6010080486381095 1.2000000000000002
 1.6869999999999992 0.5842059127481432 1.2000000000000002
 1.7559999999999991 0.570002805463712 1.2000000000000002
 1.824999999999999 0.5587969631126852 1.2000000000000002
 1.893999999999999 0.5506449321096641 1.2000000000000002
 1.962999999999999 0.5453198000216557 1.2000000000000002
 2.031999999999999 0.5424432192137293 1.2000000000000002
 2.100999999999999 0.5416026159979892 1.2000000000000002
 2.169999999999999 0.5424186271653122 1.2000000000000002
 2.238999999999999 0.5445706569971621 1.2000000000000002
 2.307999999999999 0.54779906521667 1.2000000000000002
 2.376999999999999 0.5518977118138837 1.2000000000000002
 2.445999999999999 0.5567040867956192 1.2000000000000002
 2.514999999999999 0.5620900553485441 1.2000000000000002
 2.5839999999999987 0.5679541619549443 1.2000000000000002
 2.6529999999999987 0.5742155632941431 1.2000000000000002
 2.7219999999999986 0.5808093614124155 1.2000000000000002
 2.7909999999999986 0.587683050024647 1.2000000000000002
 2.8599999999999985 0.5947938143217095 1.2000000000000002
 2.9289999999999985 0.6021064745460135 1.2000000000000002
 2.9979999999999984 0.6095919121956115 1.2000000000000002
 3.0669999999999984 0.6172258579597909 1.2000000000000002
 3.1359999999999983 0.6249879516231027 1.2000000000000002
 3.2049999999999983 0.6328610074961225 1.2000000000000002
 3.2739999999999982 0.6408304361348174 1.2000000000000002
 3.342999999999998 0.6488837857227727 1.2000000000000002
 3.411999999999998 0.657010375728571 1.2000000000000002
 3.480999999999998 0.6652010022322332 1.2000000000000002
 3.549999999999998 0.6734476993139087 1.2000000000000002
 3.618999999999998 0.681743544603068 1.2000000000000002
 3.687999999999998 0.6900824998490314 1.2000000000000002
 3.756999999999998 0.6984592794467863 1.2000000000000002
 3.825999999999998 0.7068692414180668 1.2000000000000002
 3.894999999999998 0.7153082965385229 1.2000000000000002
 3.9639999999999977 0.7237728322133388 1.2000000000000002
 4.032999999999998 0.7322596484059664 1.2000000000000002
 4.101999999999998 0.7407659034690921 1.2000000000000002
 4.170999999999998 0.7492890681517321 1.2000000000000002
 4.2399999999999975 0.7578268863896521 1.2000000000000002
 4.3089999999999975 0.7663773417493847 1.2000000000000002
 4.3779999999999974 0.7749386286049177 1.2000000000000002
 4.446999999999997 0.7835091272927089 1.2000000000000002
 4.515999999999997 0.7920873826243057 1.2000000000000002
 4.584999999999997 0.800672085243525 1.2000000000000002
 4.653999999999997 0.8092620554023724 1.2000000000000002
 4.722999999999997 0.8178562288008197 1.2000000000000002
 4.791999999999997 0.8264536441935384 1.2000000000000002
 4.860999999999997 0.8350534325142649 1.2000000000000002
 4.929999999999997 0.8436548073076686 1.2000000000000002
 4.998999999999997 0.8522570562910201 1.2000000000000002
 5.067999999999997 0.8608595338948778 1.2000000000000002
 5.136999999999997 0.8694616546544595 1.2000000000000002
 5.205999999999997 0.8780628873420999 1.2000000000000002
 5.274999999999997 0.8866627497469712 1.2000000000000002
 5.343999999999997 0.8952608040214708 1.2000000000000002
 5.412999999999997 0.9038566525248846 1.2000000000000002
 5.481999999999997 0.9124499341044057 1.2000000000000002
 5.550999999999997 0.9210403207616491 1.2000000000000002
 5.6199999999999966 0.9296275146596529 1.2000000000000002
 5.6889999999999965 0.9382112454312206 1.2000000000000002
 5.7579999999999965 0.9467912677544833 1.2000000000000002
 5.826999999999996 0.9553673591658598 1.2000000000000002
 5.895999999999996 0.9639393180843057 1.2000000000000002
 5.964999999999996 0.9725069620239437 1.2000000000000002
 6.033999999999996 0.981070125974942 1.2000000000000002
 6.102999999999996 0.9896286609348881 1.2000000000000002
 6.171999999999996 0.9981824325750068 1.2000000000000002
 6.240999999999996 1.006731320027383 1.2000000000000002
 6.309999999999996 1.0152752147809174 1.2000000000000002
 6.378999999999996 1.0238140196751484 1.2000000000000002
 6.447999999999996 1.0323476479822586 1.2000000000000002
 6.516999999999996 1.0408760225686775 1.2000000000000002
 6.585999999999996 1.04939907512859 1.2000000000000002
 6.654999999999996 1.0579167454825145 1.2000000000000002
 6.723999999999996 1.0664289809348175 1.2000000000000002
 6.792999999999996 1.0749357356846816 1.2000000000000002
 6.861999999999996 1.0834369702856095 1.2000000000000002
 6.930999999999996 1.0919326511490426 1.2000000000000002
 6.999999999999996 1.1004227500881305 1.2000000000000002

 0.1 0.9845071760742536 1.3000000000000003
 0.169 0.9736436571121351 1.3000000000000003
 0.23800000000000002 0.9626336731667747 1.3000000000000003
 0.30700000000000005 0.9514730519436836 1.3000000000000003
 0.37600000000000006 0.940157700123781 1.3000000000000003
 0.44500000000000006 0.9286836850419224 1.3000000000000003
 0.514 0.9170473430596584 1.3000000000000003
 0.583 0.9052454226738798 1.3000000000000003
 0.6519999999999999 0.8932752728094113 1.3000000000000003
 0.7209999999999999 0.881135089835052 1.3000000000000003
 0.7899999999999998 0.8688242407681492 1.3000000000000003
 0.8589999999999998 0.8563436850272796 1.3000000000000003
 0.9279999999999997 0.8436965230210247 1.3000000000000003
 0.9969999999999997 0.8308887067067091 1.3000000000000003
 1.0659999999999996 0.8179299545084248 1.3000000000000003
 1.1349999999999996 0.8048349193777808 1.3000000000000003
 1.2039999999999995 0.7916246616598837 1.3000000000000003
 1.2729999999999995 0.7783284728055252 1.3000000000000003
 1.3419999999999994 0.7649860732615662 1.3000000000000003
 1.4109999999999994 0.7516501546273143 1.3000000000000003
 1.4799999999999993 0.7383891339554449 1.3000000000000003
 1.5489999999999993 0.7252898171697175 1.3000000000000003
 1.6179999999999992 0.7124594201421885 1.3000000000000003
 1.6869999999999992 0.7000260981114845 1.3000000000000003
 1.7559999999999991 0.6881368901313323 1.3000000000000003
 1.824999999999999 0.6769519999617106 1.3000000000000003
 1.893999999999999 0.6666348687480113 1.3000000000000003
 1.962999999999999 0.6573386803123945 1.3000000000000003
 2.031999999999999 0.6491915050023325 1.3000000000000003
 2.100999999999999 0.6422834586548685 1.3000000000000003
 2.169999999999999 0.6366591542654493 1.3000000000000003
 2.238999999999999 0.6323171359029088 1.3000000000000003
 2.307999999999999 0.6292156983009478 1.3000000000000003
 2.376999999999999 0.6272827454565003 1.3000000000000003
 2.445999999999999 0.6264268505354468 1.3000000000000003
 2.514999999999999 0.6265472852727842 1.3000000000000003
 2.5839999999999987 0.6275418381442167 1.3000000000000003
 2.6529999999999987 0.6293121659732013 1.3000000000000003
 2.7219999999999986 0.631766983452475 1.3000000000000003
 2.7909999999999986 0.6348236127909329 1.3000000000000003
 2.8599999999999985 0.6384084170819603 1.3000000000000003
 2.9289999999999985 0.6424565450366959 1.3000000000000003
 2.9979999999999984 0.6469112969824562 1.3000000000000003
 3.0669999999999984 0.6517233182806568 1.3000000000000003
 3.1359999999999983 0.6568497476015388 1.3000000000000003
 3.2049999999999983 0.662253392929474 1.3000000000000003
 3.2739999999999982 0.6679019727295052 1.3000000000000003
 3.342999999999998 0.6737674379138637 1.3000000000000003
 3.411999999999998 0.6798253775812895 1.3000000000000003
 3.480999999999998 0.6860545046490498 1.3000000000000003
 3.549999999999998 0.6924362141976417 1.3000000000000003
 3.618999999999998 0.6989542061308525 1.3000000000000003
 3.687999999999998 0.7055941636963174 1.3000000000000003
 3.756999999999998 0.7123434799522568 1.3000000000000003
 3.825999999999998 0.7191910250738408 1.3000000000000003
 3.894999999999998 0.7261269482797955 1.3000000000000003
 3.9639999999999977 0.7331425090255627 1.3000000000000003
 4.032999999999998 0.7402299329041966 1.3000000000000003
 4.101999999999998 0.7473822884002843 1.3000000000000003
 4.170999999999998 0.7545933812520691 1.3000000000000003
 4.2399999999999975 0.7618576636974673 1.3000000000000003
 4.3089999999999975 0.7691701563196727 1.3000000000000003
 4.3779999999999974 0.7765263805775692 1.3000000000000003
 4.446999999999997 0.7839223004153096 1.3000000000000003
 4.515999999999997 0.7913542716033404 1.3000000000000003
 4.584999999999997 0.7988189976781659 1.3000000000000003
 4.653999999999997 0.8063134915272642 1.3000000000000003
 4.722999999999997 0.8138350418148824 1.3000000000000003
 4.791999999999997 0.8213811835689865 1.3000000000000003
 4.860999999999997 0.8289496723536836 1.3000000000000003
 4.929999999999997 0.8365384615384613 1.3000000000000003
 4.998999999999997 0.8441456822485203 1.3000000000000003
 5.067999999999997 0.8517696256417048 1.3000000000000003
 5.136999999999997 0.8594087272090581 1.3000000000000003
 5.205999999999997 0.8670615528394477 1.3000000000000003
 5.274999999999997 0.8747267864254092 1.3000000000000003
 5.343999999999997 0.8824032188184232 1.3000000000000003
 5.412999999999997 0.8900897379682063 1.3000000000000003
 5.481999999999997 0.8977853201030254 1.3000000000000003
 5.550999999999997 0.9054890218271586 1.3000000000000003
 5.6199999999999966 0.9131999730279566 1.3000000000000003
 5.6889999999999965 0.9209173704989448 1.3000000000000003
 5.7579999999999965 0.9286404721973953 1.3000000000000003
 5.826999999999996 0.93636859206512 1.3000000000000003
 5.895999999999996 0.9441010953501185 1.3000000000000003
 5.964999999999996 0.9518373943743956 1.3000000000000003
 6.033999999999996 0.9595769446998921 1.3000000000000003
 6.102999999999996 0.9673192416502455 1.3000000000000003
 6.171999999999996 0.9750638171510749 1.3000000000000003
 6.240999999999996 0.9828102368558548 1.3000000000000003
 6.309999999999996 0.9905580975282274 1.3000000000000003
 6.378999999999996 0.9983070246549159 1.3000000000000003
 6.447999999999996 1.0060566702663012 1.3000000000000003
 6.516999999999996 1.0138067109442752 1.3000000000000003
 6.585999999999996 1.0215568459992 1.3000000000000003
 6.654999999999996 1.0293067957997786 1.3000000000000003
 6.723999999999996 1.0370563002413706 1.3000000000000003
 6.792999999999996 1.044805117339805 1.3000000000000003
 6.861999999999996 1.0525530219390977 1.3000000000000003
 6.930999999999996 1.0602998045226824 1.3000000000000003
 6.999999999999996 1.068045270118799 1.3000000000000003

 0.1 0.9873251649154957 1.4000000000000004
 0.169 0.9784868505369186 1.4000000000000004
 0.23800000000000002 0.9695726686114005 1.4000000000000004
 0.30700000000000005 0.9605827480940752 1.4000000000000004
 0.37600000000000006 0.9515175428483628 1.4000000000000004
 0.44500000000000006 0.9423778985572029 1.4000000000000004
 0.514 0.9331651319596868 1.4000000000000004
 0.583 0.9238811245647247 1.4000000000000004
 0.6519999999999999 0.9145284333002313 1.4000000000000004
 0.7209999999999999 0.9051104208662524 1.4000000000000004
 0.7899999999999998 0.8956314088469051 1.4000000000000004
 0.8589999999999998 0.8860968568552958 1.4000000000000004
 0.9279999999999997 0.8765135710695767 1.4000000000000004
 0.9969999999999997 0.8668899453645189 1.4000000000000004
 1.0659999999999996 0.8572362377027227 1.4000000000000004
 1.1349999999999996 0.847564883314794 1.4000000000000004
 1.2039999999999995 0.8378908441894662 1.4000000000000004
 1.2729999999999995 0.8282319911581038 1.4000000000000004
 1.3419999999999994 0.8186095099759512 1.4000000000000004
 1.4109999999999994 0.8090483158416039 1.4000000000000004
 1.4799999999999993 0.7995774514126457 1.4000000000000004
 1.5489999999999993 0.7902304315071166 1.4000000000000004
 1.6179999999999992 0.7810454838493244 1.4000000000000004
 1.6869999999999992 0.7720656209352539 1.4000000000000004
 1.7559999999999991 0.7633384662840258 1.4000000000000004
 1.824999999999999 0.754915753595715 1.4000000000000004
 1.893999999999999 0.7468524256113886 1.4000000000000004
 1.962999999999999 0.7392052868361217 1.4000000000000004
 2.031999999999999 0.7320312144206339 1.4000000000000004
 2.100999999999999 0.7253850023224967 1.4000000000000004
 2.169999999999999 0.7193169946759579 1.4000000000000004
 2.238999999999999 0.7138707356525429 1.4000000000000004
 2.307999999999999 0.7090809014345237 1.4000000000000004
 2.376999999999999 0.7049717665714754 1.4000000000000004
 2.445999999999999 0.701556387759336 1.4000000000000004
 2.514999999999999 0.6988365777680239 1.4000000000000004
 2.5839999999999987 0.6968036201615645 1.4000000000000004
 2.6529999999999987 0.6954395737406834 1.4000000000000004
 2.7219999999999986 0.6947189566763372 1.4000000000000004
 2.7909999999999986 0.6946105900241829 1.4000000000000004
 2.8599999999999985 0.6950794096644552 1.4000000000000004
 2.9289999999999985 0.6960881076779728 1.4000000000000004
 2.9979999999999984 0.697598521521376 1.4000000000000004
 3.0669999999999984 0.6995727397086469 1.4000000000000004
 3.1359999999999983 0.7019739299187957 1.4000000000000004
 3.2049999999999983 0.7047669185808868 1.4000000000000004
 3.2739999999999982 0.7079185621840145 1.4000000000000004
 3.342999999999998 0.7113979531597009 1.4000000000000004
 3.411999999999998 0.715176500460081 1.4000000000000004
 3.480999999999998 0.7192279195135094 1.4000000000000004
 3.549999999999998 0.7235281598766516 1.4000000000000004
 3.618999999999998 0.7280552927041569 1.4000000000000004
 3.687999999999998 0.7327893746806817 1.4000000000000004
 3.756999999999998 0.7377123005154753 1.4000000000000004
 3.825999999999998 0.742807652493797 1.4000000000000004
 3.894999999999998 0.7480605528159715 1.4000000000000004
 3.9639999999999977 0.7534575223975081 1.4000000000000004
 4.032999999999998 0.7589863483114009 1.4000000000000004
 4.101999999999998 0.7646359609985882 1.4000000000000004
 4.170999999999998 0.7703963216468335 1.4000000000000004
 4.2399999999999975 0.7762583196553751 1.4000000000000004
 4.3089999999999975 0.7822136797951809 1.4000000000000004
 4.3779999999999974 0.7882548784915204 1.4000000000000004
 4.446999999999997 0.7943750685588136 1.4000000000000004
 4.515999999999997 0.800568011679607 1.4000000000000004
 4.584999999999997 0.8068280179201072 1.4000000000000004
 4.653999999999997 0.8131498915996964 1.4000000000000004
 4.722999999999997 0.8195288828715164 1.4000000000000004
 4.791999999999997 0.8259606444185326 1.4000000000000004
 4.860999999999997 0.8324411927200839 1.4000000000000004
 4.929999999999997 0.8389668733946261 1.4000000000000004
 4.998999999999997 0.8455343301734262 1.4000000000000004
 5.067999999999997 0.8521404771061312 1.4000000000000004
 5.136999999999997 0.8587824736418944 1.4000000000000004
 5.205999999999997 0.8654577022688132 1.4000000000000004
 5.274999999999997 0.8721637484297845 1.4000000000000004
 5.343999999999997 0.8788983824646889 1.4000000000000004
 5.412999999999997 0.8856595433572082 1.4000000000000004
 5.481999999999997 0.8924453240899056 1.4000000000000004
 5.550999999999997 0.8992539584336394 1.4000000000000004
 5.6199999999999966 0.9060838090172827 1.4000000000000004
 5.6889999999999965 0.9129333565413036 1.4000000000000004
 5.7579999999999965 0.9198011900142993 1.4000000000000004
 5.826999999999996 0.9266859979052753 1.4000000000000004
 5.895999999999996 0.9335865601165737 1.4000000000000004
 5.964999999999996 0.9405017406929981 1.4000000000000004
 6.033999999999996 0.9474304811921137 1.4000000000000004
 6.102999999999996 0.954371794648989 1.4000000000000004
 6.171999999999996 0.961324760075979 1.4000000000000004
 6.240999999999996 0.9682885174446298 1.4000000000000004
 6.309999999999996 0.9752622631024829 1.4000000000000004
 6.378999999999996 0.9822452455826494 1.4000000000000004
 6.447999999999996 0.9892367617684601 1.4000000000000004
 6.516999999999996 0.9962361533795092 1.4000000000000004
 6.585999999999996 1.003242803748875 1.4000000000000004
 6.654999999999996 1.0102561348644752 1.4000000000000004
 6.723999999999996 1.0172756046502356 1.4000000000000004
 6.792999999999996 1.024300704465254 1.4000000000000004
 6.861999999999996 1.031330956801312 1.4000000000000004
 6.930999999999996 1.0383659131610492 1.4000000000000004
 6.999999999999996 1.0454051521008614 1.4000000000000004

 0.1 0.989544796235475 1.5000000000000004
 0.169 0.9822869345391967 1.5000000000000004
 0.23800000000000002 0.9749949053513074 1.5000000000000004
 0.30700000000000005 0.9676703698289029 1.5000000000000004
 0.37600000000000006 0.9603152889562154 1.5000000000000004
 0.44500000000000006 0.9529319625493688 1.5000000000000004
 0.514 0.9455230728726856 1.5000000000000004
 0.583 0.9380917332772613 1.5000000000000004
 0.6519999999999999 0.9306415422566797 1.5000000000000004
 0.7209999999999999 0.9231766432743851 1.5000000000000004
 0.7899999999999998 0.9157017906429454 1.5000000000000004
 0.8589999999999998 0.9082224216154267 1.5000000000000004
 0.9279999999999997 0.9007447346687394 1.5000000000000004
 0.9969999999999997 0.8932757737006669 1.5000000000000004
 1.0659999999999996 0.8858235175062465 1.5000000000000004
 1.1349999999999996 0.8783969734231644 1.5000000000000004
 1.2039999999999995 0.8710062734175026 1.5000000000000004
 1.2729999999999995 0.8636627701006623 1.5000000000000004
 1.3419999999999994 0.8563791292129183 1.5000000000000004
 1.4109999999999994 0.8491694139799472 1.5000000000000004
 1.4799999999999993 0.8420491554701532 1.5000000000000004
 1.5489999999999993 0.83503540171159 1.5000000000000004
 1.6179999999999992 0.8281467369743041 1.5000000000000004
 1.6869999999999992 0.8214032614531039 1.5000000000000004
 1.7559999999999991 0.8148265208299157 1.5000000000000004
 1.824999999999999 0.8084393751496299 1.5000000000000004
 1.893999999999999 0.8022657974449354 1.5000000000000004
 1.962999999999999 0.7963305949230618 1.5000000000000004
 2.031999999999999 0.7906590495259362 1.5000000000000004
 2.100999999999999 0.7852764803558483 1.5000000000000004
 2.169999999999999 0.7802077375916547 1.5000000000000004
 2.238999999999999 0.7754766455063646 1.5000000000000004
 2.307999999999999 0.7711054200570193 1.5000000000000004
 2.376999999999999 0.7671140929928769 1.5000000000000004
 2.445999999999999 0.7635199781976727 1.5000000000000004
 2.514999999999999 0.760337215973311 1.5000000000000004
 2.5839999999999987 0.7575764266778202 1.5000000000000004
 2.6529999999999987 0.7552444968210914 1.5000000000000004
 2.7219999999999986 0.7533445094973887 1.5000000000000004
 2.7909999999999986 0.7518758184651122 1.5000000000000004
 2.8599999999999985 0.7508342534357118 1.5000000000000004
 2.9289999999999985 0.7502124343937449 1.5000000000000004
 2.9979999999999984 0.7500001667221674 1.5000000000000004
 3.0669999999999984 0.7501848864388718 1.5000000000000004
 3.1359999999999983 0.7507521259251942 1.5000000000000004
 3.2049999999999983 0.7516859742350042 1.5000000000000004
 3.2739999999999982 0.7529695114086981 1.5000000000000004
