 entropy volume pressure temperature
 -734852.4428129923 0.022704278204680416 134770.8495269488 382.57
 -734914.6980047327 0.022686378794425317 2989613.7645742497 382.57
 -734976.391177443 0.022668704674049897 5844456.679621551 382.57
 -735037.533418761 0.022651250811485838 8699299.594668852 382.57
 -735098.1354743855 0.022634012340022408 1.1554142509716153E7 382.57
 -735158.2077623775 0.02261698455111129 1.4408985424763454E7 382.57
 -735217.7603867433 0.022600162887551418 1.7263828339810755E7 382.57
 -735276.8031503083 0.022583542937038813 2.0118671254858054E7 382.57
 -735335.3455669234 0.022567120426059042 2.2973514169905357E7 382.57
 -735393.3968730507 0.022550891214099696 2.582835708495266E7 382.57

 -722685.4074642502 0.022851883705549837 168630.0552440359 389.18425
 -722750.1169480454 0.02283263684727968 3020087.0497196284 389.18425
 -722814.2158661288 0.022813642518241625 5871544.044195221 389.18425
 -722877.7168237374 0.02279489482281398 8723001.038670814 389.18425
 -722940.6320191992 0.022776388068017687 1.1574458033146406E7 389.18425
 -723002.973261854 0.022758116754261117 1.4425915027621998E7 389.18425
 -723064.7519889147 0.022740075566630352 1.727737202209759E7 389.18425
 -723125.9792814066 0.022722259366667684 2.0128829016573183E7 389.18425
 -723186.6658792467 0.022704663184606004 2.2980286011048775E7 389.18425
 -723246.8221955167 0.022687282212028117 2.5831743005524367E7 389.18425

 -710895.3036449617 0.0230055310397544 209155.57404085464 395.79850000000005
 -710962.603273627 0.022984821850213864 3056560.016636765 395.79850000000005
 -711029.2387233897 0.02296439612215181 5903964.459232675 395.79850000000005
 -711095.2243536548 0.02294424693349017 8751368.901828585 395.79850000000005
 -711160.5740385681 0.022924367611101643 1.1598773344424495E7 395.79850000000005
 -711225.3011892578 0.02290475171895173 1.4446177787020406E7 395.79850000000005
 -711289.4187748319 0.022885393046932077 1.7293582229616318E7 395.79850000000005
 -711352.939342173 0.022866285600348094 2.014098667221223E7 395.79850000000005
 -711415.8750346171 0.022847423590015258 2.298839111480814E7 395.79850000000005
 -711478.2376095919 0.02282880142292216 2.583579555740405E7 395.79850000000005

 -699463.2614682083 0.02316559335180379 257283.8416131906 402.4127500000001
 -699533.296571047 0.023143295315409207 3099875.4574518674 402.4127500000001
 -699602.6081960369 0.023121315930557208 5942467.073290544 402.4127500000001
 -699671.2127352627 0.02309964705187305 8785058.68912922 402.4127500000001
 -699739.1260002698 0.023078280840789528 1.1627650304967897E7 402.4127500000001
 -699806.363250013 0.023057209750221904 1.4470241920806574E7 402.4127500000001
 -699872.9392170847 0.023036426510202535 1.7312833536645252E7 402.4127500000001
 -699938.8681323756 0.023015924114396253 2.015542515248393E7 402.4127500000001
 -700004.1637482819 0.022995695807431528 2.2998016768322606E7 402.4127500000001
 -700068.8393605587 0.022975735072988956 2.5840608384161282E7 402.4127500000001

 -688371.5888638442 0.0233324765072314 314024.43467056897 409.0270000000001
 -688444.5150412121 0.02330845008657806 3150941.991203508 409.0270000000001
 -688516.6520506424 0.02328478242712932 5987859.547736447 409.0270000000001
 -688588.0186447839 0.023261463921950828 8824777.104269387 409.0270000000001
 -688658.632879882 0.023238485343324695 1.1661694660802325E7 409.0270000000001
 -688728.5121508939 0.023215837822910576 1.4498612217335263E7 409.0270000000001
 -688797.6732243669 0.023193512833200647 1.7335529773868203E7 409.0270000000001
 -688866.1322692574 0.023171502170164303 2.017244733040114E7 409.0270000000001
 -688933.9048858501 0.023149797936991113 2.300936488693408E7 409.0270000000001
 -689001.0061329142 0.023128392528849778 2.5846282443467017E7 409.0270000000001

 -677603.6752852643 0.023506622823120743 380459.6707848715 415.6412500000001
 -677679.6593011541 0.023480713868679948 3210733.7037063804 415.6412500000001
 -677754.7812610739 0.02345520948250911 6041007.736627889 415.6412500000001
 -677829.0626657243 0.023430098306706268 8871281.7695494 415.6412500000001
 -677902.5241779274 0.023405369453557694 1.1701555802470908E7 415.6412500000001
 -677975.1856669291 0.023381012479751904 1.4531829835392416E7 415.6412500000001
 -678047.0662497567 0.023357017362350598 1.7362103868313927E7 415.6412500000001
 -678118.1843298598 0.02333337447637575 2.0192377901235435E7 415.6412500000001
 -678188.5576332561 0.02331007457388069 2.3022651934156943E7 415.6412500000001
 -678258.2032423737 0.023287108764389546 2.585292596707845E7 415.6412500000001

 -667143.904036005 0.02368851533757596 457743.8829811293 422.25550000000015
 -667223.1248236685 0.023660553261510828 3280289.4946830124 422.25550000000015
 -667301.402544602 0.023633048174907863 6102835.106384895 422.25550000000015
 -667378.761906607 0.023605986616316185 8925380.718086777 422.25550000000015
 -667455.2266063101 0.02357935570916576 1.174792632978866E7 422.25550000000015
 -667530.8193852872 0.02355314312811142 1.4570471941490544E7 422.25550000000015
 -667605.5620822577 0.023527337067786272 1.7393017553192426E7 422.25550000000015
 -667679.4756816981 0.023501926213753903 2.021556316489431E7 422.25550000000015
 -667752.5803591624 0.023476899715476174 2.3038108776596192E7 422.25550000000015
 -667824.8955235813 0.02345224716112984 2.5860654388298076E7 422.25550000000015

 -656977.5722258968 0.02387868271412093 547102.429619836 428.8697500000002
 -657060.222026795 0.023848478384993373 3360712.1866578483 428.8697500000002
 -657141.8385641258 0.023818791164608374 6174321.94369586 428.8697500000002
 -657222.450298212 0.023789605057011304 8987931.700733872 428.8697500000002
 -657302.0844652378 0.02376090479624719 1.1801541457771884E7 428.8697500000002
 -657380.7671485998 0.023732675802260135 1.4615151214809896E7 428.8697500000002
 -657458.5233450346 0.0237049041401002 1.742876097184791E7 428.8697500000002
 -657535.3770259786 0.023677576482141683 2.0242370728885923E7 428.8697500000002
 -657611.3511945793 0.02365068007304769 2.3055980485923935E7 428.8697500000002
 -657686.4679387184 0.023624202697244363 2.5869590242961947E7 428.8697500000002

 -647090.8174774307 0.024077704896210642 649830.5006913927 435.4840000000002
 -647177.1031370306 0.024045048202203895 3453167.4506222494 435.4840000000002
 -647262.2549234683 0.024012977720426213 6256504.400553106 435.4840000000002
 -647346.3056998319 0.02398147439177271 9059841.350483963 435.4840000000002
 -647429.2868420791 0.023950520071590518 1.1863178300414821E7 435.4840000000002
 -647511.2283306937 0.023920097471429248 1.4666515250345679E7 435.4840000000002
 -647592.1588344888 0.023890190105678923 1.746985220027653E7 435.4840000000002
 -647672.1057883922 0.023860782242222368 2.027318915020739E7 435.4840000000002
 -647751.0954653899 0.023831858856868598 2.3076526100138247E7 435.4840000000002
 -647829.1530432038 0.023803405591205022 2.5879863050069105E7 435.4840000000002

 -637470.5505929894 0.02428621965236471 767291.780486338 442.09825000000023
 -637560.695042 0.02425087666882401 3558882.6024377 442.09825000000023
 -637649.593175793 0.024216199516659723 6350473.424389062 442.09825000000023
 -637737.2830372085 0.024182165423048914 9142064.246340426 442.09825000000023
 -637823.8008572028 0.02414875276454317 1.1933655068291787E7 442.09825000000023
 -637909.181171602 0.02411594099035945 1.472524589024315E7 442.09825000000023
 -637993.4569284501 0.024083710552004686 1.7516836712194514E7 442.09825000000023
 -638076.6595868227 0.024052042838628454 2.0308427534145873E7 442.09825000000023
 -638158.8192079245 0.024020920117544652 2.3100018356097236E7 442.09825000000023
 -638239.9645391944 0.023990325479431685 2.58916091780486E7 442.09825000000023

 -628104.3934692083 0.024504930183831663 900917.0239411037 448.71250000000026
