 entropy volume pressure temperature
 -734852.4428129923 0.022704278204680416 134770.8495269488 382.57
 -626173.4957274392 23.34626859174476 134770.8495269488 382.57

 -722685.4074642502 0.022851883705549837 168630.0552440359 389.18425
 -616740.9948857232 18.94017292664179 168630.0552440359 389.18425

 -710895.3036449617 0.0230055310397544 209155.57404085464 395.79850000000005
 -607608.3524522057 15.491590995235347 209155.57404085464 395.79850000000005

 -699463.2614682083 0.02316559335180379 257283.8416131906 402.4127500000001
 -598762.067041214 12.768320041073707 257283.8416131906 402.4127500000001

 -688371.5888638442 0.0233324765072314 314024.43467056897 409.0270000000001
 -590189.5468896552 10.59963097431508 314024.43467056897 409.0270000000001

 -677603.6752852643 0.023506622823120743 380459.6707848715 415.6412500000001
 -581879.0377439966 8.858763304147823 380459.6707848715 415.6412500000001

 -667143.904036005 0.02368851533757596 457743.8829811293 422.25550000000015
 -573819.5579963729 7.450724571466847 457743.8829811293 422.25550000000015

 -656977.5722258968 0.02387868271412093 547102.429619836 428.8697500000002
 -566000.8404069715 6.303697490285353 547102.429619836 428.8697500000002

 -647090.8174774307 0.024077704896210642 649830.5006913927 435.4840000000002
 -558413.2798279381 5.362927353315142 649830.5006913927 435.4840000000002

 -637470.5505929894 0.02428621965236471 767291.780486338 442.09825000000023
 -551047.8864155813 4.5863322206781785 767291.780486338 442.09825000000023

 -628104.3934692083 0.024504930183831663 900917.0239411037 448.71250000000026
 -543896.2438827313 3.941321561434042 900917.0239411037 448.71250000000026

 -618980.6216060878 0.024734614006422004 1052202.6008906062 455.3267500000003
 -536950.4724121819 3.402470563963425 1052202.6008906062 455.3267500000003

 -610088.1106062942 0.02497613336881507 1222709.0575304718 461.9410000000003
 -530203.1959053385 2.9498057909363196 1222709.0575304718 461.9410000000003

 -601416.2860949707 0.025230447534536384 1414059.7407514777 468.55525000000034
 -523647.5133139912 2.5675313863115767 1414059.7407514777 468.55525000000034

 -592955.076511682 0.025498627338768183 1627939.5259190807 475.16950000000037
 -517276.97386240796 2.2430753854385754 1627939.5259190807 475.16950000000037

 -584694.8682327446 0.025781872540692856 1866093.68440622 481.7837500000004
 -511085.5560404587 1.9663704538989206 1866093.68440622 481.7837500000004

 -576626.4624723998 0.026081532636127887 2130326.9229842084 488.3980000000004
 -505067.6503274877 1.7293076167247252 2130326.9229842084 488.3980000000004

 -568741.0333812032 0.02639913198686634 2422502.623030559 495.01225000000045
 -499218.04569706455 1.5253185727867888 2422502.623030559 495.01225000000045

 -561030.0867051106 0.026736400380434854 2744542.3064932683 501.6265000000005
 -493531.9200730868 1.3490542553249936 2744542.3064932683 501.6265000000005

 -553485.4182804752 0.027095310483929293 3098425.3462623353 508.2407500000005
 -488004.8350166486 1.196135921421144 3098425.3462623353 508.2407500000005

 -546099.0715082228 0.02747812413661869 3486188.946398706 514.8550000000005
 -482632.73514466046 1.0629612438456992 3486188.946398706 514.8550000000005

 -538863.2927555165 0.027887450097539106 3909928.4065192924 521.4692500000004
 -477411.9529722625 0.9465523778664687 3909928.4065192924 521.4692500000004

 -531770.4833503566 0.02832631681432598 4371797.688762183 528.0835000000004
 -472339.22021369514 0.8444362476358788 4371797.688762183 528.0835000000004

 -524813.1464214135 0.02879826514649459 4874010.303467392 534.6977500000004
 -467411.6870129633 0.7545497043342173 4874010.303467392 534.6977500000004

 -517983.82622749225 0.029307467978165667 5418840.529838402 541.3120000000004
 -462626.9512125015 0.6751639858375814 5418840.529838402 541.3120000000004

 -511275.0367138684 0.02985888664520385 6008624.9882834405 547.9262500000003
 -457983.1007001341 0.6048242286606377 6008624.9882834405 547.9262500000003

 -504679.1746542115 0.030458478666731945 6645764.584378689 554.5405000000003
 -453478.7732803049 0.5423007689211932 6645764.584378689 554.5405000000003

 -498188.41059273615 0.031113478416170588 7332726.82982596 561.1547500000003
 -449113.2406443813 0.48654970952789706 7332726.82982596 561.1547500000003

 -491794.5473882917 0.03183278385746861 8072048.595869223 567.7690000000002
 -444886.5265511665 0.4366807782827014 8072048.595869223 567.7690000000002

 -485488.8305328684 0.032627501565967526 8866339.277408274 574.3832500000002
 -440799.5747971015 0.39193092154406267 8866339.277408274 574.3832500000002

 -479261.68484310235 0.033511735118076556 9718284.428378815 580.9975000000002
 -436854.4923202814 0.35164236428514295 9718284.428378815 580.9975000000002

 -473102.3350910717 0.03450376098475447 1.0630649885638362E7 587.6117500000001
 -433054.9097214873 0.3152440669205544 1.0630649885638362E7 587.6117500000001

 -466998.23634955497 0.03562784754363228 1.1606286418534104E7 594.2260000000001
 -429406.5333229455 0.28223559107322377 1.1606286418534104E7 594.2260000000001

 -460934.1768402918 0.03691719622508774 1.2648134937086238E7 600.8402500000001
 -425918.0258623864 0.2521723152111854 1.2648134937086238E7 600.8402500000001

 -454890.78192215745 0.038418965289290424 1.375923235549904E7 607.4545
 -422602.4871993995 0.2246505756365147 1.375923235549904E7 607.4545

 -448841.8347456599 0.04020347398095927 1.4942718012494927E7 614.06875
 -419480.1191140424 0.19929027137418356 1.4942718012494927E7 614.06875

 -442749.00678041996 0.0423827098018822 1.6201840962435838E7 620.683
 -416583.48143611266 0.17570950400168417 1.6201840962435838E7 620.683

 -436550.04966597573 0.04515273398747577 1.753996795509897E7 627.29725
 -413969.28746774484 0.15347642791967306 1.753996795509897E7 627.29725

 -430126.4976983376 0.048912383807158975 1.8960592337302864E7 633.9114999999999
 -411750.68964034057 0.13198571330358477 1.8960592337302864E7 633.9114999999999

 -423176.80654717097 0.05474157312988307 2.0467343920667563E7 640.5257499999999
 -410224.1296908383 0.10997616506759977 2.0467343920667563E7 640.5257499999999

 -412575.5000465357 0.0748329685307932 2.2063999999999966E7 647.1399999999999
 -412575.5000465357 0.0748329685307932 2.2063999999999966E7 647.1399999999999

