 entropy p
 182928.64620026122 1285119.266423928
 183336.71422093446 1229699.0044310864
 183761.42849494575 1174278.7424382446
 184204.42822640433 1118858.480445403
 184667.60186823283 1063438.2184525612
 185153.14055302966 1008017.9564597196
 185663.6066472733 952597.694466878
 186202.02287593164 897177.4324740364
 186771.98990038698 841757.1704811947
 187377.84399878586 786336.9084883531
 188024.8724721656 730916.6464955115
 188719.61415429253 675496.3845026699
 189470.28886212167 620076.1225098283
 190287.42846240534 564655.8605169867
 191184.83502078766 509235.598524145
 192181.09324302006 453815.33653130336
 193302.07295661818 398395.0745384617
 194585.31813684176 342974.81254562
 196088.33726786272 287554.55055277835
 197905.87523050935 232134.2885599367
 200211.1635014021 176714.02656709502

 107214.22514712378 2130326.922984198
 107172.20628274576 3015422.692218055
 107130.47932049091 3900518.4614519123
 107089.03967494832 4785614.23068577
 107047.88287451079 5670709.999919627
 107007.00455751624 6555805.769153484
 106966.4004685544 7440901.538387341
 106926.06645492766 8325997.307621199
 106885.9984632628 9211093.076855056
 106846.19253626704 1.0096188846088912E7
 106806.64480961143 1.0981284615322769E7
 106767.3515089483 1.1866380384556625E7
 106728.30894704742 1.2751476153790481E7
 106689.51352104708 1.3636571923024338E7
 106650.96170981608 1.4521667692258194E7
 106612.6500714192 1.540676346149205E7
 106574.57524068249 1.6291859230725907E7
 106536.73392685413 1.7176954999959763E7
 106499.12291135383 1.806205076919362E7
 106461.73904560987 1.8947146538427476E7
 106424.57924897765 1.9832242307661332E7
 106387.64050673626 2.071733807689519E7
 106350.91986816065 2.1602433846129045E7
 106314.41444466446 2.24875296153629E7
 106278.1214080115 2.3372625384596758E7
 106242.0379885921 2.4257721153830614E7
 106206.16147376223 2.514281692306447E7
 106170.48920624185 2.6027912692298327E7
 106135.0185825703 2.6913008461532183E7
 106099.74705161633 2.779810423076604E7
 106064.67211314067 2.8683199999999896E7

 178773.0372920353 2130326.922984198
 179091.07976197018 2063359.1510372001
 179417.46065715433 1996391.379090202
 179752.7867076692 1929423.607143204
 180097.72776351246 1862455.8351962059
 180453.02609772846 1795488.0632492078
 180819.5074755214 1728520.2913022097
 181198.09440853403 1661552.5193552116
 181589.82213427228 1594584.7474082136
 181995.85802296185 1527616.9754612155
 182417.52533470237 1460649.2035142174
 182856.33255328305 1393681.4315672193
 183314.009946249 1326713.6596202212
 183792.55559965648 1259745.8876732232
 184294.29403692202 1192778.115726225
 184821.95179084054 1125810.343779227
 185378.7561767537 1058842.571832229
 185968.56637800767 991874.7998852308
 186596.05042318688 924907.0279382328
 187266.92879735507 857939.2559912347
 187988.3172645732 790971.4840442366
 188769.2217218071 724003.7120972385
 189621.27393525242 657035.9401502404
 190559.86419293573 590068.1682032424
 191605.9592542906 523100.3962562442
 192789.17252959532 456132.6243092461
 194153.28942786116 389164.85236224794
 195767.06067924303 322197.0804152498
 197747.74392096678 255229.30846825166
 200321.22943398185 188261.53652125353
 204019.29216761515 121293.76457425539

 108907.19867932811 2526434.4059959967
 108862.20943211456 3398326.592462794
 108817.55975426515 4270218.778929591
 108773.24383723331 5142110.965396388
 108729.25602943002 6014003.151863186
 108685.59083043497 6885895.338329983
 108642.24288547097 7757787.52479678
 108599.20698013938 8629679.711263577
 108556.47803538907 9501571.897730373
 108514.05110272527 1.037346408419717E7
 108471.92135961493 1.1245356270663965E7
 108430.08410511617 1.2117248457130762E7
 108388.53475568537 1.2989140643597558E7
 108347.26884117369 1.3861032830064354E7
 108306.28200099418 1.473292501653115E7
 108265.56998045344 1.5604817202997947E7
 108225.12862723882 1.6476709389464743E7
 108184.95388805217 1.734860157593154E7
 108145.04180538468 1.822049376239834E7
 108105.38851442373 1.9092385948865138E7
 108065.99024008676 1.9964278135331936E7
 108026.84329417507 2.0836170321798734E7
 107987.94407264126 2.1708062508265533E7
 107949.28905296672 2.257995469473233E7
 107910.8747916414 2.345184688119913E7
 107872.69792174232 2.4323739067665927E7
 107834.75515060661 2.5195631254132725E7
 107797.04325759358 2.6067523440599523E7
 107759.55909193205 2.693941562706632E7
 107722.29957064976 2.781130781353312E7

 177754.20707344922 2526434.4059959967
 178084.45063855458 2446263.051281939
 178423.03594219024 2366091.696567881
 178770.59335987302 2285920.341853823
 179127.81872905284 2205748.987139765
 179495.4831573481 2125577.6324257073
 179874.44470991965 2045406.2777116492
 180265.6624277246 1965234.922997591
 180670.21326015468 1885063.568283533
 181089.31267319332 1804892.2135694749
 181524.33993650286 1724720.8588554168
 181976.8694275051 1644549.5041413587
 182448.70975916408 1564378.1494273006
 182941.95320435992 1484206.7947132424
 183459.03885236423 1404035.4399991843
 184002.8343491695 1323864.0852851262
 184576.74319890543 1243692.7305710681
 185184.84786470453 1163521.37585701
 185832.10403594322 1083350.021142952
 186524.60972119297 1003178.6664288938
 187269.98666306445 923007.3117148357
 188077.93550634838 842835.9570007776
 188961.06931545737 762664.6022867195
 189936.21177074764 682493.2475726614
 191026.5103768672 602321.8928586033
 192265.0680370561 522150.53814454516
 193701.62535794798 441979.18343048706
 195416.00223651182 361807.82871642895
 197548.63689304783 281636.47400237084
 200383.54365861972 201465.11928831274
 204651.53026399203 121293.76457425464

 110600.9545805913 2976801.620552501
 110552.68355485961 3833681.5665340815
 110504.80964178963 4690561.512515662
 110457.3254209435 5547441.458497243
 110410.22369087195 6404321.404478824
 110363.49746029635 7261201.3504604045
 110317.13993973531 8118081.296441985
 110271.14453355472 8974961.242423566
 110225.50483241293 9831841.188405147
 110180.2146060775 1.0688721134386728E7
 110135.26779659303 1.1545601080368308E7
 110090.65851177802 1.240248102634989E7
 110046.38101903076 1.325936097233147E7
 110002.42973943 1.411624091831305E7
 109958.79924210906 1.4973120864294631E7
 109915.48423889166 1.5830000810276212E7
 109872.47957917309 1.6686880756257793E7
 109829.78024503362 1.754376070223937E7
 109787.38134657084 1.8400640648220953E7
 109745.27811744038 1.9257520594202533E7
 109703.46591059265 2.0114400540184114E7
 109661.94019419557 2.0971280486165695E7
 109620.69654773358 2.1828160432147276E7
 109579.73065827406 2.2685040378128856E7
 109539.03831689115 2.3541920324110437E7
 109498.61541524131 2.4398800270092018E7
 109458.4579422801 2.52556802160736E7
 109418.5619811156 2.611256016205518E7
 109378.92370598999 2.696944010803676E7
 109339.53937938371 2.782632005401834E7

 176753.49896871555 2976801.620552501
 177096.91952037427 2881618.0253532263
 177448.5932559663 2786434.4301539515
 177809.1745074743 2691250.8349546767
 178179.38475140056 2596067.239755402
 178560.02286612804 2500883.644556127
 178951.9773630732 2405700.049356852
 179356.2410717238 2310516.4541575774
 179773.9288999713 2215332.8589583025
 180206.29948219267 2120149.2637590277
 180654.7817888882 2024965.6685597529
 181121.00813384255 1929782.073360478
 181606.85552371218 1834598.4781612032
 182114.49802114215 1739414.8829619284
 182646.47384622614 1644231.2877626535
 183205.77249848252 1549047.6925633787
 183795.94953064396 1453864.097364104
 184421.28023020452 1358680.502164829
 185086.96920107777 1263496.9069655542
 185799.4421794908 1168313.3117662794
 186566.76213359056 1073129.7165670046
 187399.23913711112 977946.1213677296
 188310.3535377495 882762.5261684547
 189318.20790526416 787578.9309691797
 190447.91881129282 692395.3357699048
 191735.7885400846 597211.7405706298
 193237.12885097155 502028.14537135494
 195042.40453434718 406844.55017208005
 197315.25973163542 311660.95497280516
 200401.78834067882 216477.35977353028
 205274.1760470386 121293.76457425537

 112298.91437129595 3486188.9463986955
 112247.0002413548 4326089.314852069
 112195.55328102424 5165989.683305443
 112144.5639202121 6005890.051758817
 112094.02289834204 6845790.4202121915
 112043.9212507026 7685690.788665566
 111994.25029555519 8525591.157118939
 111945.00162195202 9365491.525572313
 111896.16707785617 1.0205391894025687E7
 111847.73876103925 1.1045292262479061E7
 111799.7090051589 1.1885192630932435E7
 111752.07037357744 1.272509299938581E7
 111704.81564828887 1.3564993367839184E7
 111657.93782148126 1.4404893736292558E7
 111611.43008718413 1.5244794104745932E7
 111565.28583333766 1.6084694473199306E7
 111519.49863425358 1.692459484165268E7
 111474.062243447 1.7764495210106052E7
 111428.97058681674 1.8604395578559425E7
 111384.21775615349 1.9444295947012797E7
 111339.79800295623 2.028419631546617E7
 111295.7057325413 2.112409668391954E7
 111251.93549842469 2.1963997052372914E7
 111208.48199696428 2.2803897420826286E7
 111165.3400622472 2.364379778927966E7
 111122.50466120752 2.448369815773303E7
 111079.97088896394 2.5323598526186403E7
 111037.73396436326 2.6163498894639775E7
 110995.78922572038 2.7003399263093147E7
 110954.13212674348 2.784329963154652E7
 110912.75823263505 2.8683199999999892E7

 175765.25073485856 3486188.9463986955
 176123.1762828022 3374025.773671214
 176489.15842609198 3261862.6009437325
 176863.87835982224 3149699.428216251
 177248.08531630022 3037536.2554887696
 177642.60725010186 2925373.082761288
 178048.36357245146 2813209.9100338067
 178466.380440064 2701046.737306325
 178897.809253115 2588883.564578844
 179343.94921965437 2476720.3918513623
 179806.2751217304 2364557.219123881
 180286.47180470746 2252394.0463963994
 180786.4774555863 2140230.873668918
 181308.53851529138 2028067.7009414365
 181855.28020434134 1915904.528213955
 182429.7983243725 1803741.3554864735
 183035.78054737335 1691578.182758992
 183677.66935657477 1579415.0100315106
 184360.88509046633 1467251.8373040291
 185092.13784169365 1355088.6645765477
 185879.87440837364 1242925.4918490662
 186734.9371971954 1130762.3191215848
 187671.56846754 1018599.1463941034
 188709.0028410206 906435.9736666221
 189874.11716119325 794272.8009391407
 191206.11102036337 682109.6282116594
 192765.42925069094 569946.455484178
 194652.5833670132 457783.28275669663
 197053.91808995933 345620.1100292152
 200379.99573710584 233456.93730173382

 114004.87089325399 4059540.1134083
 113948.88985850656 4880328.776294687
 113893.46212387044 5701117.439181074
 113838.57521303545 6521906.10206746
 113784.21709362621 7342694.764953847
 113730.3761556849 8163483.427840234
 113677.04119146422 8984272.090726621
 113624.2013764405 9805060.753613008
 113571.84625145857 1.0625849416499395E7
 113519.96570591953 1.1446638079385782E7
 113468.5499619573 1.2267426742272168E7
 113417.58955950683 1.3088215405158555E7
 113367.07534222574 1.3909004068044942E7
 113316.99844420154 1.4729792730931329E7
 113267.3502773929 1.5550581393817715E7
 113218.12251975565 1.6371370056704102E7
 113169.30710400976 1.719215871959049E7
 113120.8962070047 1.8012947382476877E7
 113072.88223964613 1.8833736045363266E7
 113025.25783734575 1.9654524708249655E7
 112978.01585096486 2.0475313371136043E7
 112931.14933821783 2.129610203402243E7
 112884.65155550974 2.211689069690882E7
 112838.51595018015 2.293767935979521E7
 112792.73615312966 2.3758468022681598E7
 112747.30597180572 2.4579256685567986E7
 112702.21938352735 2.5400045348454375E7
 112657.47052912902 2.6220834011340763E7
 112613.05370690381 2.7041622674227152E7
 112568.96336683151 2.786241133711354E7

 174783.63843539727 4059540.1134083
 175157.7897287389 3928265.2351138317
 175539.66628207528 3796990.3568193633
 175929.9828127175 3665715.478524895
 176329.5218564159 3534440.6002304265
 176739.14491879393 3403165.721935958
 177159.8057273478 3271890.8436414897
 177592.566112562 3140615.9653470214
 178038.6152030142 3009341.087052553
 178499.29283181144 2878066.2087580846
 178976.11834387438 2746791.330463616
 179470.82640060686 2615516.452169148
 179985.41195361913 2484241.5738746794
 180522.18738466644 2352966.695580211
 181083.8560144001 2221691.8172857426
 181673.6079765891 2090416.9389912745
 182295.2471815566 1959142.0606968063
 182953.36233665707 1827867.1824023381
 183653.56177334947 1696592.30410787
 184402.80299557684 1565317.4258134018
 185209.8668824227 1434042.5475189337
 186086.060167435 1302767.6692244655
 187046.29228175216 1171492.7909299973
 188110.79487920852 1040217.9126355292
 189308.00753936335 908943.034341061
 190679.7299161685 777668.1560465929
 192291.08168401668 646393.2777521247
 194251.91742098817 515118.3994576565
 196770.3735118325 383843.52116318827
 200322.3840110268 252568.64286872005

 115723.10115045808 4701984.384568421
 115662.54986206499 5501358.238416137
 115602.65898000538 6300732.092263853
 115543.41203634784 7100105.946111569
 115484.79321072884 7899479.799959285
 115426.78729570111 8698853.653807001
 115369.37966441544 9498227.507654717
 115312.55624044898 1.0297601361502433E7
 115256.30346960935 1.109697521535015E7
 115200.60829355632 1.1896349069197865E7
 115145.45812510495 1.2695722923045581E7
 115090.84082507451 1.3495096776893297E7
 115036.74468057661 1.4294470630741013E7
 114983.15838462455 1.509384448458873E7
 114930.0710169755 1.5893218338436445E7
 114877.47202611083 1.6692592192284161E7
 114825.35121227588 1.749196604613188E7
 114773.69871150369 1.8291339899979595E7
 114722.504980553 1.909071375382731E7
 114671.76078269951 1.9890087607675027E7
 114621.45717432039 2.0689461461522743E7
 114571.58549221989 2.148883531537046E7
 114522.13734164654 2.2288209169218175E7
 114473.10458495613 2.308758302306589E7
 114424.47933087942 2.3886956876913607E7
 114376.25392435463 2.4686330730761323E7
 114328.42093689021 2.548570458460904E7
 114280.97315742317 2.6285078438456755E7
 114233.90358364393 2.708445229230447E7
 114187.20541375743 2.7883826146152187E7
 114140.87203865519 2.8683199999999903E7

 173802.54504268922 4701984.384568421
 174195.10549730394 4549294.6972352825
 174594.88355878674 4396605.009902144
 175002.63993676793 4243915.322569005
 175419.20114926295 4091225.635235866
 175845.471297971 3938535.947902727
 176282.4459544815 3785846.260569588
 176731.22871160056 3633156.5732364487
 177193.05111517047 3480466.8859033096
 177669.29691189737 3327777.1985701704
 178161.53185256003 3175087.5112370313
 178671.54071454797 3022397.823903892
 179201.37380922522 2869708.136570753
 179753.4061052518 2717018.449237614
 180330.41336634886 2564328.761904475
 180935.6715934149 2411639.0745713357
 181573.08894458183 2258949.3872381966
 182247.38380939548 2106259.6999050574
 182964.32993470004 1953570.0125719185
 183731.1014384916 1800880.3252387797
 184556.77098110935 1648190.6379056408
 185453.0507592317 1495500.9505725019
 186435.43390974004 1342811.263239363
 187525.02784846016 1190121.575906224
 188751.65331730078 1037431.8885730852
 190159.42834847426 884742.2012399463
 191817.6933216682 732052.5139068074
 193844.89200963467 579362.8265736685
 196469.7633143718 426673.1392405296
 200233.2069639943 273983.4519073907

 117458.51735254991 5418840.529838394
 117392.78912924856 6194319.178843779
 117327.8563034444 6969797.827849163
 117263.69682250546 7745276.476854547
 117200.2895971176 8520755.125859931
 117137.61444409902 9296233.774865314
 117075.65203348336 1.0071712423870698E7
 117014.38383948983 1.084719107287608E7
 116953.79209503467 1.1622669721881464E7
 116893.85974948484 1.2398148370886847E7
 116834.57042936282 1.317362701989223E7
 116775.90840177353 1.3949105668897614E7
 116717.85854031071 1.4724584317902997E7
 116660.40629325101 1.550006296690838E7
 116603.53765384686 1.6275541615913764E7
 116547.23913255318 1.7051020264919147E7
 116491.49773103857 1.782649891392453E7
 116436.30091783848 1.8601977562929913E7
 116381.63660553182 1.9377456211935297E7
 116327.49312932143 2.015293486094068E7
 116273.85922691715 2.0928413509946063E7
 116220.7240196261 2.1703892158951446E7
 116168.07699456255 2.247937080795683E7
 116115.9079878976 2.3254849456962213E7
 116064.20716907663 2.4030328105967596E7
 116012.96502593558 2.480580675497298E7
 115962.17235065647 2.5581285403978363E7
 115911.8202265034 2.6356764052983746E7
 115861.90001528844 2.713224270198913E7
 115812.40334551758 2.7907721350994512E7
 115763.32210117404 2.8683199999999896E7

 172815.39236754065 5418840.529838394
 173229.1164375349 5242255.637662923
 173649.31051476768 5065670.745487452
 174076.80324568207 4889085.85331198
 174512.48390445195 4712500.961136509
 174957.3152039269 4535916.068961037
 175412.3481408591 4359331.176785566
 175878.73946807545 4182746.2846100945
 176357.77254809524 4006161.392434623
 176850.88256679053 3829576.5002591517
 177359.68739760068 3652991.6080836803
 177886.0258450163 3476406.715908209
 178432.0056193217 3299821.8237327375
 179000.06429422073 3123236.931557266
 179593.04781965225 2946652.0393817946
 180214.31313821045 2770067.147206323
 180867.86447439314 2593482.255030852
 181558.53759607204 2416897.3628553804
 182292.2539578512 2240312.470679909
 183076.3792621275 2063727.5785044376
 183920.24267073628 1887142.6863289662
 184835.91172843784 1710557.7941534948
 185839.3909183823 1533972.9019780234
 186952.55638640223 1357388.009802552
 188206.44655864517 1180803.1176270805
 189647.23785753176 1004218.2254516091
 191348.05735243094 827633.3332761377
 193435.17543690084 651048.4411006663
 196156.57239323627 474463.54892519495
 200116.62626104397 297878.6567497236

 119216.87434385733 6215622.715908516
 119145.22513596663 6964541.958711563
 119074.54420762409 7713461.201514609
 119004.80151952503 8462380.444317656
 118935.96849894224 9211299.687120702
 118868.01794258667 9960218.929923749
 118800.92392754105 1.0709138172726795E7
 118734.66172946763 1.1458057415529842E7
 118669.207747376 1.2206976658332888E7
 118604.53943432118 1.2955895901135935E7
 118540.6352334765 1.3704815143938981E7
 118477.47451907446 1.4453734386742027E7
 118415.03754177713 1.5202653629545074E7
 118353.30537807697 1.595157287234812E7
 118292.25988336912 1.6700492115151167E7
 118231.88364837895 1.744941135795421E7
 118172.15995865475 1.8198330600757256E7
 118113.07275686822 1.89472498435603E7
 118054.60660768852 1.9696169086363345E7
 117996.74666501977 2.044508832916639E7
 117939.47864141063 2.1194007571969435E7
 117882.78877946312 2.194292681477248E7
 117826.66382508403 2.2691846057575524E7
 117771.09100243611 2.344076530037857E7
 117716.05799045948 2.4189684543181613E7
 117661.55290084485 2.4938603785984658E7
 117607.56425735113 2.5687523028787702E7
 117554.08097636778 2.6436442271590747E7
 117501.09234863332 2.718536151439379E7
 117448.58802202618 2.7934280757196836E7
 117396.55798535304 2.868319999999988E7

 171814.9180301215 6215622.715908516
 172253.2940743458 6012478.417530707
 172697.0547144004 5809334.119152898
 173147.1345842029 5606189.820775089
 173604.5177960485 5403045.52239728
 174070.2527720307 5199901.224019471
 174545.4688217456 4996756.9256416615
 175031.39514113605 4793612.627263852
 175529.38305773216 4590468.328886043
 176040.93256626988 4387324.030508234
 176567.7245110479 4184179.7321304255
 177111.66021655637 3981035.433752617
 177674.91100639445 3777891.135374808
 178259.98097695745 3574746.8369969996
 178869.78775745325 3371602.538619191
 179507.76803633754 3168458.2402413823
 180178.01777402952 2965313.9418635736
 180885.48195105715 2762169.643485765
 181636.21665333785 2559025.3451079563
 182437.7595305318 2355881.0467301477
 183299.66748387093 2152736.748352339
 184234.32144117862 1949592.4499745304
 185258.17537250678 1746448.1515967217
 186393.78097976625 1543303.853218913
 187673.24944040104 1340159.5548411044
 189144.58013475884 1137015.2564632958
 190884.28253305284 933870.958085487
 193025.7114353363 730726.6597076782
 195834.6435190402 527582.3613298695
 199976.61054967242 324438.0629520607

 121005.06265309826 7098048.427577372
 120926.56078426517 7817553.4799914565
 120849.2529306238 8537058.53240554
 120773.09732638927 9256563.584819624
 120698.05450136578 9976068.637233708
 120624.08711011415 1.0695573689647792E7
 120551.15977704318 1.1415078742061876E7
 120479.23895564897 1.213458379447596E7
 120408.29280036113 1.2854088846890043E7
 120338.2910496456 1.3573593899304127E7
 120269.20491917965 1.4293098951718211E7
 120201.00700407106 1.5012604004132295E7
 120133.67118918878 1.5732109056546379E7
 120067.17256681639 1.6451614108960463E7
 120001.48736090366 1.7171119161374547E7
 119936.5928572854 1.7890624213788632E7
 119872.46733930508 1.8610129266202718E7
 119809.0900283413 1.9329634318616804E7
 119746.44102879005 2.004913937103089E7
 119684.50127710278 2.0768644423444975E7
 119623.25249452118 2.148814947585906E7
 119562.67714318912 2.2207654528273147E7
 119502.75838534944 2.2927159580687232E7
 119443.48004536823 2.3646664633101318E7
 119384.82657435001 2.4366169685515404E7
 119326.7830171329 2.508567473792949E7
 119269.33498146983 2.5805179790343575E7
 119212.46860922434 2.652468484275766E7
 119156.17054942106 2.7244189895171747E7
 119100.42793300808 2.7963694947585832E7

 170792.86817089608 7098048.427577372
 171260.363414357 6865489.938810601
 171731.66676626087 6632931.45004383
 172207.88535888103 6400372.961277059
 172690.15289408193 6167814.4725102885
 173179.64882602487 5935255.983743518
 173677.61845043546 5702697.494976747
 174185.39479653066 5470139.006209976
 174704.423316113 5237580.517443205
 175236.29054913926 5005022.028676434
 175782.7582372222 4772463.539909664
 176345.80479300456 4539905.051142893
 176927.67667439952 4307346.562376122
 177530.95315472994 4074788.073609351
 178158.62937785033 3842229.5848425804
 178814.22469487943 3609671.0960758096
 179501.92651991147 3377112.6073090388
 180226.78504375243 3144554.118542268
 180994.98239676436 2911995.629775497
 181814.21362174532 2679437.1410087263
 182694.24063283324 2446878.6522419555
 183647.7232708636 2214320.1634751847
 184691.51282901826 1981761.6747084141
 185848.75639598165 1749203.1859416435
 187152.51093442386 1516644.697174873
 188652.3885787562 1284086.2084081024
 190427.91154138118 1051527.7196413318
 192618.8160109252 818969.2308745612
 195507.21362195886 586410.7421077907
 199816.8622737917 353852.2533410201

 122831.5360294363 8072048.595869198
 122744.9851873052 8759086.97600689
 122659.93019964379 9446125.356144581
 122576.31152035421 1.0133163736282272E7
 122494.07332045882 1.0820202116419964E7
 122413.16317471898 1.1507240496557655E7
 122333.53178125809 1.2194278876695346E7
 122255.13271005011 1.2881317256833037E7
 122177.92217673111 1.3568355636970729E7
 122101.85883869138 1.425539401710842E7
 122026.9036108416 1.4942432397246111E7
 121953.01949876497 1.5629470777383802E7
 121880.17144732704 1.6316509157521494E7
 121808.3262030074 1.7003547537659183E7
 121737.45218848134 1.7690585917796873E7
 121667.51938814508 1.8377624297934562E7
 121598.49924344278 1.906466267807225E7
 121530.36455699326 1.975170105820994E7
 121463.08940462983 2.043873943834763E7
 121396.64905457376 2.112577781848532E7
 121331.01989304705 2.181281619862301E7
 121266.17935571255 2.24998545787607E7
 121202.1058643925 2.3186892958898388E7
 121138.7787685811 2.3873931339036077E7
 121076.17829131379 2.4560969719173767E7
 121014.28547900636 2.5248008099311456E7
 120953.08215491394 2.5935046479449145E7
 120892.55087589659 2.6622084859586835E7
 120832.67489221039 2.7309123239724524E7
 120773.43811006988 2.7996161619862214E7
 120714.82505675235 2.8683199999999903E7

 169739.55686656132 8072048.595869198
 170241.99272860188 7807023.434826033
 170745.92230267465 7541998.273782868
 171252.7440973466 7276973.112739703
 171763.83613662023 7011947.951696537
 172280.58512213465 6746922.790653372
 172804.41414896512 6481897.629610207
 173336.81053769146 6216872.468567042
 173879.35524662078 5951847.307523876
 174433.75538402688 5686822.146480711
 175001.88154864215 5421796.985437546
 175585.81211067186 5156771.824394381
 176187.88715797092 4891746.663351215
 176810.7757660021 4626721.50230805
 177457.561661708 4361696.341264885
 178131.85449955708 4096671.18022172
 178837.93728921376 3831646.0191785553
 179580.96576138286 3566620.8581353906
 180367.24396951485 3301595.697092226
 181204.61466403614 3036570.536049061
 182103.0276682558 2771545.375005896
 183075.39413391027 2506520.2139627314
 184138.91935360318 2241495.0529195666
 185317.2775692699 1976469.8918764018
 186644.36137985313 1711444.730833237
 188171.20999905554 1446419.5697900723
 189980.02500305045 1181394.4087469075
 192216.27111550493 916369.2477037427
 195176.9655699862 651344.0866605779
 199640.77026591307 386318.9256174131

 124706.9589947148 9143780.051941393
 124610.77488790677 9795094.05021001
 124516.50243087274 1.0446408048478628E7
 124424.05401606412 1.1097722046747245E7
 124333.34831509797 1.1749036045015862E7
 124244.30967284899 1.240035004328448E7
 124156.86757434836 1.3051664041553097E7
 124070.95617410124 1.3702978039821714E7
 123986.51387913854 1.4354292038090331E7
 123903.48297851054 1.5005606036358949E7
 123821.80931306526 1.5656920034627566E7
 123741.4419803089 1.6308234032896183E7
 123662.3330698939 1.69595480311648E7
 123584.43742596371 1.7610862029433414E7
 123507.71243309607 1.826217602770203E7
 123432.11782305295 1.8913490025970645E7
 123357.61549992408 1.956480402423926E7
 123284.16938157643 2.0216118022507876E7
 123211.74525559241 2.086743202077649E7
 123140.3106481173 2.1518746019045107E7
 123069.83470423325 2.2170060017313723E7
 123000.28807864958 2.2821374015582338E7
 122931.64283564594 2.3472688013850953E7
 122863.87235733145 2.412400201211957E7
 122796.95125939374 2.4775316010388184E7
 122730.855313606 2.54266300086568E7
 122665.56137644294 2.6077944006925415E7
 122601.04732323023 2.672925800519403E7
 122537.29198731245 2.7380572003462646E7
 122474.27510378303 2.803188600173126E7
 122411.97725736519 2.8683199999999877E7

 168643.20673080406 9143780.051941393
 169188.35214810455 8843030.509029156
 169731.52641460294 8542280.966116918
 170274.63916887264 8241531.42320468
 170819.48067999093 7940781.880292442
 171367.77509692774 7640032.337380203
 171921.22554298467 7339282.794467965
 172481.5547626911 7038533.251555727
 173050.54418560755 6737783.708643489
 173630.0738681341 6437034.16573125
 174222.16569359796 6136284.622819012
 174829.0324112874 5835535.079906774
 175453.13559254177 5534785.5369945355
 176097.25644920542 5234035.994082297
 176764.5848426025 4933286.451170059
 177458.83396704635 4632536.908257821
 178184.3915641941 4331787.365345582
 178946.52388560644 4031037.8224333446
 179751.6573500697 3730288.2795211067
 180607.77748766966 3429538.736608869
 181525.01022537728 3128789.193696631
 182516.49673369812 2828039.6507843933
 183599.7609963134 2527290.1078721555
 184798.9469839803 2226540.5649599177
 186148.68817972342 1925791.0220476796
 187701.2882386793 1625041.4791354416
 189541.33052542337 1324291.9362232035
 191819.4108424685 1023542.3933109655
 194846.0874557212 722792.8503987275
 199451.3846122537 422043.3074864895

 126645.23255644803 1.0319640528073542E7
 126537.234403718 1.0931759177137755E7
 126431.74294529186 1.1543877826201968E7
 126328.62396547965 1.2155996475266181E7
 126227.75444704144 1.2768115124330394E7
 126129.02131835317 1.3380233773394607E7
 126032.3203744126 1.399235242245882E7
 125937.55534315061 1.4604471071523033E7
 125844.63707388338 1.5216589720587246E7
 125753.48282897161 1.582870836965146E7
 125664.01566313388 1.6440827018715672E7
 125576.16387753164 1.7052945667779885E7
 125489.86053794532 1.76650643168441E7
 125405.04304809542 1.827718296590831E7
 125321.6527706092 1.8889301614972524E7
 125239.63468930575 1.9501420264036737E7
 125158.93710744017 2.011353891310095E7
 125079.51137734747 2.0725657562165163E7
 125001.31165759696 2.1337776211229376E7
 124924.2946943195 2.194989486029359E7
 124848.41962384025 2.2562013509357803E7
 124773.6477941414 2.3174132158422016E7
 124699.94260301144 2.378625080748623E7
 124627.26935101999 2.439836945655044E7
 124555.59510769582 2.5010488105614655E7
 124484.88858949387 2.5622606754678868E7
 124415.12004830898 2.623472540374308E7
 124346.26116944739 2.6846844052807294E7
 124278.2849780973 2.7458962701871507E7
 124211.16575345164 2.807108135093572E7

 167488.9123939487 1.0319640528073542E7
 168087.4627571524 9979695.635956898
 168678.70387480833 9639750.743840255
 169265.48145401067 9299805.851723611
 169850.30568945734 8959860.959606968
 170435.4658309594 8619916.067490324
 171023.11662600626 8279971.175373682
 171615.34766229684 7940026.283257039
 172214.2428678168 7600081.391140397
 172821.93536288277 7260136.499023754
 173440.66180201437 6920191.606907112
 174072.81995412376 6580246.714790469
 174721.03340413806 6240301.8226738265
 175388.22790342392 5900356.930557184
 176077.72514857136 5560412.038440541
 176793.3618615345 5220467.146323899
 177539.6454150771 4880522.254207256
 178321.96267725018 4540577.362090614
 179146.8676480844 4200632.469973971
 180022.48845033042 3860687.577857328
 180959.12036879745 3520742.685740685
 181970.11913307515 3180797.793624042
 183073.29936859518 2840852.901507399
 184293.22706275128 2500908.009390756
 185665.19572315537 2160963.117274113
 187242.63195136402 1821018.22515747
 189112.23735024838 1481073.333040827
 191429.1979986194 1141128.440924184
 194516.33362175454 801183.548807541
 199251.4094585012 461238.6566908981
 210498.77283695864 121293.76457425521

 128665.21093144575 1.1606286418534081E7
 128542.24443560131 1.2175516871249609E7
 128422.68013251775 1.2744747323965136E7
 128306.3010278811 1.3313977776680663E7
 128192.91158589075 1.388320822939619E7
 128082.33489922926 1.4452438682111718E7
 127974.41031953214 1.5021669134827245E7
 127868.99146016086 1.5590899587542772E7
 127765.94450234839 1.61601300402583E7
 127665.14675035744 1.6729360492973827E7
 127566.48539243807 1.7298590945689354E7
 127469.85643292536 1.786782139840488E7
 127375.16376753336 1.843705185112041E7
