 enthalpy p
 -1.9636394387242815E8 1181010.4215037718
 -1.9636206883198822E8 1263113.5104174335
 -1.9636014020713967E8 1345216.599331095
 -1.9635815863802972E8 1427319.6882447568
 -1.9635612475313488E8 1509422.7771584184
 -1.963540391695494E8 1591525.86607208
 -1.9635190249326378E8 1673628.9549857418
 -1.9634971531943533E8 1755732.0438994034
 -1.9634747823265016E8 1837835.132813065
 -1.96345191807177E8 1919938.2217267267
 -1.9634285660721388E8 2002041.3106403884
 -1.963404731871267E8 2084144.39955405
 -1.9633804209168124E8 2166247.4884677115
 -1.9633556385626778E8 2248350.577381373
 -1.9633303900711948E8 2330453.6662950343
 -1.963304680615242E8 2412556.755208696
 -1.9632785152803007E8 2494659.844122357
 -1.9632518990664503E8 2576762.9330360186
 -1.9632248368903118E8 2658866.02194968
 -1.9631973335869247E8 2740969.1108633415
 -1.9631693939115837E8 2823072.199777003
 -1.963141022541613E8 2905175.2886906643
 -1.9631122240780944E8 2987278.377604326
 -1.9630830030475488E8 3069381.466517987
 -1.9630533639035696E8 3151484.5554316486
 -1.963023311028408E8 3233587.64434531
 -1.962992848734521E8 3315690.7332589715
 -1.962961981266071E8 3397793.822172633
 -1.9629307128003874E8 3479896.9110862943
 -1.9628990474493918E8 3561999.9999999558

 -1.6725134893938896E8 277876.44345349364
 -1.6723688131565514E8 274040.1572213085
 -1.6722245628910017E8 270203.87098912336
 -1.672080734748453E8 266367.5847569382
 -1.6719373249376488E8 262531.2985247531
 -1.6717943297236678E8 258695.01229256793
 -1.67165174542676E8 254858.7260603828
 -1.671509568421212E8 251022.43982819765
 -1.671367795134243E8 247186.1535960125
 -1.6712264220449293E8 243349.86736382736
 -1.6710854456831574E8 239513.58113164222
 -1.670944862628603E8 235677.29489945708
 -1.6708046695097375E8 231841.00866727193
 -1.670664863002859E8 228004.7224350868
 -1.670525439831148E8 224168.43620290165
 -1.670386396763747E8 220332.1499707165
 -1.6702477306148627E8 216495.86373853136
 -1.6701094382428935E8 212659.57750634622
 -1.669971516549573E8 208823.29127416108
 -1.6698339624791393E8 204987.00504197594
 -1.669696773017525E8 201150.7188097908
 -1.669559945191563E8 197314.43257760565
 -1.669423476068215E8 193478.1463454205
 -1.669287362753817E8 189641.86011323537
 -1.6691516023933437E8 185805.57388105022
 -1.6690161921696907E8 181969.28764886508
 -1.6688811293029726E8 178133.00141667994
 -1.668746411049839E8 174296.7151844948
 -1.668612034702806E8 170460.42895230965
 -1.668477997589601E8 166624.1427201245
 -1.66834429707253E8 162787.85648793937
 -1.66821093054785E8 158951.57025575422
 -1.6680778954451627E8 155115.28402356908
 -1.6679451892268193E8 151278.99779138394
 -1.66781280938734E8 147442.7115591988
 -1.6676807534528455E8 143606.42532701365
 -1.6675490189805025E8 139770.1390948285
 -1.6674176035579804E8 135933.85286264337
 -1.6672865048029217E8 132097.56663045823
 -1.6671557203624234E8 128261.2803982731

 -1.9528302207752424E8 304442.05881630804
 -1.9528240032136148E8 385881.00734589936
 -1.9528171087460798E8 467319.9558754907
 -1.9528095464671513E8 548758.904405082
 -1.9528013252842614E8 630197.8529346733
 -1.952792453922963E8 711636.8014642646
 -1.952782940931968E8 793075.749993856
 -1.9527727946879926E8 874514.6985234473
 -1.9527620234004495E8 955953.6470530386
 -1.952750635115965E8 1037392.5955826299
 -1.952738637722757E8 1118831.544112221
 -1.9527260389548537E8 1200270.4926418124
 -1.9527128463961723E8 1281709.4411714037
 -1.952699067484463E8 1363148.389700995
 -1.9526847095151263E8 1444587.3382305864
 -1.9526697796448958E8 1526026.2867601777
 -1.9526542848954085E8 1607465.235289769
 -1.952638232156655E8 1688904.1838193603
 -1.952621628190321E8 1770343.1323489517
 -1.9526044796330175E8 1851782.080878543
 -1.9525867929994154E8 1933221.0294081343
 -1.952568574685274E8 2014659.9779377256
 -1.95254983097038E8 2096098.926467317
 -1.952530568021391E8 2177537.874996908
 -1.9525107918945923E8 2258976.8235264993
 -1.95249050853857E8 2340415.7720560906
 -1.9524697237968025E8 2421854.720585682
 -1.9524484434101707E8 2503293.6691152733
 -1.952426673019396E8 2584732.6176448646
 -1.9524044181674027E8 2666171.566174456
 -1.9523816843016115E8 2747610.5147040472
 -1.952358476776164E8 2829049.4632336386
 -1.9523348008540827E8 2910488.41176323
 -1.95231066170937E8 2991927.360292821
 -1.9522860644290397E8 3073366.3088224125
 -1.952261014015098E8 3154805.257352004
 -1.952235515386462E8 3236244.205881595
 -1.952209573380826E8 3317683.1544111865
 -1.952183192756475E8 3399122.102940778
 -1.9521563781940445E8 3480561.051470369

 -1.664775259918696E8 304442.05881630804
 -1.6646057882154763E8 299941.63220005255
 -1.6644368991583413E8 295441.20558379707
 -1.664268586608754E8 290940.7789675416
 -1.6641008445350614E8 286440.3523512861
 -1.6639336670099068E8 281939.9257350306
 -1.6637670482077232E8 277439.49911877513
 -1.663600982402305E8 272939.07250251964
 -1.6634354639644483E8 268438.64588626416
 -1.663270487359672E8 263938.2192700087
 -1.663106047145997E8 259437.7926537532
 -1.6629421379717997E8 254937.3660374977
 -1.6627787545737252E8 250436.93942124222
 -1.6626158917746624E8 245936.51280498673
 -1.6624535444817808E8 241436.08618873125
 -1.6622917076846203E8 236935.65957247576
 -1.6621303764532408E8 232435.23295622028
 -1.6619695459364218E8 227934.8063399648
 -1.661809211359914E8 223434.3797237093
 -1.661649368024741E8 218933.95310745382
 -1.6614900113055497E8 214433.52649119834
 -1.6613311366490045E8 209933.09987494285
 -1.6611727395722288E8 205432.67325868737
 -1.6610148156612876E8 200932.24664243188
 -1.6608573605697137E8 196431.8200261764
 -1.6607003700170717E8 191931.39340992091
 -1.6605438397875643E8 187430.96679366543
 -1.660387765728673E8 182930.54017740994
 -1.6602321437498373E8 178430.11356115446
 -1.6600769698211688E8 173929.68694489897
 -1.6599222399721986E8 169429.2603286435
 -1.6597679502906585E8 164928.833712388
 -1.659614096921295E8 160428.40709613252
 -1.6594606760647106E8 155927.98047987703
 -1.6593076839762416E8 151427.55386362155
 -1.6591551169648567E8 146927.12724736606
 -1.6590029713920918E8 142426.70063111058
 -1.6588512436710054E8 137926.2740148551
 -1.6586999302651647E8 133425.8473985996
 -1.6585490276876557E8 128925.42078234412
 -1.6583985325001183E8 124424.99416608864

 -1.9417461016328084E8 332918.3794188011
 -1.9417464856093553E8 413645.41993333003
 -1.941746123382949E8 494372.460447859
 -1.9417450254409972E8 575099.500962388
 -1.9417432020449883E8 655826.541476917
 -1.941740663237075E8 736553.581991446
 -1.9417374188464355E8 817280.622505975
 -1.941733478495383E8 898007.6630205039
 -1.9417288516052648E8 978734.7035350329
 -1.9417235474021468E8 1059461.744049562
 -1.941717574922296E8 1140188.784564091
 -1.9417109430174553E8 1220915.8250786199
 -1.9417036603599674E8 1301642.8655931489
 -1.9416957354476863E8 1382369.9061076778
 -1.9416871766087216E8 1463096.9466222068
 -1.9416779920060438E8 1543823.9871367358
 -1.9416681896419078E8 1624551.0276512648
 -1.9416577773621398E8 1705278.0681657938
 -1.9416467628602764E8 1786005.1086803228
 -1.9416351536815628E8 1866732.1491948518
 -1.941622957226826E8 1947459.1897093807
 -1.94161018075621E8 2028186.2302239097
 -1.941596831392799E8 2108913.2707384387
 -1.9415829161261186E8 2189640.3112529675
 -1.9415684418155214E8 2270367.351767496
 -1.94155341519347E8 2351094.392282025
 -1.9415378428687114E8 2431821.4327965537
 -1.9415217313293537E8 2512548.4733110825
 -1.941505086945844E8 2593275.513825611
 -1.9414879159738567E8 2674002.55434014
 -1.9414702245570877E8 2754729.5948546687
 -1.941452018729968E8 2835456.6353691975
 -1.9414333044202915E8 2916183.675883726
 -1.941414087451763E8 2996910.716398255
 -1.9413943735464692E8 3077637.7569127837
 -1.941374168327278E8 3158364.7974273125
 -1.941353477320165E8 3239091.837941841
 -1.941332305956469E8 3319818.87845637
 -1.941310659575085E8 3400545.9189708987
 -1.9412885434245908E8 3481272.9594854275
 -1.941265962665312E8 3561999.999999956

 -1.657023506931879E8 332918.3794188011
 -1.6568273468414617E8 327706.0447874833
 -1.6566319654738718E8 322493.71015616547
 -1.6564373533701733E8 317281.37552484765
 -1.6562435012610984E8 312069.04089352983
 -1.65605040006177E8 306856.706262212
 -1.655858040866607E8 301644.3716308942
 -1.6556664149444115E8 296432.0369995764
 -1.655475513733625E8 291219.70236825856
 -1.6552853288377535E8 286007.36773694074
 -1.6550958520209464E8 280795.0331056229
 -1.6549070752037275E8 275582.6984743051
 -1.6547189904588717E8 270370.3638429873
 -1.654531590007418E8 265158.02921166946
 -1.65434486621482E8 259945.69458035164
 -1.654158811587219E8 254733.35994903382
 -1.653973418767843E8 249521.025317716
 -1.653788680533523E8 244308.6906863982
 -1.65360458979132E8 239096.35605508037
 -1.6534211395752653E8 233884.02142376255
 -1.6532383230432E8 228671.68679244473
 -1.653056133473717E8 223459.3521611269
 -1.6528745642632002E8 218247.0175298091
 -1.6526936089229557E8 213034.68289849127
 -1.652513261076432E8 207822.34826717345
 -1.6523335144565254E8 202610.01363585563
 -1.65215436290297E8 197397.67900453781
 -1.6519758003598055E8 192185.34437322
 -1.651797820872922E8 186973.00974190218
 -1.651620418587679E8 181760.67511058436
 -1.6514435877465945E8 176548.34047926654
 -1.6512673226871052E8 171336.00584794872
 -1.6510916178393888E8 166123.6712166309
 -1.6509164677242535E8 160911.33658531308
 -1.6507418669510862E8 155699.00195399526
 -1.6505678102158636E8 150486.66732267744
 -1.6503942922992152E8 145274.33269135962
 -1.6502213080645466E8 140061.9980600418
 -1.6500488524562126E8 134849.663428724
 -1.649876920497745E8 129637.32879740617

 -1.930554080231894E8 363395.49568787793
 -1.9305615220843142E8 443360.60829567997
 -1.9305681401346794E8 523325.720903482
 -1.9305739465062428E8 603290.8335112841
 -1.9305789530485174E8 683255.9461190861
 -1.930583171345637E8 763221.0587268881
 -1.9305866127244133E8 843186.1713346902
 -1.9305892882620776E8 923151.2839424922
 -1.930591208793726E8 1003116.3965502942
 -1.9305923849194926E8 1083081.5091580963
 -1.9305928270114467E8 1163046.6217658983
 -1.9305925452202508E8 1243011.7343737003
 -1.9305915494815245E8 1322976.8469815024
 -1.9305898495220718E8 1402941.9595893044
 -1.93058745486577E8 1482907.0721971064
 -1.9305843748393312E8 1562872.1848049085
 -1.93058061857782E8 1642837.2974127105
 -1.9305761950299865E8 1722802.4100205125
 -1.9305711129634106E8 1802767.5226283146
 -1.930565380969467E8 1882732.6352361166
 -1.9305590074681196E8 1962697.7478439186
 -1.93055200071255E8 2042662.8604517207
 -1.93054436879363E8 2122627.973059523
 -1.9305361196442404E8 2202593.085667325
 -1.930527261043448E8 2282558.1982751274
 -1.930517800620539E8 2362523.3108829297
 -1.9305077458589244E8 2442488.423490732
 -1.9304971040999138E8 2522453.5360985342
 -1.930485882546364E8 2602418.6487063365
 -1.9304740882662147E8 2682383.761314139
 -1.9304617281959063E8 2762348.873921941
 -1.9304488091436896E8 2842313.9865297433
 -1.93043533779283E8 2922279.0991375456
 -1.9304213207047135E8 3002244.211745348
 -1.9304067643218502E8 3082209.32435315
 -1.9303916749707896E8 3162174.4369609524
 -1.9303760588649416E8 3242139.5495687546
 -1.9303599221073142E8 3322104.662176557
 -1.9303432706931657E8 3402069.774784359
 -1.930326110512577E8 3482034.8873921614

 -1.6492614799764314E8 363395.49568787793
 -1.649036577896025E8 357421.2331498332
 -1.6488126977888313E8 351446.9706117885
 -1.648589825469356E8 345472.7080737438
 -1.6483679470767593E8 339498.4455356991
 -1.6481470490645525E8 333524.18299765437
 -1.647927118190709E8 327549.92045960965
 -1.6477081415081728E8 321575.65792156494
 -1.647490106355744E8 315601.3953835202
 -1.6472730003493232E8 309627.1328454755
 -1.6470568113734975E8 303652.8703074308
 -1.6468415275734526E8 297678.6077693861
 -1.6466271373471934E8 291704.3452313414
 -1.6464136293380633E8 285730.08269329666
 -1.646200992427544E8 279755.82015525195
 -1.6459892157283255E8 273781.55761720723
 -1.645778288577632E8 267807.2950791625
 -1.645568200530794E8 261833.03254111778
 -1.6453589413550568E8 255858.77000307303
 -1.6451505010236108E8 249884.5074650283
 -1.6449428697098362E8 243910.24492698355
 -1.6447360377817547E8 237935.9823889388
 -1.644529995796677E8 231961.71985089406
 -1.6443247344960344E8 225987.45731284932
 -1.644120244800398E8 220013.19477480458
 -1.643916517804661E8 214038.93223675984
 -1.643713544773393E8 208064.6696987151
 -1.6435113171363476E8 202090.40716067035
 -1.6433098264841267E8 196116.1446226256
 -1.643109064563985E8 190141.88208458087
 -1.642909023275776E8 184167.61954653612
 -1.6427096946680343E8 178193.35700849138
 -1.642511070934183E8 172219.09447044664
 -1.642313144408865E8 166244.8319324019
 -1.642115907564395E8 160270.56939435715
 -1.641919353007323E8 154296.3068563124
 -1.6417234734751087E8 148322.04431826767
 -1.6415282618328992E8 142347.78178022293
 -1.6413337110704115E8 136373.51924217818
 -1.6411398142989078E8 130399.25670413344
 -1.6409465647482684E8 124424.9941660887

 -1.9192520438258845E8 395965.39594999957
 -1.919267038004626E8 475116.2610512486
 -1.9192811212802303E8 554267.1261524976
 -1.9192943077037024E8 633417.9912537466
 -1.9193066109931296E8 712568.8563549955
 -1.9193180445443803E8 791719.7214562445
 -1.919328621441353E8 870870.5865574934
 -1.919338354465819E8 950021.4516587424
 -1.9193472561068738E8 1029172.3167599913
 -1.9193553385700166E8 1108323.1818612404
 -1.919362613785869E8 1187474.0469624894
 -1.9193690934185624E8 1266624.9120637383
 -1.919374788873818E8 1345775.7771649873
 -1.9193797113066518E8 1424926.6422662362
 -1.91938387162889E8 1504077.5073674852
 -1.9193872805163223E8 1583228.3724687342
 -1.919389948415622E8 1662379.2375699831
 -1.919391885551002E8 1741530.102671232
 -1.9193931019306326E8 1820680.967772481
 -1.9193936073528165E8 1899831.83287373
 -1.9193934114119542E8 1978982.697974979
 -1.919392523504284E8 2058133.563076228
 -1.9193909528334236E8 2137284.428177477
 -1.9193887084157157E8 2216435.293278726
 -1.9193857990853846E8 2295586.158379975
 -1.919382233499518E8 2374737.0234812237
 -1.9193780201428723E8 2453887.8885824727
 -1.9193731673325145E8 2533038.7536837216
 -1.91936768322231E8 2612189.6187849706
 -1.9193615758072543E8 2691340.4838862196
 -1.919354852927661E8 2770491.3489874685
 -1.9193475222732127E8 2849642.2140887175
 -1.9193395913868767E8 2928793.0791899664
 -1.9193310676686907E8 3007943.9442912154
 -1.9193219583794284E8 3087094.8093924643
 -1.9193122706441432E8 3166245.6744937133
 -1.9193020114556026E8 3245396.5395949623
 -1.919291187677607E8 3324547.404696211
 -1.919279806048209E8 3403698.26979746
 -1.9192678731828302E8 3482849.134898709
 -1.9192553955772752E8 3561999.999999958

 -1.6414926092682344E8 395965.39594999957
 -1.6412367325409722E8 389176.8859054018
 -1.640982177592165E8 382388.375860804
 -1.6407289236033463E8 375599.8658162062
 -1.6404769502959943E8 368811.3557716084
 -1.640226237912132E8 362022.84572701063
 -1.639976767195816E8 355234.33568241284
 -1.6397285193754655E8 348445.82563781505
 -1.6394814761469764E8 341657.31559321727
 -1.6392356196575958E8 334868.8055486195
 -1.6389909324904913E8 328080.2955040217
 -1.6387473976500028E8 321291.7854594239
 -1.6385049985475248E8 314503.2754148261
 -1.6382637189879906E8 307714.7653702283
 -1.6380235431569302E8 300926.25532563054
 -1.6377844556080693E8 294137.74528103275
 -1.637546441251443E8 287349.23523643496
 -1.6373094853419983E8 280560.7251918372
 -1.63707357346866E8 273772.2151472394
 -1.6368386915438432E8 266983.7051026416
 -1.6366048257933736E8 260195.1950580438
 -1.6363719627468264E8 253406.68501344603
 -1.6361400892282236E8 246618.17496884824
 -1.6359091923471135E8 239829.66492425045
 -1.6356792594899797E8 233041.15487965266
 -1.63545027831199E8 226252.64483505487
 -1.6352222367290533E8 219464.1347904571
 -1.6349951229101765E8 212675.6247458593
 -1.634768925270108E8 205887.1147012615
 -1.6345436324622548E8 199098.60465666372
 -1.6343192333718556E8 192310.09461206594
 -1.6340957171094096E8 185521.58456746815
 -1.6338730730043352E8 178733.07452287036
 -1.6336512905988652E8 171944.56447827257
 -1.6334303596421468E8 165156.05443367478
 -1.6332102700845665E8 158367.544389077
 -1.6329910120722568E8 151579.0343444792
 -1.6327725759418064E8 144790.52429988142
 -1.632554952215147E8 138002.01425528363
 -1.632338131594618E8 131213.50421068585

 -1.9078376766339096E8 430721.97079332813
 -1.9078607601240158E8 509003.92152349395
 -1.9078828346944675E8 587285.8722536598
 -1.9079039166763213E8 665567.8229838256
 -1.9079240219941983E8 743849.7737139914
 -1.90794316617999E8 822131.7244441572
 -1.907961364385975E8 900413.675174323
 -1.9079786313974014E8 978695.6259044888
 -1.907994981644518E8 1056977.5766346545
 -1.9080104292141306E8 1135259.5273648202
 -1.9080249878606728E8 1213541.478094986
 -1.908038671016829E8 1291823.4288251516
 -1.908051491803732E8 1370105.3795553173
 -1.9080634630407405E8 1448387.330285483
 -1.908074597254854E8 1526669.2810156487
 -1.9080849066897357E8 1604951.2317458144
 -1.9080944033143902E8 1683233.1824759801
 -1.9081030988315108E8 1761515.1332061458
 -1.9081110046855035E8 1839797.0839363115
 -1.9081181320702043E8 1918079.0346664772
 -1.9081244919363093E8 1996360.985396643
 -1.9081300949985257E8 2074642.9361268086
 -1.908134951742456E8 2152924.8868569746
 -1.9081390724312308E8 2231206.8375871405
 -1.9081424671119002E8 2309488.7883173064
 -1.9081451456215897E8 2387770.7390474724
 -1.90814711759344E8 2466052.6897776383
 -1.9081483924623325E8 2544334.640507804
 -1.90814897947041E8 2622616.59123797
 -1.9081488876724067E8 2700898.541968136
 -1.9081481259407943E8 2779180.492698302
 -1.9081467029707408E8 2857462.443428468
 -1.908144627284911E8 2935744.394158634
 -1.908141907238094E8 3014026.3448888
 -1.908138551021679E8 3092308.2956189658
 -1.9081345666679785E8 3170590.2463491317
 -1.9081299620544088E8 3248872.1970792976
 -1.9081247449075297E8 3327154.1478094636
 -1.9081189228069538E8 3405436.0985396295
 -1.9081125031891263E8 3483718.0492697954

 -1.6337205269519064E8 430721.97079332813
 -1.633431242412717E8 423064.54637764714
 -1.6331436473828372E8 415407.12196196616
 -1.632857711837017E8 407749.69754628517
 -1.63257340662744E8 400092.2731306042
 -1.632290703448253E8 392434.8487149232
 -1.6320095748019156E8 384777.4242992422
 -1.6317299939672622E8 377119.9998835612
 -1.6314519349691674E8 369462.57546788023
 -1.6311753725497165E8 361805.15105219925
 -1.6309002821407953E8 354147.72663651826
 -1.6306266398380095E8 346490.3022208373
 -1.6303544223758602E8 338832.8778051563
 -1.6300836071040997E8 331175.4533894753
 -1.6298141719651988E8 323518.0289737943
 -1.6295460954728675E8 315860.6045581133
 -1.629279356691562E8 308203.18014243233
 -1.6290139352169317E8 300545.75572675135
 -1.6287498111571446E8 292888.33131107036
 -1.6284869651150525E8 285230.9068953894
 -1.6282253781711438E8 277573.4824797084
 -1.627965031867246E8 269916.0580640274
 -1.6277059081909338E8 262258.6336483464
 -1.6274479895606092E8 254601.20923266542
 -1.6271912588112196E8 246943.78481698444
 -1.626935699180575E8 239286.36040130345
 -1.6266812942962402E8 231628.93598562246
 -1.6264280281629696E8 223971.51156994147
 -1.6261758851506582E8 216314.0871542605
 -1.6259248499827823E8 208656.6627385795
 -1.625674907725306E8 200999.2383228985
 -1.6254260437760326E8 193341.81390721753
 -1.6251782438543788E8 185684.38949153654
 -1.6249314939915454E8 178026.96507585555
 -1.6246857805210766E8 170369.54066017456
 -1.6244410900697806E8 162712.11624449358
 -1.6241974095489982E8 155054.6918288126
 -1.623954726146204E8 147397.2674131316
 -1.6237130273169202E8 139739.8429974506
 -1.623472300776937E8 132082.41858176963
 -1.6232325344948176E8 124424.99416608864

 -1.8963084333722758E8 467761.02234269737
 -1.8963401908550104E8 545116.996784129
 -1.8963708288121793E8 622472.9712255605
 -1.896400366282307E8 699828.9456669921
 -1.8964288218056315E8 777184.9201084237
 -1.896456213441782E8 854540.8945498553
 -1.8964825587866527E8 931896.8689912868
 -1.8965078749885407E8 1009252.8434327184
 -1.896532178763573E8 1086608.81787415
 -1.8965554864104587E8 1163964.7923155813
 -1.896577813824613E8 1241320.7667570128
 -1.8965991765116882E8 1318676.7411984443
 -1.8966195896004677E8 1396032.7156398757
 -1.8966390678553706E8 1473388.6900813072
 -1.896657625688246E8 1550744.6645227387
 -1.896675277169822E8 1628100.6389641701
 -1.8966920360406327E8 1705456.6134056016
 -1.896707915721515E8 1782812.587847033
 -1.8967229293236777E8 1860168.5622884645
 -1.8967370896583807E8 1937524.536729896
 -1.8967504092462245E8 2014880.5111713274
 -1.8967629003260803E8 2092236.485612759
 -1.8967745748636743E8 2169592.4600541904
 -1.8967854445598435E8 2246948.434495622
 -1.8967955208584717E8 2324304.4089370533
 -1.8968048149541324E8 2401660.3833784848
 -1.89681333779944E8 2479016.357819916
 -1.8968211001121303E8 2556372.3322613477
 -1.8968281123818794E8 2633728.306702779
 -1.8968343848768717E8 2711084.2811442106
 -1.896839927650131E8 2788440.255585642
 -1.8968447505456218E8 2865796.2300270735
 -1.8968488632041356E8 2943152.204468505
 -1.8968522750689623E8 3020508.1789099365
 -1.8968549953913704E8 3097864.153351368
 -1.8968570332358855E8 3175220.1277927994
 -1.896858397485396E8 3252576.102234231
 -1.896859096846074E8 3329932.0766756623
 -1.8968591398521346E8 3407288.051117094
 -1.896858534870429E8 3484644.025558525
 -1.8968572901048863E8 3561999.9999999567

 -1.6259490919993737E8 467761.02234269737
 -1.6256237407947367E8 459177.62163828214
 -1.6253005286004412E8 450594.2209338669
 -1.6249794127181622E8 442010.8202294517
 -1.624660351849013E8 433427.4195250365
 -1.6243433060301882E8 424844.01882062125
 -1.6240282365752414E8 416260.618116206
 -1.623715106017758E8 407677.2174117908
 -1.6234038780581793E8 399093.8167073756
 -1.6230945175135708E8 390510.41600296035
 -1.6227869902701363E8 381927.0152985451
 -1.6224812632382992E8 373343.6145941299
 -1.6221773043101758E8 364760.2138897147
 -1.6218750823192996E8 356176.81318529946
 -1.6215745670024362E8 347593.41248088423
 -1.6212757289633754E8 339010.011776469
 -1.6209785396385604E8 330426.6110720538
 -1.6206829712644553E8 321843.21036763856
 -1.6203889968465325E8 313259.80966322334
 -1.6200965901297945E8 304676.4089588081
 -1.619805725570728E8 296093.0082543929
 -1.6195163783106124E8 287509.60754997766
 -1.6192285241501036E8 278926.20684556244
 -1.618942139525013E8 270342.8061411472
 -1.6186572014832243E8 261759.405436732
 -1.6183736876626727E8 253176.00473231677
 -1.6180915762703353E8 244592.60402790154
 -1.6178108460621715E8 236009.20332348632
 -1.6175314763239646E8 227425.8026190711
 -1.6172534468530136E8 218842.40191465587
 -1.616976737940632E8 210259.00121024065
 -1.6167013303554046E8 201675.60050582542
 -1.6164272053271744E8 193092.1998014102
 -1.6161543445317033E8 184508.79909699498
 -1.615882730075993E8 175925.39839257975
 -1.615612344484213E8 167341.99768816453
 -1.6153431706842178E8 158758.5969837493
 -1.6150751919946197E8 150175.19627933408
 -1.6148083921123832E8 141591.79557491885
 -1.614542755100929E8 133008.39487050363

 -1.8846615086128914E8 507180.27864987554
 -1.884702578529568E8 583550.7716836276
 -1.8847424037315246E8 659921.2647173797
 -1.884781006486114E8 736291.7577511318
 -1.8848184084470358E8 812662.2507848839
 -1.8848546306772527E8 889032.7438186359
 -1.884889693670825E8 965403.236852388
 -1.8849236173737383E8 1041773.7298861401
 -1.884956421203754E8 1118144.2229198923
 -1.8849881240693653E8 1194514.7159536444
 -1.885018744387895E8 1270885.2089873964
 -1.8850483001027885E8 1347255.7020211485
 -1.88507680870008E8 1423626.1950549006
 -1.8851042872242945E8 1499996.6880886527
 -1.8851307522934416E8 1576367.1811224048
 -1.8851562201135278E8 1652737.6741561568
 -1.8851807064923823E8 1729108.167189909
 -1.885204226852904E8 1805478.660223661
 -1.8852267962457618E8 1881849.153257413
 -1.8852484293615603E8 1958219.6462911651
 -1.8852691405425036E8 2034590.1393249172
 -1.885288943793588E8 2110960.6323586693
 -1.8853078527933377E8 2187331.1253924216
 -1.8853258809041092E8 2263701.618426174
 -1.8853430411819902E8 2340072.1114599262
 -1.8853593463862988E8 2416442.6044936785
 -1.8853748089887244E8 2492813.097527431
 -1.885389441182099E8 2569183.590561183
 -1.8854032548888436E8 2645554.0835949355
 -1.8854162617690843E8 2721924.576628688
 -1.8854284732284665E8 2798295.06966244
 -1.8854399004256698E8 2874665.5626961924
 -1.8854505542796496E8 2951036.0557299447
 -1.8854604454766047E8 3027406.548763697
 -1.885469584476696E8 3103777.0417974493
 -1.8854779815205148E8 3180147.5348312017
 -1.8854856466353208E8 3256518.027864954
 -1.8854925896410578E8 3332888.5208987063
 -1.885498820156151E8 3409259.0139324586
 -1.8855043476031056E8 3485629.506966211

 -1.6181824194583997E8 507180.27864987554
 -1.6178180873311487E8 497611.3965377809
 -1.617456442426399E8 488042.5144256862
 -1.6170974247091535E8 478473.63231359154
 -1.6167409763429832E8 468904.7502014969
 -1.616387041578978E8 459335.8680894022
 -1.6160355666518012E8 449766.98597730754
 -1.61568649968231E8 440198.1038652129
 -1.6153397905862316E8 430629.2217531182
 -1.6149953909884495E8 421060.33964102354
 -1.6146532541424793E8 411491.4575289289
 -1.6143133348547575E8 401922.5754168342
 -1.6139755894133943E8 392353.69330473954
 -1.613639975521077E8 382784.8111926449
 -1.613306452231824E8 373215.9290805502
 -1.6129749798913375E8 363647.04696845554
 -1.6126455200806862E8 354078.1648563609
 -1.6123180355631167E8 344509.2827442662
 -1.6119924902337664E8 334940.40063217154
 -1.6116688490720966E8 325371.5185200769
 -1.6113470780968627E8 315802.6364079822
 -1.6110271443234605E8 306233.75429588754
 -1.6107090157234985E8 296664.8721837929
 -1.6103926611864504E8 287095.9900716982
 -1.610078050483268E8 277527.10795960354
 -1.609765154231821E8 267958.2258475089
 -1.6094539438640642E8 258389.3437354142
 -1.60914439159482E8 248820.46162331954
 -1.6088364703920865E8 239251.57951122487
 -1.608530153948774E8 229682.6973991302
 -1.6082254166557908E8 220113.81528703554
 -1.6079222335764053E8 210544.93317494087
 -1.6076205804217973E8 200976.0510628462
 -1.6073204335277477E8 191407.16895075154
 -1.6070217698323923E8 181838.28683865687
 -1.6067245668549842E8 172269.4047265622
 -1.6064288026756075E8 162700.52261446754
 -1.6061344559157965E8 153131.64050237287
 -1.6058415057200035E8 143562.7583902782
 -1.6055499317378753E8 133993.87627818354
 -1.6052597141072947E8 124424.99416608886

 -1.8728938010708186E8 549079.4133973777
 -1.8729448827955565E8 624402.4280624422
 -1.872994577643448E8 699725.4427275067
 -1.8730429117504278E8 775048.4573925713
 -1.8730899104930025E8 850371.4720576358
 -1.8731355985181496E8 925694.4867227003
 -1.8731799997717357E8 1001017.5013877648
 -1.8732231375255328E8 1076340.5160528293
 -1.873265034402939E8 1151663.530717894
 -1.8733057124034414E8 1226986.5453829586
 -1.8733451929259363E8 1302309.5600480232
 -1.8733834967916888E8 1377632.5747130879
 -1.873420644261763E8 1452955.5893781525
 -1.873456655064716E8 1528278.6040432171
 -1.8734915484083894E8 1603601.6187082818
 -1.8735253430020544E8 1678924.6333733464
 -1.8735580570732465E8 1754247.648038411
 -1.8735897083845717E8 1829570.6627034757
 -1.8736203142497617E8 1904893.6773685403
 -1.8736498915490437E8 1980216.692033605
 -1.8736784567438388E8 2055539.7066986696
 -1.8737060258908352E8 2130862.721363734
 -1.8737326146554637E8 2206185.7360287984
 -1.873758238324811E8 2281508.750693863
 -1.8737829118199903E8 2356831.765358927
 -1.87380664970801E8 2432154.7800239916
 -1.873829466213148E8 2507477.794689056
 -1.873851375227874E8 2582800.8093541204
 -1.8738723903233257E8 2658123.824019185
 -1.8738925247593755E8 2733446.838684249
 -1.873911791494292E8 2808769.8533493136
