 enthalpy volume pressure temperature
 -2.806290651521709E8 0.022704278204680416 134770.8495269488 382.57
 -2.3905176036565086E8 23.34626859174476 134770.8495269488 382.57

 -2.800785179242752E8 0.022851883705549837 168630.0552440359 389.18425
 -2.3884662117321065E8 18.94017292664179 168630.0552440359 389.18425

 -2.795254139763705E8 0.0230055310397544 209155.57404085464 395.79850000000005
 -2.3864459362470448E8 15.491590995235347 209155.57404085464 395.79850000000005

 -2.789695007420118E8 0.02316559335180379 257283.8416131906 402.4127500000001
 -2.3844605616436034E8 12.768320041073707 257283.8416131906 402.4127500000001

 -2.784105134706183E8 0.0233324765072314 314024.43467056897 409.0270000000001
 -2.3825140738804168E8 10.59963097431508 314024.43467056897 409.0270000000001

 -2.778481738642765E8 0.023506622823120743 380459.6707848715 415.6412500000001
 -2.3806106586082703E8 8.858763304147823 380459.6707848715 415.6412500000001

 -2.7728218856369925E8 0.02368851533757596 457743.8829811293 422.25550000000015
 -2.3787547016456136E8 7.450724571466847 457743.8829811293 422.25550000000015

 -2.767122474550009E8 0.02387868271412093 547102.429619836 428.8697500000002
 -2.3769507922400132E8 6.303697490285353 547102.429619836 428.8697500000002

 -2.7613802176500595E8 0.024077704896210642 649830.5006913927 435.4840000000002
 -2.3752037295925435E8 5.362927353315142 649830.5006913927 435.4840000000002

 -2.755591619062223E8 0.02428621965236471 767291.780486338 442.09825000000023
 -2.3735185331297117E8 4.5863322206781785 767291.780486338 442.09825000000023

 -2.7497529502494687E8 0.024504930183831663 900917.0239411037 448.71250000000026
 -2.3719004570359498E8 3.941321561434042 900917.0239411037 448.71250000000026

 -2.743860221963213E8 0.024734614006422004 1052202.6008906062 455.3267500000003
 -2.370355009618429E8 3.402470563963425 1052202.6008906062 455.3267500000003

 -2.737909151979204E8 0.02497613336881507 1222709.0575304718 461.9410000000003
 -2.3688879781603822E8 2.9498057909363196 1222709.0575304718 461.9410000000003

 -2.731895127779899E8 0.025230447534536384 1414059.7407514777 468.55525000000034
 -2.3675054600535327E8 2.5675313863115767 1414059.7407514777 468.55525000000034

 -2.7258131631462026E8 0.025498627338768183 1627939.5259190807 475.16950000000037
 -2.366213901176839E8 2.2430753854385754 1627939.5259190807 475.16950000000037

 -2.7196578473649305E8 0.025781872540692856 1866093.68440622 481.7837500000004
 -2.3650201427332848E8 1.9663704538989206 1866093.68440622 481.7837500000004

 -2.7134232854256445E8 0.026081532636127887 2130326.9229842084 488.3980000000004
 -2.3639314780823368E8 1.7293076167247252 2130326.9229842084 488.3980000000004

 -2.7071030271413857E8 0.02639913198686634 2422502.623030559 495.01225000000045
 -2.362955721538908E8 1.5253185727867888 2422502.623030559 495.01225000000045

 -2.7006899825456405E8 0.026736400380434854 2744542.3064932683 501.6265000000005
 -2.362101291705251E8 1.3490542553249936 2744542.3064932683 501.6265000000005

 -2.6941763201355654E8 0.027095310483929293 3098425.3462623353 508.2407500000005
 -2.3613773126511186E8 1.196135921421144 3098425.3462623353 508.2407500000005

 -2.687553343467307E8 0.02747812413661869 3486188.946398706 514.8550000000005
 -2.3607937373826873E8 1.0629612438456992 3486188.946398706 514.8550000000005

 -2.6808113401429275E8 0.027887450097539106 3909928.4065192924 521.4692500000004
 -2.3603614994602412E8 0.9465523778664687 3909928.4065192924 521.4692500000004

 -2.6739393951779675E8 0.02832631681432598 4371797.688762183 528.0835000000004
 -2.3600927007116756E8 0.8444362476358788 4371797.688762183 528.0835000000004

 -2.666925157824823E8 0.02879826514649459 4874010.303467392 534.6977500000004
 -2.3600008459006765E8 0.7545497043342173 4874010.303467392 534.6977500000004

 -2.6597545467126688E8 0.029307467978165667 5418840.529838402 541.3120000000004
 -2.3601011394315222E8 0.6751639858375814 5418840.529838402 541.3120000000004

 -2.652411371948513E8 0.02985888664520385 6008624.9882834405 547.9262500000003
 -2.3604108653960598E8 0.6048242286606377 6008624.9882834405 547.9262500000003

 -2.644876843453255E8 0.030458478666731945 6645764.584378689 554.5405000000003
 -2.360949881660678E8 0.5423007689211932 6645764.584378689 554.5405000000003

 -2.63712892032482E8 0.031113478416170588 7332726.82982596 561.1547500000003
 -2.361741273078793E8 0.48654970952789706 7332726.82982596 561.1547500000003

 -2.6291414330387875E8 0.03183278385746861 8072048.595869223 567.7690000000002
 -2.3628122322037214E8 0.4366807782827014 8072048.595869223 567.7690000000002

 -2.620882872592132E8 0.032627501565967526 8866339.277408274 574.3832500000002
 -2.3641952730901352E8 0.39193092154406267 8866339.277408274 574.3832500000002

 -2.612314676673644E8 0.033511735118076556 9718284.428378815 580.9975000000002
 -2.3659299482920656E8 0.35164236428514295 9718284.428378815 580.9975000000002

 -2.6033887294349602E8 0.03450376098475447 1.0630649885638362E7 587.6117500000001
 -2.3680653523890007E8 0.3152440669205544 1.0630649885638362E7 587.6117500000001

 -2.594043580067985E8 0.03562784754363228 1.1606286418534104E7 594.2260000000001
 -2.3706639068406528E8 0.28223559107322377 1.1606286418534104E7 594.2260000000001

 -2.5841984676744232E8 0.03691719622508774 1.2648134937086238E7 600.8402500000001
 -2.373807338613941E8 0.2521723152111854 1.2648134937086238E7 600.8402500000001

 -2.5737433523787758E8 0.038418965289290424 1.375923235549904E7 607.4545
 -2.377606653111416E8 0.2246505756365147 1.375923235549904E7 607.4545

 -2.562521086409237E8 0.04020347398095927 1.4942718012494927E7 614.06875
 -2.3822199662490407E8 0.19929027137418356 1.4942718012494927E7 614.06875

 -2.550292445455748E8 0.0423827098018822 1.6201840962435838E7 620.683
