 p z
 0.1 0.9695348573870701
 0.1 0.9760474908576291
 0.1 0.9808562157783417
 0.1 0.9844993358875144
 0.1 0.9873184335990965
 0.1 0.9895389502272597
 0.1 0.9913145919245699
 0.1 0.9927530691457189
 0.1 0.9939316543438476
 0.1 0.9949069243793558

 0.169 0.9475357314311312
 0.169 0.9589728483498604
 0.169 0.9673368227876026
 0.169 0.9736301021326643
 0.169 0.9784752631611615
 0.169 0.9822769047458105
 0.169 0.985307727655493
 0.169 0.9877571508852645
 0.169 0.9897601288992496
 0.169 0.9914149273199829

 0.23800000000000002 0.924620240764456
 0.23800000000000002 0.9414066737769838
 0.23800000000000002 0.9535478752664457
 0.23800000000000002 0.962614130271379
 0.23800000000000002 0.9695560402172161
 0.23800000000000002 0.97498056290361
 0.23800000000000002 0.9792915932500673
 0.23800000000000002 0.9827670020954182
 0.23800000000000002 0.9856033054719444
 0.23800000000000002 0.9879427634778769

 0.30700000000000005 0.9006593701465905
 0.30700000000000005 0.923303748255001
 0.30700000000000005 0.9394739058906503
 0.30700000000000005 0.951447224648185
 0.30700000000000005 0.9605608822548889
 0.30700000000000005 0.9676515801562241
 0.30700000000000005 0.9732682493168607
 0.30700000000000005 0.9777846347229039
 0.30700000000000005 0.9814629823600268
 0.30700000000000005 0.9844919757105975

 0.37600000000000006 0.8754905683371246
 0.37600000000000006 0.9046116305900815
 0.37600000000000006 0.9250981528899299
 0.37600000000000006 0.9401252660971975
 0.37600000000000006 0.9514902309629415
 0.37600000000000006 0.960291911659327
 0.37600000000000006 0.9672399822949926
 0.37600000000000006 0.9728122191420003
 0.37600000000000006 0.9773410655024184
 0.37600000000000006 0.9810641787579347

 0.44500000000000006 0.8489041192907487
 0.44500000000000006 0.8852689807610595
 0.44500000000000006 0.9104024617947695
 0.44500000000000006 0.9286442933656922
 0.44500000000000006 0.9423449191483784
 0.44500000000000006 0.9529038513144383
 0.44500000000000006 0.9612093250061087
 0.44500000000000006 0.967852094355222
 0.44500000000000006 0.9732395732304875
 0.44500000000000006 0.9776610612228

 0.514 0.8206214536256988
 0.514 0.865203366490435
 0.514 0.8953672001596413
 0.514 0.9170006112294393
 0.514 0.9331262500007145
 0.514 0.9454900754393553
 0.514 0.955179078688365
 0.514 0.9629067785274016
 0.514 0.9691606409799316
 0.514 0.9742843874213596

 0.583 0.790258687663383
 0.583 0.8443283540303097
 0.583 0.8799712011274778
 0.583 0.9051909333572802
 0.583 0.9238360908633837
 0.583 0.9380536914768574
 0.583 0.9491523365145077
 0.583 0.9579789797916384
 0.583 0.9651065259125005
 0.583 0.9709359990708754

 0.6519999999999999 0.7572608770321598
 0.6519999999999999 0.8225395946430392
 0.6519999999999999 0.8641917620967231
 0.6519999999999999 0.8932125703988545
 0.6519999999999999 0.9144769839816181
 0.6519999999999999 0.930598292139874
 0.6519999999999999 0.9431325085622176
 0.6519999999999999 0.953071607246706
 0.6519999999999999 0.9610796113888107
 0.6519999999999999 0.9676178167804959

