 Volumen Presion Temperatura
 0.245 150.0 -2.0642346513708126E7
 0.2609166666666667 150.0 -2.336000193842677E7
 0.2768333333333333 150.0 -2.319121032042416E7
 0.29275 150.0 -2.2045373215443287E7
 0.30866666666666664 150.0 -2.0581740141555887E7
 0.32458333333333333 150.0 -1.906129451341109E7
 0.3405 150.0 -1.7592654862642452E7
 0.35641666666666666 150.0 -1.6219531612931535E7
 0.3723333333333333 150.0 -1.4956250189182565E7
 0.38825 150.0 -1.3803518590505566E7
 0.4041666666666667 150.0 -1.2755852869328283E7
 0.4200833333333333 150.0 -1.1805203549401943E7
 0.436 150.0 -1.0942753946774766E7
 0.45191666666666663 150.0 -1.0159803636533465E7
 0.4678333333333333 150.0 -9448182.234743295
 0.48375 150.0 -8800419.101522151
 0.49966666666666665 150.0 -8209786.654612375
 0.5155833333333333 150.0 -7670279.917107586
 0.5315 150.0 -7176565.977812916
 0.5474166666666667 150.0 -6723921.475860734
 0.5633333333333332 150.0 -6308167.71089239
 0.57925 150.0 -5925608.28203975
 0.5951666666666666 150.0 -5572971.559784142
 0.6110833333333333 150.0 -5247358.867665112
 0.627 150.0 -4946198.484192114
 0.6429166666666666 150.0 -4667205.182207971
 0.6588333333333334 150.0 -4408344.8403574005
 0.67475 150.0 -4167803.595828451
 0.6906666666666667 150.0 -3943961.0054108347
 0.7065833333333333 150.0 -3735366.7122458154
 0.7224999999999999 150.0 -3540720.1607872574
 0.7384166666666666 150.0 -3358852.952557395
 0.7543333333333333 150.0 -3188713.484892998
 0.77025 150.0 -3029353.5613003955
 0.7861666666666667 150.0 -2879916.704049744
 0.8020833333333333 150.0 -2739627.93687323
 0.818 150.0 -2607784.838185792
 0.8339166666666666 150.0 -2483749.6934525263
 0.8498333333333333 150.0 -2366942.5996175436
 0.8657499999999999 150.0 -2256835.3953456655
 0.8816666666666666 150.0 -2152946.3086568112
 0.8975833333333333 150.0 -2054835.2287658253
 0.9135 150.0 -1962099.521946649
 0.9294166666666667 150.0 -1874370.3223438535
 0.9453333333333332 150.0 -1791309.2381379383
 0.9612499999999999 150.0 -1712605.4215756054
 0.9771666666666666 150.0 -1637972.9583092127
 0.9930833333333333 150.0 -1567148.5374269865
 1.009 150.0 -1499889.3686466885
 1.0249166666666665 150.0 -1435971.3175169514
 1.0408333333333333 150.0 -1375187.2332296914
 1.05675 150.0 -1317345.446884425
 1.0726666666666667 150.0 -1262268.4208379278
 1.0885833333333332 150.0 -1209791.5321852574
 1.1044999999999998 150.0 -1159761.975505911
 1.1204166666666666 150.0 -1112037.771818417
 1.1363333333333334 150.0 -1066486.8722575747
 1.15225 150.0 -1022986.3463545344
 1.1681666666666666 150.0 -981421.6459896294
 1.1840833333333332 150.0 -941685.9371256537

 0.245 162.5 -1.8050347743345022E7
 0.2609166666666667 162.5 -2.1504539763001043E7
 0.2768333333333333 162.5 -2.1746323861564327E7
 0.29275 162.5 -2.08622808312983E7
 0.30866666666666664 162.5 -1.958012669849936E7
 0.32458333333333333 162.5 -1.8192889019008156E7
 0.3405 162.5 -1.6826184805264197E7
 0.35641666666666666 162.5 -1.5533580121486835E7
 0.3723333333333333 162.5 -1.4335508346215965E7
 0.38825 162.5 -1.3236664462470092E7
 0.4041666666666667 162.5 -1.2234277625536032E7
 0.4200833333333333 162.5 -1.1322208719693039E7
 0.436 162.5 -1.0493025121377872E7
 0.45191666666666663 162.5 -9739053.730432786
 0.4678333333333333 162.5 -9052902.7282924
 0.48375 162.5 -8427702.277389672
 0.49966666666666665 162.5 -7857195.829059405
 0.5155833333333333 162.5 -7335752.912614749
 0.5315 162.5 -6858342.11697188
 0.5474166666666667 162.5 -6420485.538304396
 0.5633333333333332 162.5 -6018206.333637826
 0.57925 162.5 -5647975.628792151
 0.5951666666666666 162.5 -5306661.991026992
 0.6110833333333333 162.5 -4991484.965530321
 0.627 162.5 -4699973.220583581
 0.6429166666666666 162.5 -4429927.3268257845
 0.6588333333333334 162.5 -4179386.9269968667
 0.67475 162.5 -3946601.9269647934
 0.6906666666666667 162.5 -3730007.294347221
 0.7065833333333333 162.5 -3528201.0510976203
 0.7224999999999999 162.5 -3339925.0696770903
 0.7384166666666666 162.5 -3164048.316481971
 0.7543333333333333 162.5 -2999552.2239698754
 0.77025 162.5 -2845517.9105099617
 0.7861666666666667 162.5 -2701115.0023340425
 0.8020833333333333 162.5 -2565591.844136182
 0.818 162.5 -2438266.913542073
 0.8339166666666666 162.5 -2318521.2798785004
 0.8498333333333333 162.5 -2205791.9696328356
 0.8657499999999999 162.5 -2099566.120003433
 0.8816666666666666 162.5 -1999375.8183309943
 0.8975833333333333 162.5 -1904793.5392922715
 0.9135 162.5 -1815428.1038328118
 0.9294166666666667 162.5 -1730921.0941888248
 0.9453333333333332 162.5 -1650943.6682422794
 0.9612499999999999 162.5 -1575193.7240804113
 0.9771666666666666 162.5 -1503393.3721746905
 0.9930833333333333 162.5 -1435286.678213286
 1.009 162.5 -1370637.6444504897
 1.0249166666666665 162.5 -1309228.4015921385
 1.0408333333333333 162.5 -1250857.5868162925
 1.05675 162.5 -1195338.8866170046
 1.0726666666666667 162.5 -1142499.7258273263
 1.0885833333333332 162.5 -1092180.0864861466
 1.1044999999999998 162.5 -1044231.442213659
 1.1204166666666666 162.5 -998515.7954959094
 1.1363333333333334 162.5 -954904.8067873074
 1.15225 162.5 -913279.0056529138
 1.1681666666666666 162.5 -873527.075316868
 1.1840833333333332 162.5 -835545.2029825647

 0.245 175.0 -1.5458348972981922E7
 0.2609166666666667 175.0 -1.9649077587575313E7
 0.2768333333333333 175.0 -2.0301437402704492E7
 0.29275 175.0 -1.967918844715331E7
 0.30866666666666664 175.0 -1.8578513255442828E7
 0.32458333333333333 175.0 -1.7324483524605222E7
 0.3405 175.0 -1.6059714747885942E7
 0.35641666666666666 175.0 -1.4847628630042138E7
 0.3723333333333333 175.0 -1.3714766503249364E7
 0.38825 175.0 -1.2669810334434617E7
 0.4041666666666667 175.0 -1.1712702381743778E7
 0.4200833333333333 175.0 -1.0839213889984135E7
 0.436 175.0 -1.0043296295980979E7
 0.45191666666666663 175.0 -9318303.824332103
 0.4678333333333333 175.0 -8657623.221841505
 0.48375 175.0 -8054985.453257194
 0.49966666666666665 175.0 -7504605.003506436
 0.5155833333333333 175.0 -7001225.908121912
 0.5315 175.0 -6540118.256130844
 0.5474166666666667 175.0 -6117049.600748058
 0.5633333333333332 175.0 -5728244.956383264
 0.57925 175.0 -5370342.975544551
 0.5951666666666666 175.0 -5040352.422269842
 0.6110833333333333 175.0 -4735611.06339553
 0.627 175.0 -4453747.9569750475
 0.6429166666666666 175.0 -4192649.4714435977
 0.6588333333333334 175.0 -3950429.0136363334
 0.67475 175.0 -3725400.258101136
 0.6906666666666667 175.0 -3516053.583283608
 0.7065833333333333 175.0 -3321035.389949425
 0.7224999999999999 175.0 -3139129.9785669236
 0.7384166666666666 175.0 -2969243.6804065476
 0.7543333333333333 175.0 -2810390.9630467533
 0.77025 175.0 -2661682.259719528
 0.7861666666666667 175.0 -2522313.3006183403
 0.8020833333333333 175.0 -2391555.751399134
 0.818 175.0 -2268748.9888983546
 0.8339166666666666 175.0 -2153292.8663044744
 0.8498333333333333 175.0 -2044641.3396481276
 0.8657499999999999 175.0 -1942296.8446612004
 0.8816666666666666 175.0 -1845805.3280051774
 0.8975833333333333 175.0 -1754751.8498187177
 0.9135 175.0 -1668756.6857189746
 0.9294166666666667 175.0 -1587471.866033796
 0.9453333333333332 175.0 -1510578.0983466206
 0.9612499999999999 175.0 -1437782.026585217
 0.9771666666666666 175.0 -1368813.7860401685
 0.9930833333333333 175.0 -1303424.8189995855
 1.009 175.0 -1241385.9202542908
 1.0249166666666665 175.0 -1182485.4856673253
 1.0408333333333333 175.0 -1126527.9404028936
 1.05675 175.0 -1073332.3263495846
 1.0726666666666667 175.0 -1022731.0308167245
 1.0885833333333332 175.0 -974568.6407870355
 1.1044999999999998 175.0 -928700.9089214071
 1.1204166666666666 175.0 -884993.8191734017
 1.1363333333333334 175.0 -843322.7413170403
 1.15225 175.0 -803571.6649512933
 1.1681666666666666 175.0 -765632.5046441068
 1.1840833333333332 175.0 -729404.4688394759

 0.245 187.5 -1.2866350202618815E7
 0.2609166666666667 187.5 -1.7793615412149582E7
 0.2768333333333333 187.5 -1.885655094384465E7
 0.29275 187.5 -1.8496096063008323E7
 0.30866666666666664 187.5 -1.7576899812386297E7
 0.32458333333333333 187.5 -1.6456078030202286E7
 0.3405 187.5 -1.5293244690507686E7
 0.35641666666666666 187.5 -1.4161677138597438E7
 0.3723333333333333 187.5 -1.3094024660282763E7
 0.38825 187.5 -1.210295620639914E7
 0.4041666666666667 187.5 -1.1191127137951525E7
 0.4200833333333333 187.5 -1.035621906027523E7
 0.436 187.5 -9593567.470584083
 0.45191666666666663 187.5 -8897553.918231422
 0.4678333333333333 187.5 -8262343.715390609
 0.48375 187.5 -7682268.629124714
 0.49966666666666665 187.5 -7152014.177953465
 0.5155833333333333 187.5 -6666698.903629075
 0.5315 187.5 -6221894.3952898085
 0.5474166666666667 187.5 -5813613.66319172
 0.5633333333333332 187.5 -5438283.579128698
 0.57925 187.5 -5092710.322296951
 0.5951666666666666 187.5 -4774042.8535126895
 0.6110833333333333 187.5 -4479737.161260739
 0.627 187.5 -4207522.693366514
 0.6429166666666666 187.5 -3955371.616061411
 0.6588333333333334 187.5 -3721471.100275799
 0.67475 187.5 -3504198.5892374776
 0.6906666666666667 187.5 -3302099.8722199937
 0.7065833333333333 187.5 -3113869.7288012295
 0.7224999999999999 187.5 -2938334.887456756
 0.7384166666666666 187.5 -2774439.044331123
 0.7543333333333333 187.5 -2621229.702123631
 0.77025 187.5 -2477846.6089290935
 0.7861666666666667 187.5 -2343511.5989026376
 0.8020833333333333 187.5 -2217519.6586620854
 0.818 187.5 -2099231.064254636
 0.8339166666666666 187.5 -1988064.452730448
 0.8498333333333333 187.5 -1883490.7096634186
 0.8657499999999999 187.5 -1785027.5693189674
 0.8816666666666666 187.5 -1692234.83767936
 0.8975833333333333 187.5 -1604710.1603451632
 0.9135 187.5 -1522085.267605137
 0.9294166666666667 187.5 -1444022.6378787672
 0.9453333333333332 187.5 -1370212.5284509617
 0.9612499999999999 187.5 -1300370.3290900225
 0.9771666666666666 187.5 -1234234.1999056463
 0.9930833333333333 187.5 -1171562.9597858845
 1.009 187.5 -1112134.1960580917
 1.0249166666666665 187.5 -1055742.569742512
 1.0408333333333333 187.5 -1002198.2939894944
 1.05675 187.5 -951325.7660821641
 1.0726666666666667 187.5 -902962.3358061227
 1.0885833333333332 187.5 -856957.1950879244
 1.1044999999999998 187.5 -813170.3756291547
 1.1204166666666666 187.5 -771471.8428508937
 1.1363333333333334 187.5 -731740.675846773
 1.15225 187.5 -693864.3242496725
 1.1681666666666666 187.5 -657737.9339713452
 1.1840833333333332 187.5 -623263.7346963866

 0.245 200.0 -1.0274351432255715E7
 0.2609166666666667 200.0 -1.5938153236723855E7
 0.2768333333333333 200.0 -1.7411664484984815E7
 0.29275 200.0 -1.7313003678863335E7
 0.30866666666666664 200.0 -1.6575286369329771E7
 0.32458333333333333 200.0 -1.5587672535799354E7
 0.3405 200.0 -1.4526774633129431E7
 0.35641666666666666 200.0 -1.347572564715274E7
 0.3723333333333333 200.0 -1.2473282817316163E7
 0.38825 200.0 -1.1536102078363666E7
 0.4041666666666667 200.0 -1.0669551894159272E7
 0.4200833333333333 200.0 -9873224.230566327
 0.436 200.0 -9143838.645187188
 0.45191666666666663 200.0 -8476804.012130741
 0.4678333333333333 200.0 -7867064.208939713
 0.48375 200.0 -7309551.804992234
 0.49966666666666665 200.0 -6799423.352400495
