 gibbs p
 -3.312808710845601E8 1.7890624213788632E7
 -3.312592744147513E8 1.8610129266202718E7
 -3.31237712871748E8 1.9329634318616804E7
 -3.3121618591914225E8 2.004913937103089E7
 -3.311946930361581E8 2.0768644423444975E7
 -3.311732337169686E8 2.148814947585906E7
 -3.3115180747005373E8 2.2207654528273147E7
 -3.311304138175944E8 2.2927159580687232E7
 -3.311090522949012E8 2.3646664633101318E7
 -3.3108772244987386E8 2.4366169685515404E7
 -3.3106642384249187E8 2.508567473792949E7
 -3.3104515604433084E8 2.5805179790343575E7
 -3.3102391863810605E8 2.652468484275766E7
 -3.310027112172391E8 2.7244189895171747E7
 -3.3098153338544726E8 2.7963694947585832E7

 -3.316094588459159E8 7098048.427577372
 -3.3172946545521003E8 6865489.938810601
 -3.3185508866456044E8 6632931.45004383
 -3.3198669725177634E8 6400372.961277059
 -3.321247032949173E8 6167814.4725102885
 -3.322695685619294E8 5935255.983743518
 -3.3242181221993697E8 5702697.494976747
 -3.325820201860796E8 5470139.006209976
 -3.327508565415761E8 5237580.517443205
 -3.329290775663209E8 5005022.028676434
 -3.331175491382853E8 4772463.539909664
 -3.333172685035006E8 4539905.051142893
 -3.3352939179387474E8 4307346.562376122
 -3.337552692066094E8 4074788.073609351
 -3.3399649054805875E8 3842229.5848425804
 -3.3425494502877504E8 3609671.0960758096
 -3.34532901012494E8 3377112.6073090388
 -3.348331142770034E8 3144554.118542268
 -3.3515897796017146E8 2911995.629775497
 -3.355147350633447E8 2679437.1410087263
 -3.359057876975786E8 2446878.6522419555
 -3.363391612578497E8 2214320.1634751847
 -3.36824227133776E8 1981761.6747084141
 -3.3737387866032374E8 1749203.1859416435
 -3.3800655096422255E8 1516644.697174873
 -3.387499351358097E8 1284086.2084081024
 -3.396484427587823E8 1051527.7196413318
 -3.407801440985377E8 818969.2308745612
 -3.423026920972826E8 586410.7421077907
 -3.446205996549803E8 353852.2533410201

 -3.3265408168377566E8 8072048.595869198
 -3.326322375313821E8 8759086.97600689
 -3.3261044497826517E8 9446125.356144581
 -3.325887028863811E8 1.0133163736282272E7
 -3.325670101664852E8 1.0820202116419964E7
 -3.32545365774992E8 1.1507240496557655E7
 -3.325237687111031E8 1.2194278876695346E7
 -3.3250221801417583E8 1.2881317256833037E7
 -3.324807127613065E8 1.3568355636970729E7
 -3.324592520651064E8 1.425539401710842E7
 -3.324378350716525E8 1.4942432397246111E7
 -3.324164609585952E8 1.5629470777383802E7
 -3.323951289334082E8 1.6316509157521494E7
 -3.3237383823176706E8 1.7003547537659183E7
 -3.323525881160453E8 1.7690585917796873E7
 -3.3233137787391734E8 1.8377624297934562E7
 -3.323102068170577E8 1.906466267807225E7
 -3.3228907427993035E8 1.975170105820994E7
 -3.322679796186582E8 2.043873943834763E7
 -3.3224692220996803E8 2.112577781848532E7
 -3.3222590145020306E8 2.181281619862301E7
 -3.32204916754399E8 2.24998545787607E7
 -3.321839675554178E8 2.3186892958898388E7
 -3.321630533031347E8 2.3873931339036077E7
 -3.3214217346367455E8 2.4560969719173767E7
 -3.321213275186943E8 2.5248008099311456E7
 -3.3210051496470654E8 2.5935046479449145E7
 -3.3207973531244373E8 2.6622084859586835E7
 -3.320589880862571E8 2.7309123239724524E7
 -3.3203827282355034E8 2.7996161619862214E7
 -3.320175890742443E8 2.8683199999999903E7

 -3.326540816829428E8 8072048.595869198
 -3.3277260355452836E8 7807023.434826033
 -3.328969333159188E8 7541998.273782868
 -3.3302744194213295E8 7276973.112739703
 -3.3316454554753214E8 7011947.951696537
 -3.333087118250349E8 6746922.790653372
 -3.334604678704528E8 6481897.629610207
 -3.336204097182609E8 6216872.468567042
 -3.337892140201402E8 5951847.307523876
 -3.339676524393852E8 5686822.146480711
 -3.341566095290515E8 5421796.985437546
 -3.3435710513386595E8 5156771.824394381
 -3.345703227424676E8 4891746.663351215
 -3.347976457751482E8 4626721.50230805
 -3.350407046145755E8 4361696.341264885
 -3.353014384222319E8 4096671.18022172
 -3.355821776807593E8 3831646.0191785553
 -3.3588575639053553E8 3566620.8581353906
 -3.3621566768809545E8 3301595.697092226
 -3.365762847438426E8 3036570.536049061
 -3.36973182820343E8 2771545.375005896
 -3.374136237260335E8 2506520.2139627314
 -3.3790731204823804E8 2241495.0529195666
 -3.384676295048004E8 1976469.8918764018
 -3.3911376335526156E8 1711444.730833237
 -3.3987463970842624E8 1446419.5697900723
 -3.4079688092493707E8 1181394.4087469075
 -3.419630311763142E8 916369.2477037427
 -3.4354168416505444E8 651344.0866605779
 -3.459748990000745E8 386318.9256174131

 -3.33710872196356E8 9143780.051941393
 -3.336894662762778E8 9795094.05021001
 -3.3366811893254966E8 1.0446408048478628E7
 -3.3364682869117177E8 1.1097722046747245E7
 -3.336255941505384E8 1.1749036045015862E7
 -3.3360441397610974E8 1.240035004328448E7
 -3.3358328689560235E8 1.3051664041553097E7
 -3.335622116946362E8 1.3702978039821714E7
 -3.335411872127863E8 1.4354292038090331E7
 -3.335202123399901E8 1.5005606036358949E7
 -3.3349928601327276E8 1.5656920034627566E7
 -3.334784072137546E8 1.6308234032896183E7
 -3.3345757496391106E8 1.69595480311648E7
 -3.334367883250583E8 1.7610862029433414E7
 -3.3341604639504194E8 1.826217602770203E7
 -3.333953483061082E8 1.8913490025970645E7
 -3.3337469322293997E8 1.956480402423926E7
 -3.3335408034084165E8 2.0216118022507876E7
 -3.333335088840586E8 2.086743202077649E7
 -3.333129781042198E8 2.1518746019045107E7
 -3.3329248727889085E8 2.2170060017313723E7
 -3.3327203571022964E8 2.2821374015582338E7
 -3.332516227237334E8 2.3472688013850953E7
 -3.332312476670719E8 2.412400201211957E7
 -3.332109099089968E8 2.4775316010388184E7
 -3.331906088383235E8 2.54266300086568E7
 -3.331703438629773E8 2.6077944006925415E7
 -3.3315011440910083E8 2.672925800519403E7
 -3.3312991992021596E8 2.7380572003462646E7
 -3.3310975985643756E8 2.803188600173126E7
 -3.3308963369373435E8 2.8683199999999877E7

 -3.337108721958245E8 9143780.051941393
 -3.338274651066165E8 8843030.509029156
 -3.3395008031908727E8 8542280.966116918
 -3.340790871298107E8 8241531.42320468
 -3.342149024340304E8 7940781.880292442
 -3.343579970554277E8 7640032.337380203
 -3.3450890356446785E8 7339282.794467965
 -3.346682259034685E8 7038533.251555727
 -3.348366512505847E8 6737783.708643489
 -3.3501496470504045E8 6437034.16573125
 -3.3520406757980233E8 6136284.622819012
 -3.354050003711903E8 5835535.079906774
 -3.35618971876427E8 5534785.5369945355
 -3.35847396510031E8 5234035.994082297
 -3.360919427238802E8 4933286.451170059
 -3.363545967195138E8 4632536.908257821
 -3.366377476153585E8 4331787.365345582
 -3.369443033446152E8 4031037.8224333446
 -3.3727785160909486E8 3730288.2795211067
 -3.376428886710689E8 3429538.736608869
 -3.380451534561944E8 3128789.193696631
 -3.38492131065934E8 2828039.6507843933
 -3.389938405100852E8 2527290.1078721555
 -3.395641239453187E8 2226540.5649599177
 -3.4022287719470984E8 1925791.0220476796
 -3.410001895016004E8 1625041.4791354416
 -3.4194476674812835E8 1324291.9362232035
 -3.431433809304104E8 1023542.3933109655
 -3.447750402511518E8 722792.8503987275
 -3.4731827420959854E8 422043.3074864895

 -3.347797317403089E8 1.0319640528073542E7
 -3.347588560701872E8 1.0931759177137755E7
 -3.3473804735268587E8 1.1543877826201968E7
 -3.3471730363838047E8 1.2155996475266181E7
 -3.346966230890395E8 1.2768115124330394E7
 -3.3467600396813715E8 1.3380233773394607E7
 -3.3465544463243484E8 1.399235242245882E7
 -3.346349435244832E8 1.4604471071523033E7
 -3.3461449916592073E8 1.5216589720587246E7
 -3.3459411015146434E8 1.582870836965146E7
 -3.345737751435042E8 1.6440827018715672E7
 -3.3455349286722726E8 1.7052945667779885E7
 -3.3453326210620624E8 1.76650643168441E7
 -3.345130816983988E8 1.827718296590831E7
 -3.344929505325097E8 1.8889301614972524E7
 -3.34472867544675E8 1.9501420264036737E7
 -3.3445283171543455E8 2.011353891310095E7
 -3.3443284206695926E8 2.0725657562165163E7
 -3.344128976605088E8 2.1337776211229376E7
 -3.343929975940946E8 2.194989486029359E7
 -3.3437314100032836E8 2.2562013509357803E7
 -3.343533270444382E8 2.3174132158422016E7
 -3.3433355492243445E8 2.378625080748623E7
 -3.343138238594138E8 2.439836945655044E7
 -3.3429413310798585E8 2.5010488105614655E7
 -3.34274481946814E8 2.5622606754678868E7
 -3.3425486967925847E8 2.623472540374308E7
 -3.342352956321128E8 2.6846844052807294E7
 -3.342157591544268E8 2.7458962701871507E7
 -3.341962596164077E8 2.807108135093572E7

 -3.347797317400675E8 1.0319640528073542E7
 -3.3489391230263877E8 9979695.635956898
 -3.3501436296083975E8 9639750.743840255
 -3.351414451574938E8 9299805.851723611
 -3.352755716555968E8 8959860.959606968
 -3.354172124056648E8 8619916.067490324
 -3.355669021100659E8 8279971.175373682
 -3.357252497568727E8 7940026.283257039
 -3.358929505327231E8 7600081.391140397
 -3.3607080069071364E8 7260136.499023754
 -3.362597161669781E8 6920191.606907112
 -3.364607560366813E8 6580246.714790469
 -3.366751523178932E8 6240301.8226738265
 -3.36904348233193E8 5900356.930557184
 -3.371500479235177E8 5560412.038440541
 -3.374142819388646E8 5220467.146323899
 -3.376994948772409E8 4880522.254207256
 -3.3800866477426195E8 4540577.362090614
 -3.3834546909351814E8 4200632.469973971
 -3.387145209701145E8 3860687.577857328
 -3.391217146787323E8 3520742.685740685
 -3.3957474712006474E8 3180797.793624042
 -3.400839352453531E8 2840852.901507399
 -3.4066355701687944E8 2500908.009390756
 -3.413341781581752E8 2160963.117274113
 -3.4212698662933713E8 1821018.22515747
 -3.43092656108532E8 1481073.333040827
 -3.443219572546038E8 1141128.440924184
 -3.460037997891602E8 801183.548807541
 -3.4865196710164255E8 461238.6566908981
 -3.5511401990345335E8 121293.76457425521

 -3.358605716377478E8 1.1606286418534081E7
 -3.3584033075181365E8 1.2175516871249609E7
 -3.3582016713982797E8 1.2744747323965136E7
 -3.3580007814952517E8 1.3313977776680663E7
 -3.357800613075461E8 1.388320822939619E7
 -3.357601143014404E8 1.4452438682111718E7
 -3.357402349640491E8 1.5021669134827245E7
 -3.357204212598808E8 1.5590899587542772E7
 -3.357006712731709E8 1.61601300402583E7
 -3.3568098319736713E8 1.6729360492973827E7
 -3.356613553258326E8 1.7298590945689354E7
 -3.356417860435928E8 1.786782139840488E7
 -3.356222738199822E8 1.843705185112041E7
 -3.356028172020702E8 1.9006282303835936E7
 -3.3558341480876386E8 1.9575512756551463E7
 -3.355640653255021E8 2.014474320926699E7
 -3.355447674994679E8 2.0713973661982518E7
 -3.3552552013525605E8 2.1283204114698045E7
 -3.3550632209094316E8 2.1852434567413572E7
 -3.354871722745137E8 2.24216650201291E7
 -3.354680696406022E8 2.2990895472844627E7
 -3.3544901318751657E8 2.3560125925560154E7
 -3.354300019545136E8 2.412935637827568E7
 -3.35411035019299E8 2.469858683099121E7
 -3.3539211149573004E8 2.5267817283706736E7
 -3.3537323053169984E8 2.5837047736422263E7
 -3.35354391307186E8 2.640627818913779E7
 -3.3533559303244716E8 2.6975508641853318E7
 -3.3531683494635415E8 2.7544739094568845E7
 -3.3529811631484324E8 2.8113969547284372E7
 -3.3527943642947984E8 2.86831999999999E7

 -3.3586057163770455E8 1.1606286418534081E7
 -3.359718035997388E8 1.1223453330068754E7
 -3.3608960226005346E8 1.0840620241603427E7
 -3.3621431081100655E8 1.04577871531381E7
 -3.363463301129052E8 1.0074954064672772E7
 -3.3648612325998735E8 9692120.976207444
 -3.366342223496039E8 9309287.887742117
 -3.367912375614083E8 8926454.79927679
 -3.3695786886523014E8 8543621.710811462
 -3.371349208867896E8 8160788.622346135
 -3.373233217069485E8 7777955.533880807
 -3.375241466895812E8 7395122.44541548
 -3.377386488718243E8 7012289.356950153
 -3.379682980756577E8 6629456.268484825
 -3.382148318157597E8 6246623.180019498
 -3.3848032245397717E8 5863790.0915541705
 -3.387672671672324E8 5480957.003088843
 -3.3907871063883865E8 5098123.914623516
 -3.3941841581856424E8 4715290.826158188
 -3.3979110722559315E8 4332457.737692861
 -3.4020282718034494E8 3949624.6492275335
 -3.4066147430334544E8 3566791.560762206
 -3.411776490228366E8 3183958.4722968787
 -3.4176604342223436E8 2801125.3838315513
 -3.424478589099023E8 2418292.295366224
 -3.4325532469178283E8 2035459.2069008963
 -3.4424097772612035E8 1652626.1184355686
 -3.4549937625813806E8 1269793.029970241
 -3.472288412096817E8 886959.9415049134
 -3.499771132040639E8 504126.8530395858
 -3.569728093553368E8 121293.76457425824

 -3.369533134009968E8 1.3010653571768641E7
 -3.369338260831101E8 1.3533071786043016E7
 -3.369144292567161E8 1.4055490000317391E7
 -3.368951191652821E8 1.4577908214591766E7
 -3.368758923594318E8 1.510032642886614E7
 -3.3685674565966785E8 1.5622744643140515E7
 -3.368376761250056E8 1.614516285741489E7
 -3.368186810263775E8 1.6667581071689265E7
 -3.36799757823921E8 1.718999928596364E7
 -3.3678090414745945E8 1.7712417500238016E7
 -3.3676211777962494E8 1.8234835714512393E7
 -3.367433966411873E8 1.875725392878677E7
 -3.367247387782341E8 1.9279672143061146E7
 -3.367061423509165E8 1.9802090357335523E7
 -3.3668760562352526E8 2.03245085716099E7
 -3.366691269557047E8 2.0846926785884276E7
 -3.366507047946427E8 2.1369345000158653E7
 -3.366323376681054E8 2.189176321443303E7
 -3.366140241782023E8 2.2414181428707406E7
 -3.3659576299578786E8 2.2936599642981783E7
 -3.365775528554208E8 2.345901785725616E7
 -3.3655939255081046E8 2.3981436071530536E7
 -3.3654128093069375E8 2.4503854285804912E7
 -3.3652321689509195E8 2.502627250007929E7
 -3.3650519939190435E8 2.5548690714353666E7
 -3.3648722741380024E8 2.6071108928628042E7
 -3.3646929999537915E8 2.659352714290242E7
 -3.364514162105678E8 2.7115945357176796E7
 -3.364335751702324E8 2.7638363571451172E7
 -3.364157760199817E8 2.816078178572555E7

 -3.3695331340098643E8 1.3010653571768641E7
 -3.370609875954389E8 1.2581008244862162E7
 -3.3717559849510443E8 1.2151362917955682E7
 -3.3729745247644424E8 1.1721717591049202E7
 -3.3742692565855336E8 1.1292072264142722E7
 -3.375644650299536E8 1.0862426937236242E7
 -3.3771059317913723E8 1.0432781610329762E7
 -3.3786591615531296E8 1.0003136283423282E7
 -3.380311344794204E8 9573490.956516802
 -3.382070576765466E8 9143845.629610322
 -3.383946230245279E8 8714200.302703843
 -3.385949195804745E8 8284554.975797363
 -3.388092190202234E8 7854909.648890883
 -3.3903901548207194E8 7425264.321984403
 -3.392860775570147E8 6995618.995077923
 -3.395525169893141E8 6565973.668171443
 -3.3984088083590066E8 6136328.341264963
 -3.401542772839514E8 5706683.014358483
 -3.404965509401316E8 5277037.687452003
 -3.4087253284371924E8 4847392.360545523
 -3.412884069293384E8 4417747.033639044
 -3.417522646865432E8 3988101.706732564
 -3.422749773216275E8 3558456.3798260847
 -3.4287163196195185E8 3128811.0529196053
 -3.4356403547131145E8 2699165.726013126
 -3.443854071829263E8 2269520.3991066464
 -3.453900534100641E8 1839875.0722001668
 -3.466761271392935E8 1410229.745293687
 -3.4845089860301507E8 980584.4183872074
 -3.512947364865125E8 550939.0914807278

 -3.3805788901173323E8 1.453998143793052E7
 -3.380392896880388E8 1.5011422056666167E7
 -3.380207988167319E8 1.5482862675401814E7
 -3.3800241074521387E8 1.5954303294137461E7
 -3.379841204012462E8 1.6425743912873108E7
 -3.3796592320520055E8 1.6897184531608753E7
 -3.379478149994893E8 1.7368625150344398E7
 -3.3792979199111515E8 1.7840065769080043E7
 -3.379118507043891E8 1.8311506387815688E7
 -3.378939879416342E8 1.8782947006551333E7
 -3.378762007502372E8 1.9254387625286978E7
 -3.378584863948002E8 1.9725828244022623E7
 -3.378408423334309E8 2.0197268862758268E7
 -3.3782326619742084E8 2.0668709481493913E7
 -3.378057557737203E8 2.1140150100229558E7
 -3.377883089897394E8 2.1611590718965203E7
 -3.3777092390009737E8 2.2083031337700848E7
 -3.3775359867501354E8 2.2554471956436493E7
 -3.3773633159009194E8 2.3025912575172137E7
 -3.377191210172923E8 2.3497353193907782E7
 -3.3770196541691995E8 2.3968793812643427E7
 -3.376848633304922E8 2.4440234431379072E7
 -3.3766781337436384E8 2.4911675050114717E7
 -3.37650814234012E8 2.5383115668850362E7
 -3.3763386465889645E8 2.5854556287586007E7
 -3.376169634578244E8 2.6325996906321652E7
 -3.3760010949475783E8 2.6797437525057297E7
 -3.3758330168501234E8 2.7268878143792942E7
 -3.375665389918017E8 2.7740318762528587E7
 -3.375498204230892E8 2.8211759381264232E7
 -3.375331450287132E8 2.8683199999999877E7

 -3.3805788901155084E8 1.453998143793052E7
 -3.381612917326638E8 1.405935851548531E7
 -3.3827211658727E8 1.3578735593040101E7
 -3.3839059759743345E8 1.3098112670594892E7
 -3.3851706397922206E8 1.2617489748149682E7
 -3.3865193191880655E8 1.2136866825704472E7
 -3.3879570426011986E8 1.1656243903259262E7
 -3.389489754918896E8 1.1175620980814053E7
 -3.3911244108911633E8 1.0694998058368843E7
 -3.392869111085477E8 1.0214375135923633E7
 -3.394733284927704E8 9733752.213478424
 -3.3967279302497095E8 9253129.291033214
 -3.398865924208059E8 8772506.368588004
 -3.401162427503098E8 8291883.4461427955
 -3.403635413783717E8 7811260.523697587
 -3.4063063708465636E8 7330637.601252378
 -3.4092012427752346E8 6850014.678807169
 -3.412351717724178E8 6369391.75636196
 -3.4157970239102876E8 5888768.833916752
 -3.4195864937192583E8 5408145.911471543
 -3.423783325911112E8 4927522.989026334
 -3.4284702862781656E8 4446900.066581125
 -3.4337586831308603E8 3966277.1441359166
 -3.43980317038327E8 3485654.221690708
 -3.4468276044072586E8 3005031.299245499
 -3.455173626026448E8 2524408.3768002903
 -3.4654011508087134E8 2043785.4543550815
 -3.478525904697419E8 1563162.5319098728
 -3.496705779318273E8 1082539.609464664
 -3.526057487030686E8 601916.6870194551

 -3.391742412620834E8 1.6201840962435815E7
 -3.3915667930949974E8 1.6617886263687951E7
 -3.3913925267816764E8 1.7033931564940087E7
 -3.391219519789566E8 1.7449976866192225E7
 -3.3910476909984285E8 1.7866022167444363E7
 -3.390876969536048E8 1.82820674686965E7
 -3.390707292891382E8 1.869811276994864E7
 -3.39053860547284E8 1.9114158071200777E7
 -3.390370857486141E8 1.9530203372452915E7
 -3.3902040040467834E8 1.9946248673705053E7
 -3.390038004468139E8 2.036229397495719E7
 -3.389872821683244E8 2.077833927620933E7
 -3.38970842176996E8 2.1194384577461466E7
 -3.389544773557113E8 2.1610429878713604E7
 -3.3893818482948637E8 2.2026475179965742E7
 -3.3892196193765795E8 2.244252048121788E7
 -3.389058062102408E8 2.2858565782470018E7
 -3.388897153476945E8 2.3274611083722156E7
 -3.388736872034987E8 2.3690656384974293E7
 -3.388577197690612E8 2.410670168622643E7
 -3.38841811160577E8 2.452274698747857E7
 -3.3882595960752904E8 2.4938792288730707E7
 -3.388101634425804E8 2.5354837589982845E7
 -3.387944210926508E8 2.5770882891234983E7
 -3.3877873107100654E8 2.618692819248712E7
 -3.3876309197022486E8 2.660297349373926E7
 -3.387475024559109E8 2.7019018794991396E7
 -3.3873196126107055E8 2.7435064096243534E7
 -3.387164671810544E8 2.7851109397495672E7
 -3.387010190690005E8 2.826715469874781E7

 -3.3917424126154286E8 1.6201840962435815E7
 -3.392724998764405E8 1.5665822722507097E7
 -3.393788597367791E8 1.5129804482578378E7
 -3.394934082238779E8 1.459378624264966E7
 -3.396163876681864E8 1.405776800272094E7
 -3.397481596694411E8 1.3521749762792222E7
 -3.3988919211347E8 1.2985731522863504E7
 -3.400400576297478E8 1.2449713282934785E7
 -3.402014393385803E8 1.1913695043006066E7
 -3.4037414241901195E8 1.1377676803077348E7
 -3.40559111311244E8 1.0841658563148629E7
 -3.407574531807866E8 1.030564032321991E7
 -3.409704689799751E8 9769622.083291192
 -3.4119969424392796E8 9233603.843362473
 -3.414469528208308E8 8697585.603433754
 -3.417144282706613E8 8161567.363505036
 -3.4200475999373764E8 7625549.123576317
 -3.423211748112999E8 7089530.883647598
 -3.42667670672842E8 6553512.64371888
 -3.4304927918309903E8 6017494.403790161
 -3.4347245115958065E8 5481476.163861442
 -3.439456414359459E8 4945457.923932724
 -3.444802306738132E8 4409439.684004005
 -3.450920477728573E8 3873421.4440752864
 -3.4580403360651916E8 3337403.2041465677
 -3.4665125677533174E8 2801384.964217849
 -3.476913189395288E8 2265366.7242891304
 -3.490290539519303E8 1729348.4843604118
 -3.508883721864176E8 1193330.244431693
 -3.539109520227332E8 657312.0045029743
 -3.625775260202598E8 121293.76457425556

 -3.4030232416555035E8 1.800416669747242E7
 -3.402859539813654E8 1.8360134474223334E7
 -3.402697666476429E8 1.871610225097425E7
 -3.402537434695301E8 1.9072070027725164E7
 -3.4023786943211424E8 1.942803780447608E7
 -3.4022213217639893E8 1.9784005581226993E7
 -3.40206521329848E8 2.0139973357977908E7
 -3.4019102804853135E8 2.0495941134728823E7
 -3.4017564469244397E8 2.0851908911479738E7
 -3.4016036458831275E8 2.1207876688230652E7
 -3.401451818519521E8 2.1563844464981567E7
 -3.401300912523727E8 2.1919812241732482E7
 -3.40115088105923E8 2.2275780018483397E7
 -3.401001681925082E8 2.263174779523431E7
 -3.400853276883539E8 2.2987715571985226E7
 -3.40070563111379E8 2.334368334873614E7
 -3.4005587127632254E8 2.3699651125487056E7
 -3.4004124925751764E8 2.405561890223797E7
 -3.400266943577336E8 2.4411586678988885E7
 -3.400122040818843E8 2.47675544557398E7
 -3.3999777611468077E8 2.5123522232490715E7
 -3.3998340830150604E8 2.547949000924163E7
 -3.39969098631947E8 2.5835457785992544E7
 -3.3995484522553253E8 2.619142556274346E7
 -3.3994064631931674E8 2.6547393339494374E7
 -3.3992650025701606E8 2.690336111624529E7
 -3.399124054794614E8 2.7259328892996203E7
 -3.3989836051617116E8 2.7615296669747118E7
 -3.398843639778836E8 2.7971264446498033E7
 -3.398704145499142E8 2.8327232223248947E7
 -3.398565109862269E8 2.8683199999999862E7

 -3.4030232416456234E8 1.800416669747242E7
 -3.403943027481165E8 1.740807093304248E7
 -3.4049541876178634E8 1.6811975168612543E7
 -3.406054384135816E8 1.6215879404182605E7
 -3.4072444230089533E8 1.5619783639752667E7
 -3.4085269906416214E8 1.502368787532273E7
 -3.4099061958946586E8 1.4427592110892791E7
 -3.4113874091534853E8 1.3831496346462853E7
 -3.4129772469708544E8 1.3235400582032915E7
 -3.4146836486588395E8 1.2639304817602977E7
 -3.416516026900548E8 1.204320905317304E7
 -3.4184854913397956E8 1.1447113288743101E7
 -3.4206051550240844E8 1.0851017524313163E7
 -3.4228905435011214E8 1.0254921759883225E7
 -3.425360138119621E8 9658825.995453287
 -3.4280361012643015E8 9062730.231023349
 -3.43094525536419E8 8466634.46659341
 -3.4341204252008307E8 7870538.702163472
 -3.4376023142078054E8 7274442.937733533
 -3.441442188376993E8 6678347.173303594
 -3.4457058214619297E8 6082251.408873655
 -3.450479484464561E8 5486155.644443716
 -3.455879396431558E8 4890059.880013777
 -3.462067351783763E8 4293964.115583838
 -3.4692781041062766E8 3697868.351153899
 -3.47787102821349E8 3101772.58672396
 -3.4884375715981734E8 2505676.822294021
 -3.502057258208472E8 1909581.057864082
 -3.521046751498866E8 1313485.293434143
 -3.552110438462481E8 717389.5290042042
 -3.6445502945673764E8 121293.76457426534

 -3.414421034472747E8 1.9955293702843122E7
 -3.4142702714585155E8 2.0246223912748348E7
 -3.414122509376724E8 2.0537154122653574E7
 -3.413977193794611E8 2.08280843325588E7
 -3.4138339554722697E8 2.1119014542464025E7
 -3.413692528204183E8 2.140994475236925E7
 -3.413552709746156E8 2.1700874962274477E7
 -3.413414340590689E8 2.1991805172179703E7
 -3.4132772913452184E8 2.228273538208493E7
 -3.413141454712793E8 2.2573665591990154E7
 -3.413006740131966E8 2.286459580189538E7
 -3.412873070047167E8 2.3155526011800606E7
 -3.412740377227325E8 2.344645622170583E7
 -3.41260860278505E8 2.3737386431611057E7
 -3.4124776946794075E8 2.4028316641516283E7
 -3.4123476065617746E8 2.431924685142151E7
 -3.4122182968709195E8 2.4610177061326735E7
 -3.4120897281128454E8 2.490110727123196E7
 -3.411961866280098E8 2.5192037481137186E7
 -3.411834680378035E8 2.5482967691042412E7
 -3.4117081420342904E8 2.5773897900947638E7
 -3.4115822251737845E8 2.6064828110852864E7
 -3.411456905745952E8 2.635575832075809E7
 -3.41133216149403E8 2.6646688530663315E7
 -3.41120797175852E8 2.693761874056854E7
 -3.41108431730868E8 2.7228548950473767E7
 -3.4109611801971745E8 2.7519479160378993E7
 -3.410838543634008E8 2.781040937028422E7
 -3.410716391876617E8 2.8101339580189444E7
 -3.410594710133604E8 2.839226979009467E7
 -3.410473484480025E8 2.8683199999999896E7

 -3.414421034459582E8 1.9955293702843122E7
 -3.415261704115064E8 1.929416037156749E7
 -3.4162116694054765E8 1.863302704029186E7
 -3.4172605702756715E8 1.797189370901623E7
 -3.418406204781709E8 1.73107603777406E7
 -3.419649751114876E8 1.664962704646497E7
 -3.420994458183884E8 1.5988493715189341E7
 -3.422445176807911E8 1.5327360383913713E7
 -3.4240082082561624E8 1.4666227052638084E7
 -3.425691313162322E8 1.4005093721362455E7
 -3.427503826345769E8 1.3343960390086826E7
 -3.429456861482979E8 1.2682827058811197E7
 -3.431563608747648E8 1.2021693727535568E7
 -3.433839742113116E8 1.136056039625994E7
 -3.436303966633878E8 1.069942706498431E7
 -3.438978753382665E8 1.0038293733708682E7
 -3.441891334823204E8 9377160.402433053
 -3.445075072225343E8 8716027.071157424
 -3.4485713695265245E8 8054893.739881795
 -3.452432413633783E8 7393760.408606166
 -3.456725205950764E8 6732627.077330537
 -3.4615376880877125E8 6071493.746054908
 -3.4669884165304166E8 5410360.414779279
 -3.4732425774157274E8 4749227.0835036505
 -3.480540086400745E8 4088093.7522280216
 -3.489248691650318E8 3426960.4209523927
 -3.499974674546853E8 2765827.089676764
 -3.513827461122823E8 2104693.758401135
 -3.5331979362786543E8 1443560.427125506
 -3.565066229318933E8 782427.0958498771

 -3.4259355711926377E8 2.206399999999993E7
 -3.4257933595945543E8 2.228463999999993E7
 -3.42566095537321E8 2.250527999999993E7
 -3.4255333067438006E8 2.272591999999993E7
 -3.425408994896025E8 2.294655999999993E7
 -3.4252872842842203E8 2.316719999999993E7
 -3.4251677163766307E8 2.338783999999993E7
 -3.425049975268291E8 2.360847999999993E7
 -3.4249338289561635E8 2.382911999999993E7
 -3.424819099272379E8 2.404975999999993E7
 -3.424705644787935E8 2.427039999999993E7
 -3.4245933503309244E8 2.449103999999993E7
 -3.424482120183094E8 2.471167999999993E7
 -3.42437187346161E8 2.493231999999993E7
 -3.42426254086867E8 2.515295999999993E7
 -3.424154062334461E8 2.537359999999993E7
 -3.424046385264491E8 2.559423999999993E7
 -3.4239394632081217E8 2.581487999999993E7
 -3.42383325482824E8 2.603551999999993E7
 -3.423727723090997E8 2.625615999999993E7
 -3.42362283461951E8 2.647679999999993E7
 -3.423518559171835E8 2.669743999999993E7
 -3.423414869214541E8 2.691807999999993E7
 -3.423311739570843E8 2.713871999999993E7
 -3.4232091471276045E8 2.735935999999993E7
 -3.423107070589315E8 2.757999999999993E7
 -3.423005490269959E8 2.780063999999993E7
 -3.422904387915702E8 2.802127999999993E7
 -3.4228037465528756E8 2.824191999999993E7
 -3.422703550356877E8 2.846255999999993E7

 -3.4259355711926377E8 2.206399999999993E7
 -3.4266695177336836E8 2.1332576458819073E7
 -3.4275502531823564E8 2.0601152917638216E7
 -3.4285430424592036E8 1.986972937645736E7
 -3.429640692790011E8 1.9138305835276503E7
 -3.4308422477965033E8 1.8406882294095647E7
