 gibbs p
 -3.216805470132522E8 1002425.9989392252
 -3.218168998402653E8 965712.1558406848
 -3.21958818422244E8 928998.3127421443
 -3.2210675079128957E8 892284.4696436039
 -3.2226120148699206E8 855570.6265450635
 -3.224227414755236E8 818856.783446523
 -3.225920203455232E8 782142.9403479826
 -3.227697814382007E8 745429.0972494421
 -3.229568808018051E8 708715.2541509017
 -3.2315431119250643E8 672001.4110523612
 -3.233632328250753E8 635287.5679538208
 -3.235850132877319E8 598573.7248552804
 -3.238212801073111E8 561859.8817567399
 -3.2407399110345095E8 525146.0386581995
 -3.2434553028379023E8 488432.195559659
 -3.246388412841103E8 451718.3524611185
 -3.249576175029544E8 415004.509362578
 -3.253065805426774E8 378290.6662640375
 -3.256919012592656E8 341576.823165497
 -3.261218611757398E8 304862.9800669565
 -3.2660794039358777E8 268149.136968416
 -3.2716671156436515E8 231435.29386987552
 -3.278233833384307E8 194721.45077133505
 -3.2861908821742564E8 158007.60767279458
 -3.296279697148584E8 121293.7645742541

 -3.2186106255100906E8 1482764.8153816888
 -3.218381146688632E8 2389445.988202296
 -3.218151820900079E8 3296127.1610229034
 -3.2179226469234896E8 4202808.333843511
 -3.217693623556043E8 5109489.506664118
 -3.217464749612641E8 6016170.679484725
 -3.217236023925513E8 6922851.852305332
 -3.2170074453438395E8 7829533.025125939
 -3.2167790127333844E8 8736214.197946547
 -3.216550724976133E8 9642895.370767154
 -3.216322580969952E8 1.0549576543587761E7
 -3.2160945796282464E8 1.1456257716408368E7
 -3.2158667198796344E8 1.2362938889228975E7
 -3.215639000667628E8 1.3269620062049583E7
 -3.215411420950325E8 1.417630123487019E7
 -3.215183979700106E8 1.5082982407690797E7
 -3.214956675903343E8 1.5989663580511404E7
 -3.214729508560117E8 1.689634475333201E7
 -3.214502476683937E8 1.780302592615262E7
 -3.2142755793014705E8 1.870970709897323E7
 -3.2140488154522884E8 1.961638827179384E7
 -3.2138221841886E8 2.0523069444614448E7
 -3.2135956845750135E8 2.1429750617435057E7
 -3.213369315688287E8 2.2336431790255666E7
 -3.213143076617099E8 2.3243112963076275E7
 -3.212916966461812E8 2.4149794135896884E7
 -3.212690984334255E8 2.5056475308717493E7
 -3.2124651293575054E8 2.5963156481538102E7
 -3.212239400665671E8 2.686983765435871E7
 -3.2120137974036896E8 2.777651882717932E7

 -3.218610625509345E8 1482764.8153816888
 -3.219742876205143E8 1437382.4470214408
 -3.220914321981615E8 1392000.078661193
 -3.2221275497243845E8 1346617.710300945
 -3.223385412609832E8 1301235.341940697
 -3.2246910679281276E8 1255852.9735804491
 -3.2260480218704706E8 1210470.6052202012
 -3.227460182878274E8 1165088.2368599533
 -3.228931925596739E8 1119705.8684997053
 -3.230468168067328E8 1074323.5001394574
 -3.2320744655903286E8 1028941.1317792096
 -3.233757125773233E8 983558.7634189618
 -3.235523350775526E8 938176.395058714
 -3.23738141484912E8 892794.0266984662
 -3.23934088823532E8 847411.6583382183
 -3.2414129227470493E8 802029.2899779705
 -3.243610620625321E8 756646.9216177227
 -3.24594951762309E8 711264.5532574749
 -3.248448225584161E8 665882.1848972271
 -3.25112930220337E8 620499.8165369793
 -3.2540204517341995E8 575117.4481767315
 -3.257156220294708E8 529735.0798164837
 -3.2605804523820984E8 484352.71145623585
 -3.264349959571086E8 438970.34309598804
 -3.268540198569857E8 393587.9747357402
 -3.273254443570475E8 348205.6063754924
 -3.2786394002950025E8 302823.2380152446
 -3.284913591338637E8 257440.8696549968
 -3.292423546131353E8 212058.50129474897
 -3.3017686342700195E8 166676.13293450116

 -3.227764595819853E8 1783901.6243595036
 -3.2275343720379823E8 2680544.903547517
 -3.227304317978126E8 3577188.1827355307
 -3.227074432182376E8 4473831.461923544
 -3.226844713216219E8 5370474.741111558
 -3.226615159667968E8 6267118.020299572
 -3.226385770148225E8 7163761.299487585
 -3.226156543289346E8 8060404.578675599
 -3.2259274777449393E8 8957047.857863612
 -3.225698572189364E8 9853691.137051625
 -3.225469825317256E8 1.0750334416239638E7
 -3.225241235843062E8 1.164697769542765E7
 -3.225012802500589E8 1.2543620974615663E7
 -3.224784524042569E8 1.3440264253803676E7
 -3.2245563992402387E8 1.4336907532991689E7
 -3.2243284268829215E8 1.5233550812179701E7
 -3.2241006057776374E8 1.6130194091367714E7
 -3.223872934748714E8 1.702683737055573E7
 -3.223645412637407E8 1.7923480649743743E7
 -3.2234180383015406E8 1.8820123928931758E7
 -3.223190810615155E8 1.9716767208119772E7
 -3.2229637284681547E8 2.0613410487307787E7
 -3.222736790765984E8 2.15100537664958E7
 -3.222509996429296E8 2.2406697045683816E7
 -3.222283344393641E8 2.330334032487183E7
 -3.222056833609153E8 2.4199983604059845E7
 -3.2218304630402625E8 2.509662688324786E7
 -3.2216042316653955E8 2.5993270162435874E7
 -3.2213781384766966E8 2.688991344162389E7
 -3.221152182479753E8 2.7786556720811903E7

 -3.2277645958178145E8 1783901.6243595036
 -3.228922598678202E8 1728481.362366662
 -3.230121836004955E8 1673061.1003738202
 -3.2313650691329736E8 1617640.8383809784
 -3.232655348553967E8 1562220.5763881367
 -3.2339960557023287E8 1506800.314395295
 -3.2353909525747657E8 1451380.0524024533
 -3.2368442410148335E8 1395959.7904096115
 -3.238360634013202E8 1340539.5284167698
 -3.239945442069883E8 1285119.266423928
 -3.2416046786055577E8 1229699.0044310864
 -3.243345189697552E8 1174278.7424382446
 -3.24517481520342E8 1118858.480445403
 -3.247102590849909E8 1063438.2184525612
 -3.2491390044583756E8 1008017.9564597196
 -3.251296324699337E8 952597.694466878
 -3.253589028499093E8 897177.4324740364
 -3.256034364903173E8 841757.1704811947
 -3.258653111263232E8 786336.9084883531
 -3.261470606265285E8 730916.6464955115
 -3.2645181910980475E8 675496.3845026699
 -3.267835268993992E8 620076.1225098283
 -3.2714723316796416E8 564655.8605169867
 -3.275495554445284E8 509235.598524145
 -3.279994049483784E8 453815.33653130336
 -3.2850918672559E8 398395.0745384617
 -3.290969045326437E8 342974.81254562
 -3.297901367185099E8 287554.55055277835
 -3.306343194583075E8 232134.2885599367
 -3.317125294815992E8 176714.02656709502

 -3.237055416759692E8 2130326.922984198
 -3.236824665011929E8 3015422.692218055
 -3.236594101672393E8 3900518.4614519123
 -3.2363637249942344E8 4785614.23068577
 -3.2361335332609785E8 5670709.999919627
 -3.2359035247857296E8 6555805.769153484
 -3.235673697910407E8 7440901.538387341
 -3.2354440510050106E8 8325997.307621199
 -3.2352145824669045E8 9211093.076855056
 -3.2349852907201296E8 1.0096188846088912E7
 -3.234756174214742E8 1.0981284615322769E7
 -3.234527231426165E8 1.1866380384556625E7
 -3.2342984608545697E8 1.2751476153790481E7
 -3.2340698610242754E8 1.3636571923024338E7
 -3.233841430483166E8 1.4521667692258194E7
 -3.233613167802125E8 1.540676346149205E7
 -3.233385071574495E8 1.6291859230725907E7
 -3.233157140415546E8 1.7176954999959763E7
 -3.232929372961965E8 1.806205076919362E7
 -3.2327017678713655E8 1.8947146538427476E7
 -3.2324743238217986E8 1.9832242307661332E7
 -3.232247039511295E8 2.071733807689519E7
 -3.2320199136574095E8 2.1602433846129045E7
 -3.231792944996789E8 2.24875296153629E7
 -3.231566132284741E8 2.3372625384596758E7
 -3.231339474294828E8 2.4257721153830614E7
 -3.231112969818464E8 2.514281692306447E7
 -3.230886617664527E8 2.6027912692298327E7
 -3.230660416658985E8 2.6913008461532183E7
 -3.230434365644527E8 2.779810423076604E7
 -3.230208463480209E8 2.8683199999999896E7

 -3.237055416755892E8 2130326.922984198
 -3.238234143818017E8 2063359.1510372001
 -3.239455973148705E8 1996391.379090202
 -3.2407238219970024E8 1929423.607143204
 -3.242040917351384E8 1862455.8351962059
 -3.243410841311755E8 1795488.0632492078
 -3.2448375850900674E8 1728520.2913022097
 -3.2463256136865884E8 1661552.5193552116
 -3.247879943878857E8 1594584.7474082136
 -3.249506238953053E8 1527616.9754612155
 -3.2512109246848756E8 1460649.2035142174
 -3.25300133255927E8 1393681.4315672193
 -3.2548858782854134E8 1326713.6596202212
 -3.2568742865881264E8 1259745.8876732232
 -3.258977877461858E8 1192778.115726225
 -3.2612099352255774E8 1125810.343779227
 -3.2635861908934724E8 1058842.571832229
 -3.266125462359968E8 991874.7998852308
 -3.268850518720895E8 924907.0279382328
 -3.2717892700353676E8 857939.2559912347
 -3.274976441634998E8 790971.4840442366
 -3.27845599095275E8 724003.7120972385
 -3.282284700817998E8 657035.9401502404
 -3.2865377112839484E8 590068.1682032424
 -3.291317398432939E8 523100.3962562442
 -3.296768369048427E8 456132.6243092461
 -3.3031044462816024E8 389164.85236224794
 -3.310661384001199E8 322197.0804152498
 -3.3200118434082574E8 255229.30846825166
 -3.3322590459122324E8 188261.53652125353
 -3.350000148055991E8 121293.76457425539

 -3.2464811316579276E8 2526434.4059959967
 -3.246250104732065E8 3398326.592462794
 -3.2460192871688426E8 4270218.778929591
 -3.245788676867356E8 5142110.965396388
 -3.245558271766394E8 6014003.151863186
 -3.2453280698433095E8 6885895.338329983
 -3.245098069112942E8 7757787.52479678
 -3.2448682676265705E8 8629679.711263577
 -3.244638663470915E8 9501571.897730373
 -3.244409254767169E8 1.037346408419717E7
 -3.244180039670066E8 1.1245356270663965E7
 -3.24395101636699E8 1.2117248457130762E7
 -3.2437221830771005E8 1.2989140643597558E7
 -3.243493538050504E8 1.3861032830064354E7
 -3.2432650795674485E8 1.473292501653115E7
 -3.2430368059375435E8 1.5604817202997947E7
 -3.2428087154990137E8 1.6476709389464743E7
 -3.242580806617971E8 1.734860157593154E7
 -3.2423530776877135E8 1.822049376239834E7
 -3.2421255271280545E8 1.9092385948865138E7
 -3.241898153384661E8 1.9964278135331936E7
 -3.2416709549284244E8 2.0836170321798734E7
 -3.241443930254849E8 2.1708062508265533E7
 -3.2412170778834605E8 2.257995469473233E7
 -3.240990396357231E8 2.345184688119913E7
 -3.2407638842420244E8 2.4323739067665927E7
 -3.240537540126059E8 2.5195631254132725E7
 -3.2403113626193887E8 2.6067523440599523E7
 -3.240085350353398E8 2.693941562706632E7
 -3.239859501980312E8 2.781130781353312E7

 -3.246481131657927E8 2526434.4059959967
 -3.2476760887562877E8 2446263.051281939
 -3.248915886812883E8 2366091.696567881
 -3.250203583208311E8 2285920.341853823
 -3.2515425636964256E8 2205748.987139765
 -3.2529365910233635E8 2125577.6324257073
 -3.254389862899739E8 2045406.2777116492
 -3.2559070815713775E8 1965234.922997591
 -3.2574935378891516E8 1885063.568283533
 -3.259155213661802E8 1804892.2135694749
 -3.2608989072802645E8 1724720.8588554168
 -3.2627323892660743E8 1644549.5041413587
 -3.26466459672662E8 1564378.1494273006
 -3.2667058790124273E8 1484206.7947132424
 -3.268868311658015E8 1404035.4399991843
 -3.271166102729696E8 1323864.0852851262
 -3.273616126271955E8 1243692.7305710681
 -3.27623863375899E8 1163521.37585701
 -3.27905821995809E8 1083350.021142952
 -3.2821051608428127E8 1003178.6664288938
 -3.285417309993127E8 923007.3117148357
 -3.2890428589296746E8 842835.9570007776
 -3.293044481451053E8 762664.6022867195
 -3.297505788436277E8 682493.2475726614
 -3.302541835028201E8 602321.8928586033
 -3.308317177393025E8 522150.53814454516
 -3.3150790982327783E8 441979.18343048706
 -3.3232244405998325E8 361807.82871642895
 -3.3334514531217945E8 281636.47400237084
 -3.3471722701865435E8 201465.11928831274
 -3.3680205598146605E8 121293.76457425464

 -3.2560398847141635E8 2976801.620552501
 -3.255808874631462E8 3833681.5665340815
 -3.255578097452457E8 4690561.512515662
 -3.2553475506399655E8 5547441.458497243
 -3.2551172317090505E8 6404321.404478824
 -3.2548871382254016E8 7261201.3504604045
 -3.254657267803791E8 8118081.296441985
 -3.254427618106587E8 8974961.242423566
 -3.25419818684233E8 9831841.188405147
 -3.253968971764363E8 1.0688721134386728E7
 -3.2537399706695217E8 1.1545601080368308E7
 -3.253511181396869E8 1.240248102634989E7
 -3.253282601826484E8 1.325936097233147E7
 -3.253054229878296E8 1.411624091831305E7
 -3.252826063510961E8 1.4973120864294631E7
 -3.2525981007207793E8 1.5830000810276212E7
 -3.252370339540665E8 1.6686880756257793E7
 -3.252142778039133E8 1.754376070223937E7
 -3.251915414319341E8 1.8400640648220953E7
 -3.2516882465181595E8 1.9257520594202533E7
 -3.251461272805274E8 2.0114400540184114E7
 -3.2512344913823205E8 2.0971280486165695E7
 -3.2510079004820496E8 2.1828160432147276E7
 -3.250781498367527E8 2.2685040378128856E7
 -3.250555283331349E8 2.3541920324110437E7
 -3.2503292536948985E8 2.4398800270092018E7
 -3.2501034078076136E8 2.52556802160736E7
 -3.249877744046293E8 2.611256016205518E7
 -3.249652260814412E8 2.696944010803676E7
 -3.249426956541475E8 2.782632005401834E7

 -3.2560398847141635E8 2976801.620552501
 -3.257246943275929E8 2881618.0253532263
 -3.2585004887849814E8 2786434.4301539515
 -3.259803705135755E8 2691250.8349546767
 -3.261160121603911E8 2596067.239755402
 -3.262573664412652E8 2500883.644556127
 -3.264048718313142E8 2405700.049356852
 -3.265590200606073E8 2310516.4541575774
 -3.267203650746803E8 2215332.8589583025
 -3.2688953396434724E8 2120149.2637590277
 -3.27067240408022E8 2024965.6685597529
 -3.2725430135304826E8 1929782.073360478
 -3.2745165792009E8 1834598.4781612032
 -3.276604018821314E8 1739414.8829619284
 -3.278818096028647E8 1644231.2877626535
 -3.2811738610733235E8 1549047.6925633787
 -3.283689231464435E8 1453864.097364104
 -3.286385769511939E8 1358680.502164829
 -3.289289742752554E8 1263496.9069655542
 -3.292433600518813E8 1168313.3117662794
 -3.2958580794361454E8 1073129.7165670046
 -3.2996152894935787E8 977946.1213677296
 -3.3037733855050504E8 882762.5261684547
 -3.3084239143925947E8 787578.9309691797
 -3.313693918362048E8 692395.3357699048
 -3.319767045175235E8 597211.7405706298
 -3.3269231391236013E8 502028.14537135494
 -3.33561993315669E8 406844.55017208005
 -3.346685475678463E8 311660.95497280516
 -3.361871078067692E8 216477.35977353028
 -3.386096303002948E8 121293.76457425537

 -3.265729919053644E8 3486188.9463986955
 -3.2654992609364724E8 4326089.314852069
 -3.2652688622288966E8 5165989.683305443
 -3.265038719852669E8 6005890.051758817
 -3.2648088307988656E8 6845790.4202121915
 -3.2645791921255356E8 7685690.788665566
 -3.2643498009554654E8 8525591.157118939
 -3.2641206544740427E8 9365491.525572313
 -3.263891749927211E8 1.0205391894025687E7
 -3.2636630846195155E8 1.1045292262479061E7
 -3.263434655912232E8 1.1885192630932435E7
 -3.263206461221577E8 1.272509299938581E7
 -3.2629784980169916E8 1.3564993367839184E7
 -3.2627507638195014E8 1.4404893736292558E7
 -3.262523256200136E8 1.5244794104745932E7
 -3.2622959727784204E8 1.6084694473199306E7
 -3.2620689112209255E8 1.692459484165268E7
 -3.261842069239873E8 1.7764495210106052E7
 -3.2616154445917994E8 1.8604395578559425E7
 -3.261389035076271E8 1.9444295947012797E7
 -3.261162838534648E8 2.028419631546617E7
 -3.260936852848898E8 2.112409668391954E7
 -3.260711075940451E8 2.1963997052372914E7
 -3.260485505769101E8 2.2803897420826286E7
 -3.260260140331946E8 2.364379778927966E7
 -3.26003497766237E8 2.448369815773303E7
 -3.2598100158290577E8 2.5323598526186403E7
 -3.2595852529350495E8 2.6163498894639775E7
 -3.259360687116826E8 2.7003399263093147E7
 -3.2591363165434307E8 2.784329963154652E7
 -3.258912139415615E8 2.8683199999999892E7

 -3.265729919053644E8 3486188.9463986955
 -3.266945187796406E8 3374025.773671214
 -3.268208529019379E8 3261862.6009437325
 -3.2695232410570544E8 3149699.428216251
 -3.2708929833162796E8 3037536.2554887696
 -3.2723218305258346E8 2925373.082761288
 -3.273814337605105E8 2813209.9100338067
 -3.275375617745309E8 2701046.737306325
 -3.2770114370674855E8 2588883.564578844
 -3.278728330265573E8 2476720.3918513623
 -3.280533743074639E8 2364557.219123881
 -3.2824362093933195E8 2252394.0463963994
 -3.284445573692569E8 2140230.873668918
 -3.2865732733547145E8 2028067.7009414365
 -3.288832701428029E8 1915904.528213955
 -3.291239678947611E8 1803741.3554864735
 -3.293813079099331E8 1691578.182758992
 -3.2965756658513546E8 1579415.0100315106
 -3.2995552420496404E8 1467251.8373040291
 -3.3027862550055087E8 1355088.6645765477
 -3.306312097424065E8 1242925.4918490662
 -3.310188499592301E8 1130762.3191215848
 -3.314488699586756E8 1018599.1463941034
 -3.3193116422079974E8 906435.9736666221
 -3.324795621747206E8 794272.8009391407
 -3.33114237975475E8 682109.6282116594
 -3.338663042784131E8 569946.455484178
 -3.3478750253930926E8 457783.28275669663
 -3.3597376612464553E8 345620.1100292152
 -3.376364681951405E8 233456.93730173382

 -3.275549575222321E8 4059540.1134083
 -3.275319651695059E8 4880328.776294687
 -3.275090017503358E8 5701117.439181074
 -3.274860668892917E8 6521906.10206746
 -3.2746316022022486E8 7342694.764953847
 -3.2744028138592416E8 8163483.427840234
 -3.2741743003778756E8 8984272.090726621
 -3.273946058355115E8 9805060.753613008
 -3.273718084467935E8 1.0625849416499395E7
 -3.273490375470504E8 1.1446638079385782E7
 -3.273262928191493E8 1.2267426742272168E7
 -3.2730357395315087E8 1.3088215405158555E7
 -3.272808806460646E8 1.3909004068044942E7
 -3.2725821260161525E8 1.4729792730931329E7
 -3.272355695300199E8 1.5550581393817715E7
 -3.2721295114777446E8 1.6371370056704102E7
 -3.2719035717744994E8 1.719215871959049E7
 -3.271677873474975E8 1.8012947382476877E7
 -3.271452413920617E8 1.8833736045363266E7
 -3.2712271905080146E8 1.9654524708249655E7
 -3.271002200687194E8 2.0475313371136043E7
 -3.270777441959971E8 2.129610203402243E7
 -3.270552911878379E8 2.211689069690882E7
 -3.27032860804316E8 2.293767935979521E7
 -3.270104528102312E8 2.3758468022681598E7
 -3.2698806697496986E8 2.4579256685567986E7
 -3.26965703072371E8 2.5400045348454375E7
 -3.26943360880598E8 2.6220834011340763E7
 -3.2692104018201476E8 2.7041622674227152E7
 -3.2689874076306695E8 2.786241133711354E7

 -3.275549575222322E8 4059540.1134083
 -3.276769299464695E8 3928265.2351138317
 -3.2780386511581373E8 3796990.3568193633
 -3.279361031880098E8 3665715.478524895
 -3.2807402189625883E8 3534440.6002304265
 -3.282180422188653E8 3403165.721935958
 -3.283686351665243E8 3271890.8436414897
 -3.285263299618542E8 3140615.9653470214
 -3.286917239679549E8 3009341.087052553
 -3.2886549483429587E8 2878066.2087580846
 -3.2904841548146784E8 2746791.330463616
 -3.292413727596587E8 2615516.452169148
 -3.294453909170573E8 2484241.5738746794
 -3.296616614468125E8 2352966.695580211
 -3.29891581512542E8 2221691.8172857426
 -3.301368040919919E8 2090416.9389912745
 -3.3039930440663165E8 1959142.0606968063
 -3.306814694275613E8 1827867.1824023381
 -3.309862207995833E8 1696592.30410787
 -3.3131718737225056E8 1565317.4258134018
 -3.316789534861142E8 1434042.5475189337
 -3.320774268047137E8 1302767.6692244655
 -3.3252040219404763E8 1171492.7909299973
 -3.330184621605149E8 1040217.9126355292
 -3.335864879883064E8 908943.034341061
 -3.3424635775763226E8 777668.1560465929
 -3.3503216208342624E8 646393.2777521247
 -3.360014185086553E8 515118.3994576565
 -3.37263112602601E8 383843.52116318827
 -3.390664689898709E8 252568.64286872005

 -3.285497290093247E8 4701984.384568421
 -3.285268536348114E8 5501358.238416137
 -3.2850401058414674E8 6300732.092263853
 -3.2848119939668036E8 7100105.946111569
 -3.2845841962432E8 7899479.799959285
 -3.28435670831018E8 8698853.653807001
 -3.284129525922847E8 9498227.507654717
 -3.2839026449472827E8 1.0297601361502433E7
 -3.283676061356195E8 1.109697521535015E7
 -3.283449771224786E8 1.1896349069197865E7
 -3.2832237707268375E8 1.2695722923045581E7
 -3.282998056130998E8 1.3495096776893297E7
 -3.2827726237972546E8 1.4294470630741013E7
 -3.282547470173577E8 1.509384448458873E7
 -3.2823225917927307E8 1.5893218338436445E7
 -3.282097985269244E8 1.6692592192284161E7
 -3.2818736472965133E8 1.749196604613188E7
 -3.281649574644054E8 1.8291339899979595E7
 -3.281425764154876E8 1.909071375382731E7
 -3.281202212742975E8 1.9890087607675027E7
 -3.280978917390944E8 2.0689461461522743E7
 -3.2807558751476926E8 2.148883531537046E7
 -3.280533083126263E8 2.2288209169218175E7
 -3.280310538501745E8 2.308758302306589E7
 -3.2800882385092777E8 2.3886956876913607E7
 -3.279866180442144E8 2.4686330730761323E7
 -3.279644361649941E8 2.548570458460904E7
 -3.2794227795368254E8 2.6285078438456755E7
 -3.2792014315598345E8 2.708445229230447E7
 -3.27898031522728E8 2.7883826146152187E7
 -3.278759428097198E8 2.8683199999999903E7

 -3.285497290093248E8 4701984.384568421
 -3.28671776968467E8 4549294.6972352825
 -3.2879894305030644E8 4396605.009902144
 -3.2893157662820566E8 4243915.322569005
 -3.290700660518858E8 4091225.635235866
 -3.292148445395398E8 3938535.947902727
 -3.2936639723947406E8 3785846.260569588
 -3.295252697498776E8 3633156.5732364487
 -3.2969207847221386E8 3480466.8859033096
 -3.2986752329182607E8 3327777.1985701704
 -3.300524032418654E8 3175087.5112370313
 -3.3024763603332615E8 3022397.823903892
 -3.3045428265477866E8 2869708.136570753
 -3.306735787067406E8 2717018.449237614
 -3.309069748108244E8 2564328.761904475
 -3.3115618944124997E8 2411639.0745713357
 -3.3142327906209004E8 2258949.3872381966
 -3.3171073285142106E8 2106259.6999050574
 -3.320216031390614E8 1953570.0125719185
 -3.3235968904199594E8 1800880.3252387797
 -3.3272980166219133E8 1648190.6379056408
 -3.331381585922823E8 1495500.9505725019
 -3.335929916424754E8 1342811.263239363
 -3.341055230231142E8 1190121.575906224
 -3.3469161551277393E8 1037431.8885730852
 -3.353747458315218E8 884742.2012399463
 -3.3619182211259544E8 732052.5139068074
 -3.372059003506719E8 579362.8265736685
 -3.38538768534835E8 426673.1392405296
 -3.40478438683737E8 273983.4519073907

 -3.295571596164104E8 5418840.529838394
 -3.295344505855976E8 6194319.178843779
 -3.2951177773610365E8 6969797.827849163
 -3.294891404987192E8 7745276.476854547
 -3.294665383214351E8 8520755.125859931
 -3.294439706686616E8 9296233.774865314
 -3.2942143702049494E8 1.0071712423870698E7
 -3.2939893687202746E8 1.084719107287608E7
 -3.293764697326975E8 1.1622669721881464E7
 -3.293540351256784E8 1.2398148370886847E7
 -3.2933163258730084E8 1.317362701989223E7
 -3.2930926166650796E8 1.3949105668897614E7
 -3.292869219243409E8 1.4724584317902997E7
 -3.292646129334521E8 1.550006296690838E7
 -3.292423342776445E8 1.6275541615913764E7
 -3.292200855514356E8 1.7051020264919147E7
 -3.291978663596437E8 1.782649891392453E7
 -3.2917567631699604E8 1.8601977562929913E7
 -3.291535150477563E8 1.9377456211935297E7
 -3.2913138218537104E8 2.015293486094068E7
 -3.2910927737213355E8 2.0928413509946063E7
 -3.290872002588642E8 2.1703892158951446E7
 -3.2906515050460607E8 2.247937080795683E7
 -3.2904312777633506E8 2.3254849456962213E7
 -3.2902113174868375E8 2.4030328105967596E7
 -3.2899916210367805E8 2.480580675497298E7
 -3.289772185304858E8 2.5581285403978363E7
 -3.2895530072517693E8 2.6356764052983746E7
 -3.289334083904941E8 2.713224270198913E7
 -3.289115412356341E8 2.7907721350994512E7
 -3.288896989760378E8 2.8683199999999896E7

 -3.295571596164104E8 5418840.529838394
 -3.2967891151448834E8 5242255.637662923
 -3.298059398757795E8 5065670.745487452
 -3.299386020951072E8 4889085.85331198
 -3.300772959189321E8 4712500.961136509
 -3.3022246553676605E8 4535916.068961037
 -3.303746088913747E8 4359331.176785566
 -3.305342865091412E8 4182746.2846100945
 -3.3070213224325407E8 4006161.392434623
 -3.308788664465958E8 3829576.5002591517
 -3.310653122623505E8 3652991.6080836803
 -3.3126241595939946E8 3476406.715908209
 -3.314712725784329E8 3299821.8237327375
 -3.316931586428911E8 3123236.931557266
 -3.3192957440471786E8 2946652.0393817946
 -3.3218229916540295E8 2770067.147206323
 -3.324534648486399E8 2593482.255030852
 -3.327456555619695E8 2416897.3628553804
 -3.3306204500475836E8 2240312.470679909
 -3.33406590414925E8 2063727.5785044376
 -3.337843134920211E8 1887142.6863289662
 -3.342017197528094E8 1710557.7941534948
 -3.346674472150838E8 1533972.9019780234
 -3.3519331358843404E8 1357388.009802552
 -3.3579609743518364E8 1180803.1176270805
 -3.3650077281516194E8 1004218.2254516091
 -3.3734690354034096E8 827633.3332761377
 -3.384028215167433E8 651048.4411006663
 -3.398027425857243E8 474463.54892519495
 -3.4187380582570267E8 297878.6567497236

 -3.305771121235089E8 6215622.715908516
 -3.3055462534092283E8 6964541.958711563
 -3.305321791530948E8 7713461.201514609
 -3.30509772850759E8 8462380.444317656
 -3.3048740574854875E8 9211299.687120702
 -3.3046507718378705E8 9960218.929923749
 -3.304427865153582E8 1.0709138172726795E7
 -3.3042053312265474E8 1.1458057415529842E7
 -3.3039831640459174E8 1.2206976658332888E7
 -3.30376135778686E8 1.2955895901135935E7
 -3.3035399068019116E8 1.3704815143938981E7
 -3.303318805612878E8 1.4453734386742027E7
 -3.3030980489032245E8 1.5202653629545074E7
 -3.3028776315109164E8 1.595157287234812E7
 -3.3026575484216887E8 1.6700492115151167E7
 -3.3024377947627056E8 1.744941135795421E7
 -3.302218365796578E8 1.8198330600757256E7
 -3.301999256915722E8 1.89472498435603E7
 -3.301780463637032E8 1.9696169086363345E7
 -3.301561981596839E8 2.044508832916639E7
 -3.301343806546148E8 2.1194007571969435E7
 -3.301125934346126E8 2.194292681477248E7
 -3.300908360963821E8 2.2691846057575524E7
 -3.3006910824681115E8 2.344076530037857E7
 -3.30047409502586E8 2.4189684543181613E7
 -3.300257394898255E8 2.4938603785984658E7
 -3.3000409784373397E8 2.5687523028787702E7
 -3.299824842082711E8 2.6436442271590747E7
 -3.299608982358377E8 2.718536151439379E7
 -3.299393395869764E8 2.7934280757196836E7
 -3.2991780793008673E8 2.868319999999988E7

 -3.30577112122273E8 6215622.715908516
 -3.306981883542539E8 6012478.417530707
 -3.308247058194829E8 5809334.119152898
 -3.309570285209833E8 5606189.820775089
 -3.310955622226741E8 5403045.52239728
 -3.312407607114977E8 5199901.224019471
 -3.31393133326997E8 4996756.9256416615
 -3.315532540710734E8 4793612.627263852
 -3.3172177270615387E8 4590468.328886043
 -3.318994283799712E8 4387324.030508234
 -3.3208706649439096E8 4184179.7321304255
 -3.322856597863114E8 3981035.433752617
 -3.324963349443431E8 3777891.135374808
 -3.3272040659812564E8 3574746.8369969996
 -3.329594212708605E8 3371602.538619191
 -3.3321521501478535E8 3168458.2402413823
 -3.33489990178358E8 2965313.9418635736
 -3.337864194670851E8 2762169.643485765
 -3.341077898360291E8 2559025.3451079563
 -3.344582060335264E8 2355881.0467301477
 -3.3484288617066306E8 2152736.748352339
 -3.352686042477841E8 1949592.4499745304
 -3.3574437709260577E8 1746448.1515967217
 -3.362825780391194E8 1543303.853218913
 -3.369008411907388E8 1340159.5548411044
 -3.3762554291440886E8 1137015.2564632958
 -3.3849874540959835E8 933870.958085487
 -3.395937846911706E8 730726.6597076782
 -3.410568474900544E8 527582.3613298695
 -3.4325403944772005E8 324438.0629520607

 -3.3160945884699625E8 7098048.427577372
 -3.3158725757733285E8 7817553.4799914565
 -3.315651019886596E8 8537058.53240554
 -3.315429911881767E8 9256563.584819624
 -3.3152092431687266E8 9976068.637233708
 -3.3149890054760426E8 1.0695573689647792E7
 -3.314769190833216E8 1.1415078742061876E7
 -3.31454979155424E8 1.213458379447596E7
 -3.314330800222366E8 1.2854088846890043E7
 -3.314112209675945E8 1.3573593899304127E7
 -3.313894012995263E8 1.4293098951718211E7
 -3.313676203490279E8 1.5012604004132295E7
 -3.313458774689195E8 1.5732109056546379E7
 -3.31324172032778E8 1.6451614108960463E7
 -3.313025034339384E8 1.7171119161374547E7
