 gibbs volume pressure temperature
 -3.1351070678520447E8 0.022704278204680416 134770.8495269488 382.57
 -3.135107067852044E8 23.34626859174476 134770.8495269488 382.57

 -3.1408314803135663E8 0.022851883705549837 168630.0552440359 389.18425
 -3.1408314803135663E8 18.94017292664179 168630.0552440359 389.18425

 -3.146647952506501E8 0.0230055310397544 209155.57404085464 395.79850000000005
 -3.146647952506501E8 15.491590995235347 209155.57404085464 395.79850000000005

 -3.15255510001621E8 0.02316559335180379 257283.8416131906 402.4127500000001
 -3.15255510001621E8 12.768320041073707 257283.8416131906 402.4127500000001

 -3.1585515914040667E8 0.0233324765072314 314024.43467056897 409.0270000000001
 -3.1585515914040667E8 10.59963097431508 314024.43467056897 409.0270000000001

 -3.1646361452911514E8 0.023506622823120743 380459.6707848715 415.6412500000001
 -3.164636145291151E8 8.858763304147823 380459.6707848715 415.6412500000001

 -3.170807527750238E8 0.02368851533757596 457743.8829811293 422.25550000000015
 -3.170807527750238E8 7.450724571466847 457743.8829811293 422.25550000000015

 -3.177064549978735E8 0.02387868271412093 547102.429619836 428.8697500000002
 -3.177064549978734E8 6.303697490285353 547102.429619836 428.8697500000002

 -3.1834060662266445E8 0.024077704896210642 649830.5006913927 435.4840000000002
 -3.1834060662266445E8 5.362927353315142 649830.5006913927 435.4840000000002

 -3.1898309719552505E8 0.02428621965236471 767291.780486338 442.09825000000023
 -3.1898309719544375E8 4.5863322206781785 767291.780486338 442.09825000000023

 -3.196338202203947E8 0.024504930183831663 900917.0239411037 448.71250000000026
 -3.1963382022036487E8 3.941321561434042 900917.0239411037 448.71250000000026

 -3.2029267301444143E8 0.024734614006422004 1052202.6008906062 455.3267500000003
 -3.2029267301443934E8 3.402470563963425 1052202.6008906062 455.3267500000003

 -3.20959556580338E8 0.02497613336881507 1222709.0575304718 461.9410000000003
 -3.2095955658033013E8 2.9498057909363196 1222709.0575304718 461.9410000000003

 -3.216343754936893E8 0.025230447534536384 1414059.7407514777 468.55525000000034
 -3.216343754936377E8 2.5675313863115767 1414059.7407514777 468.55525000000034

 -3.223170378041024E8 0.025498627338768183 1627939.5259190807 475.16950000000037
 -3.2231703780397034E8 2.2430753854385754 1627939.5259190807 475.16950000000037

 -3.230074549485653E8 0.025781872540692856 1866093.68440622 481.7837500000004
 -3.23007454948321E8 1.9663704538989206 1866093.68440622 481.7837500000004

 -3.237055416759692E8 0.026081532636127887 2130326.9229842084 488.3980000000004
 -3.237055416755892E8 1.7293076167247252 2130326.9229842084 488.3980000000004

 -3.244112159817839E8 0.02639913198686634 2422502.623030559 495.01225000000045
 -3.244112159817839E8 1.5253185727867888 2422502.623030559 495.01225000000045

 -3.251243990519827E8 0.026736400380434854 2744542.3064932683 501.6265000000005
 -3.251243990519827E8 1.3490542553249936 2744542.3064932683 501.6265000000005

 -3.25845015215624E8 0.027095310483929293 3098425.3462623353 508.2407500000005
 -3.25845015215624E8 1.196135921421144 3098425.3462623353 508.2407500000005

 -3.265729919053644E8 0.02747812413661869 3486188.946398706 514.8550000000005
 -3.265729919053644E8 1.0629612438456992 3486188.946398706 514.8550000000005

 -3.27308259625543E8 0.027887450097539106 3909928.4065192924 521.4692500000004
 -3.27308259625543E8 0.9465523778664687 3909928.4065192924 521.4692500000004

 -3.280507519274486E8 0.02832631681432598 4371797.688762183 528.0835000000004
 -3.2805075192744863E8 0.8444362476358788 4371797.688762183 528.0835000000004

 -3.288004053915318E8 0.02879826514649459 4874010.303467392 534.6977500000004
 -3.288004053915318E8 0.7545497043342173 4874010.303467392 534.6977500000004

 -3.2955715961641043E8 0.029307467978165667 5418840.529838402 541.3120000000004
 -3.2955715961641043E8 0.6751639858375814 5418840.529838402 541.3120000000004

 -3.3032095721460897E8 0.02985888664520385 6008624.9882834405 547.9262500000003
 -3.30320957214609E8 0.6048242286606377 6008624.9882834405 547.9262500000003

 -3.310917438149917E8 0.030458478666731945 6645764.584378689 554.5405000000003
 -3.3109174381382084E8 0.5423007689211932 6645764.584378689 554.5405000000003

 -3.318694680724177E8 0.031113478416170588 7332726.82982596 561.1547500000003
 -3.318694680713916E8 0.48654970952789706 7332726.82982596 561.1547500000003

 -3.3265408168377566E8 0.03183278385746861 8072048.595869223 567.7690000000002
 -3.326540816829428E8 0.4366807782827014 8072048.595869223 567.7690000000002

 -3.33445539412045E8 0.032627501565967526 8866339.277408274 574.3832500000002
 -3.334455394114362E8 0.39193092154406267 8866339.277408274 574.3832500000002

 -3.3424379911773396E8 0.033511735118076556 9718284.428378815 580.9975000000002
 -3.3424379911735386E8 0.35164236428514295 9718284.428378815 580.9975000000002

 -3.350488217985449E8 0.03450376098475447 1.0630649885638362E7 587.6117500000001
 -3.350488217983648E8 0.3152440669205544 1.0630649885638362E7 587.6117500000001

 -3.358605716377478E8 0.03562784754363228 1.1606286418534104E7 594.2260000000001
 -3.358605716377046E8 0.28223559107322377 1.1606286418534104E7 594.2260000000001

 -3.366790160621772E8 0.03691719622508774 1.2648134937086238E7 600.8402500000001
 -3.3667901606373143E8 0.2521723152111854 1.2648134937086238E7 600.8402500000001

 -3.375041258087444E8 0.038418965289290424 1.375923235549904E7 607.4545
 -3.37504125808674E8 0.2246505756365147 1.375923235549904E7 607.4545

 -3.383358750059498E8 0.04020347398095927 1.4942718012494927E7 614.06875
 -3.3833587500569296E8 0.19929027137418356 1.4942718012494927E7 614.06875

 -3.3917424126208335E8 0.0423827098018822 1.6201840962435838E7 620.683
 -3.391742412615429E8 0.17570950400168417 1.6201840962435838E7 620.683

 -3.4001920577062744E8 0.04515273398747577 1.753996795509897E7 627.29725
 -3.4001920576975083E8 0.15347642791967306 1.753996795509897E7 627.29725

 -3.408707534286152E8 0.048912383807158975 1.8960592337302864E7 633.9114999999999
 -3.408707534274286E8 0.13198571330358477 1.8960592337302864E7 633.9114999999999

 -3.4172887297132987E8 0.05474157312988307 2.0467343920667563E7 640.5257499999999
 -3.4172887296999234E8 0.10997616506759977 2.0467343920667563E7 640.5257499999999

 -3.4259355711926377E8 0.0748329685307932 2.2063999999999966E7 647.1399999999999
 -3.4259355711926377E8 0.0748329685307932 2.2063999999999966E7 647.1399999999999

