 LiquidLiquidT[C]= 25

x1 x2
0.0440 0.0000
0.0494 0.0307
0.0658 0.0640
0.0762 0.0758
0.1136 0.1409 
0.1897 0.1926 
0.2803 0.2091
0.3734 0.2070
0.4975 0.1993
0.5756 0.1841
0.6123 0.1725
0.6659 0.1544
0.7200 0.1288
0.7699 0.1018
0.8197 0.0724
0.8611 0.0453
0.9399 0.0000
